qac_root_join_key	qac_root_ar	qac_root_norm	qac_root_canonical	occurrences	surah_count	surahs	example_refs	example_surfaces	example_lemmas	status	audit_class	chosen_method	chosen_root_ids	source_exact_root_ids	normalized_exact_root_ids	canonical_root_ids	legacy_root_norm_extra_root_ids	legacy_root_norm_extra_branch_count	chosen_branch_count	notes
نجم	ن ج م	ن ج م	نجم	13	12	6;7;16;22;37;52;53;55;56;77;81;86	6:97:5;7:54:22;16:12:7;16:16:2;22:18:15;37:88:4;52:49:5;53:1:1	نُّجُومَ;نُّجُومُ;نَّجْمِ;نُّجُومِ	نَّجْم	ok_source_exact	ok	source_exact	root_001475	root_001475	root_001475	root_001475		0	7	
نصح	ن ص ح	ن ص ح	نصح	13	6	7;9;11;12;28;66	7:21:5;7:62:4;7:68:6;7:79:9;7:79:14;7:93:9;9:91:16;11:34:3	نَّٰصِحِينَ;أَنصَحُ;نَاصِحٌ;نَصَحْ;نَصَحُ;نُصْحِ	نَاصِح;نَصَحُ;نُصْح	ok_source_exact	ok	source_exact	root_001509	root_001509	root_001509	root_001509		0	4	
وقت	و ق ت	و ق ت	وقت	13	10	2;4;7;15;26;38;44;56;77;78	2:189:6;4:103:20;7:142:8;7:143:4;7:155:6;7:187:13;15:38:3;26:38:3	مَوَٰقِيتُ;مَّوْقُوتًا;مِيقَٰتُ;مِيقَٰتِ;وَقْتِ	مِيقَٰت;مَّوْقُوت;وَقْت	ok_source_exact	ok	source_exact	root_001671	root_001671	root_001671	root_001671		0	3	
يءس	ي ء س	ي ء س	ياس	13	9	5;11;12;13;17;29;41;60;65	5:3:32;11:9:10;12:80:2;12:87:8;12:87:14;12:110:3;13:31:20;17:83:12	يَئِسَ;يَـُٔوسٌ;ٱسْتَيْـَٔسُ;تَا۟يْـَٔسُ;يَا۟يْـَٔسُ;ٱسْتَيْـَٔسَ;يَا۟يْـَٔسِ;يَـُٔوسًا	يَئِسَ;يَـُٔوس;ٱسْتَيْـَٔسَ	ok_normalized_unique	ok	normalized_exact	root_001690		root_001690	root_001690		0	1	no source_root_norm exact match
بخل	ب خ ل	ب خ ل	بخل	12	6	3;4;9;47;57;92	3:180:4;3:180:19;4:37:2;4:37:5;9:76:5;47:37:4;47:38:10;47:38:12	يَبْخَلُ;بَخِلُ;بُخْلِ;تَبْخَلُ;يَبْخَلْ	بَخِلَ;بُخْل	ok_source_exact	ok	source_exact	root_000089	root_000089	root_000089	root_000089		0	1	
بكر	ب ك ر	ب ك ر	بكر	12	11	2;3;19;25;33;40;48;54;56;66;76	2:68:17;3:41:20;19:11:10;19:62:10;25:5:8;33:42:2;40:55:12;48:9:7	بِكْرٌ;إِبْكَٰرِ;بُكْرَةً	بِكْر;إِبْكَٰر;بُكْرَة	ok_source_exact	ok	source_exact	root_000143	root_000143	root_000143	root_000143		0	7	
بيض	ب ي ض	ب ي ض	بيض	12	10	2;3;7;12;20;26;27;28;35;37	2:187:37;3:106:2;3:107:3;7:108:5;12:84:7;20:22:6;26:33:5;27:12:6	أَبْيَضُ;تَبْيَضُّ;ٱبْيَضَّتْ;بَيْضَآءُ;بَيْضَآءَ	أَبْيَض;ٱبْيَضَّتْ	ok_source_exact	ok	source_exact	root_000168	root_000168	root_000168	root_000168		0	11	
جبي	ج ب ي	ج ب ي	جبي	12	12	3;6;7;12;16;19;20;22;28;34;42;68	3:179:23;6:87:5;7:203:7;12:6:2;16:121:3;19:58:21;20:122:2;22:78:7	يَجْتَبِى;ٱجْتَبَيْ;يَجْتَبِي;ٱجْتَبَىٰ;ٱجْتَبَٰ	ٱجْتَبَىٰ	ok_source_exact	ok	source_exact	root_000220	root_000220	root_000220	root_000220		0	5	
جحد	ج ح د	ج ح د	جحد	12	10	6;7;11;16;27;29;31;40;41;46	6:33:14;7:51:19;11:59:3;16:71:22;27:14:1;29:47:16;29:49:11;31:32:17	يَجْحَدُ;جَحَدُ	جَحَدُ	ok_source_exact	ok	source_exact	root_000224	root_000224	root_000224	root_000224		0	3	
حسر	ح س ر	ح س ر	حسر	12	12	2;3;6;8;17;19;21;35;36;39;67;69	2:167:17;3:156:27;6:31:13;8:36:14;17:29:13;19:39:3;21:19:13;35:8:20	حَسَرَٰتٍ;حَسْرَةً;حَسْرَتَ;مَّحْسُورًا;حَسْرَةِ;يَسْتَحْسِرُ	حَسْرَة;حَسْرَت;مَّحْسُور;يَسْتَحْسِرُ	ok_source_exact	ok	source_exact	root_000320	root_000320	root_000320	root_000320		0	7	
حنف	ح ن ف	ح ن ف	حنف	12	9	2;3;4;6;10;16;22;30;98	2:135:11;3:67:9;3:95:7;4:125:13;6:79:8;6:161:12;10:105:5;16:120:7	حَنِيفًا	حَنِيف	ok_source_exact	ok	source_exact	root_000362	root_000362	root_000362	root_000362		0	2	
خرر	خ ر ر	خ ر ر	خرر	12	10	7;12;16;17;19;22;25;32;34;38	7:143:30;12:100:5;16:26:11;17:107:16;17:109:1;19:58:27;19:90:7;22:31:10	خَرَّ;خَرُّ;يَخِرُّ;تَخِرُّ	خَرَّ	ok_source_exact	ok	source_exact	root_000402	root_000402	root_000402	root_000402		0	5	
خطب	خ ط ب	خ ط ب	خطب	12	11	2;11;12;15;20;23;25;28;38;51;78	2:235:8;11:37:6;12:51:3;15:57:3;20:95:3;23:27:27;25:63:9;28:23:18	خِطْبَةِ;تُخَٰطِبْ;خَطْبُ;خَاطَبَ	خِطْبَة;خَاطَبَ;خَطْب	ok_source_exact	ok	source_exact	root_000421	root_000421	root_000421	root_000421		0	5	
خوض	خ و ض	خ و ض	خوض	12	7	4;6;9;43;52;70;74	4:140:19;6:68:4;6:68:10;6:91:43;9:65:6;9:69:21;9:69:23;43:83:2	يَخُوضُ;خَوْضِ;نَخُوضُ;خُضْ;خَاضُ	خَاضُ;خَوْض	ok_source_exact	ok	source_exact	root_000446	root_000446	root_000446	root_000446		0	3	
درك	د ر ك	د ر ك	درك	12	9	4;6;7;10;20;26;27;36;68	4:78:3;4:100:21;4:145:4;6:103:2;6:103:5;7:38:21;10:90:12;20:77:16	يُدْرِك;يُدْرِكْ;دَّرْكِ;تُدْرِكُ;يُدْرِكُ;ٱدَّارَكُ;أَدْرَكَ;دَرَكًا	أَدْرَكَ;دَّرْك;ٱدَّٰرَكَ;دَرَك	ok_source_exact	ok	source_exact	root_000471	root_000471	root_000471	root_000471		0	3	
رهب	ر ه ب	ر ه ب	رهب	12	10	2;5;7;8;9;16;21;28;57;59	2:40:13;5:82:23;7:116:8;7:154:15;8:60:10;9:31:3;9:34:8;16:51:12	ٱرْهَبُ;رُهْبَانًا;ٱسْتَرْهَبُ;يَرْهَبُ;تُرْهِبُ;رُهْبَٰنَ;رُّهْبَانِ	يَرْهَبُ;رُهْبَٰن;ٱسْتَرْهَبُ;تُرْهِبُ	ok_source_exact	ok	source_exact	root_000604	root_000604	root_000604	root_000604		0	6	
سجن	س ج ن	س ج ن	سجن	12	3	12;26;83	12:25:20;12:32:16;12:33:3;12:35:9;12:36:3;12:39:2;12:41:2;12:42:16	يُسْجَنَ;سِّجْنُ;يَسْجُنُ;سِّجْنَ;سِّجْنِ	يُسْجَنَ;سِّجْن	ok_source_exact	ok	source_exact	root_000678	root_000678	root_000678	root_000678		0	1	
سفر	س ف ر	س ف ر	سفر	12	9	2;4;5;9;18;34;62;74;80	2:184:9;2:185:23;2:283:4;4:43:25;5:6:27;9:42:5;18:62:10;34:19:5	سَفَرٍ;سَفَرًا;سَفَرِ;أَسْفَارِ	سَفَر;أَسْفَار	ok_source_exact	ok	source_exact	root_000712	root_000712	root_000712	root_000712		0	4	
سلك	س ل ك	س ل ك	سلك	12	11	15;16;20;23;26;28;39;69;71;72;74	15:12:2;16:69:6;20:53:6;23:27:13;26:200:2;28:32:1;39:21:9;69:32:7	نَسْلُكُ;ٱسْلُكِ;سَلَكَ;ٱسْلُكْ;سَلَكْ;ٱسْلُكُ	سَلَكَ	ok_source_exact	ok	source_exact	root_000735	root_000735	root_000735	root_000735		0	6	
شبه	ش ب ه	ش ب ه	شبه	12	6	2;3;4;6;13;39	2:25:27;2:70:11;2:118:18;3:7:13;3:7:21;4:157:15;6:99:30;6:99:32	مُتَشَٰبِهًا;تَشَٰبَهَ;تَشَٰبَهَتْ;مُتَشَٰبِهَٰتٌ;شُبِّهَ;مُشْتَبِهًا;مُتَشَٰبِهٍ	مُتَشَٰبِه;تَشَٰبَهَ;شُبِّهَ;مُشْتَبِه	ok_source_exact	ok	source_exact	root_000774	root_000774	root_000774	root_000774		0	4	
شقو	ش ق و	ش ق و	شقو	12	7	11;19;20;23;87;91;92	11:105:9;11:106:3;19:4:14;19:32:6;19:48:14;20:2:5;20:117:12;20:123:18	شَقِىٌّ;شَقُ;شَقِيًّا;تَشْقَىٰٓ;يَشْقَىٰ	شَقِيّ;شَقُ	ok_source_exact	ok	source_exact	root_000808	root_000808	root_000808	root_000808		0	3	
شمل	ش م ل	ش م ل	شمل	12	9	6;7;16;18;34;50;56;69;70	6:143:15;6:144:13;7:17:11;16:48:13;18:17:14;18:18:9;34:15:10;50:17:7	ٱشْتَمَلَتْ;شَمَآئِلِ;شَّمَآئِلِ;شِّمَالِ;شِمَالٍ	ٱشْتَمَلَتْ;شَمَآئِل;شِّمَال	ok_source_exact	ok	source_exact	root_000819	root_000819	root_000819	root_000819		0	11	
شيع	ش ي ع	ش ي ع	شيع	12	9	6;15;19;24;28;30;34;37;54	6:65:17;6:159:6;15:10:6;19:69:5;24:19:5;28:4:8;28:15:14;28:15:21	شِيَعًا;شِيَعِ;شِيعَةٍ;تَشِيعَ;شِيعَتِ	شِيعَة;تَشِيعَ	ok_source_exact	ok	source_exact	root_000836	root_000836	root_000836	root_000836		0	7	
طمع	ط م ع	ط م ع	طمع	12	10	2;5;7;13;26;30;32;33;70;74	2:75:1;5:84:10;7:46:18;7:56:9;13:12:6;26:51:2;26:82:2;30:24:6	تَطْمَعُ;نَطْمَعُ;يَطْمَعُ;طَمَعًا;أَطْمَعُ	يَطْمَعُ;طَمَع	ok_source_exact	ok	source_exact	root_000951	root_000951	root_000951	root_000951		0	5	
طين	ط ي ن	ط ي ن	طين	12	11	3;5;6;7;17;23;28;32;37;38;51	3:49:15;5:110:30;6:2:5;7:12:17;17:61:13;23:12:7;28:38:15;32:7:10	طِّينِ;طِينٍ;طِينًا	طِين	ok_source_exact	ok	source_exact	root_000963	root_000963	root_000963	root_000963		0	5	
عذر	ع ذ ر	ع ذ ر	عذر	12	8	7;9;18;30;40;66;75;77	7:164:15;9:66:2;9:90:2;9:94:1;9:94:8;18:76:13;30:57:6;40:52:5	مَعْذِرَةً;تَعْتَذِرُ;مُعَذِّرُونَ;يَعْتَذِرُ;عُذْرًا;مَعْذِرَتُ	مَعْذِرَة;يَعْتَذِرُ;مُعَذِّرُون;عُذْر	ok_source_exact	ok	source_exact	root_000995	root_000995	root_000995	root_000995		0	21	
عسر	ع س ر	ع س ر	عسر	12	9	2;9;18;25;54;65;74;92;94	2:185:35;2:280:4;9:117:12;18:73:10;25:26:9;54:8:8;65:6:29;65:7:24	عُسْرَ;عُسْرَةٍ;عُسْرَةِ;عُسْرًا;عَسِيرًا;عَسِرٌ;تَعَاسَرْ;عُسْرٍ	عُسْر;عُسْرَة;عَسِير;عَسِر;تَعَاسَرْ	ok_source_exact	ok	source_exact	root_001012	root_001012	root_001012	root_001012		0	12	
عصو	ع ص و	ع ص و	عصو	12	6	2;7;20;26;27;28	2:60:7;7:107:2;7:117:6;7:160:14;20:18:3;20:66:6;26:32:2;26:44:3	عَصَا;عِصِيُّ;عِصِيَّ	عَصَا2;عِصِيّ	ok_source_exact	ok	source_exact	root_005713	root_005713	root_005713	root_005713		0	10	
كنن	ك ن ن	ك ن ن	كنن	12	11	2;6;16;17;18;27;28;37;41;52;56	2:235:11;6:25:8;16:81:11;17:46:4;18:57:17;27:74:5;28:69:4;37:49:3	أَكْنَن;أَكِنَّةً;أَكْنَٰنًا;تُكِنُّ;مَّكْنُونٌ	أَكْنَن;أَكِنَّة;أَكْنَٰن;مَّكْنُون	ok_source_exact	ok	source_exact	root_001324	root_001324	root_001324	root_001324		0	6	
لحم	ل ح م	ل ح م	لحم	12	10	2;5;6;16;22;23;35;49;52;56	2:173:6;2:259:56;5:3:5;6:145:20;16:14:7;16:115:6;22:37:4;23:14:13	لَحْمَ;لَحْمًا;لَحْمُ;لُحُومُ	لَحْم	ok_source_exact	ok	source_exact	root_001348	root_001348	root_001348	root_001348		0	13	
نبذ	ن ب ذ	ن ب ذ	نبذ	12	10	2;3;8;19;20;28;37;51;68;104	2:100:4;2:101:10;3:187:12;8:58:6;19:16:6;19:22:2;20:96:12;28:40:3	نَّبَذَ;نَبَذَ;نَبَذُ;ٱنۢبِذْ;ٱنتَبَذَتْ;نَبَذْ	نَبَذَ;ٱنتَبَذَتْ	ok_source_exact	ok	source_exact	root_001466	root_001466	root_001466	root_001466		0	9	
نطف	ن ط ف	ن ط ف	نطف	12	11	16;18;22;23;35;36;40;53;75;76;80	16:4:4;18:37:13;22:5:15;23:13:3;23:14:3;35:11:7;36:77:7;40:67:8	نُّطْفَةٍ;نُطْفَةً;نُّطْفَةَ	نُّطْفَة	ok_source_exact	ok	source_exact	root_001518	root_001518	root_001518	root_001518		0	6	
نطق	ن ط ق	ن ط ق	نطق	12	9	21;23;27;37;41;45;51;53;77	21:63:9;21:65:9;23:62:8;27:16:8;27:85:8;37:92:4;41:21:7;41:21:10	يَنطِقُ;مَنطِقَ;تَنطِقُ;أَنطَقَ	يَنطِقُ;مَنطِق;أَنطَقَ	ok_source_exact	ok	source_exact	root_001519	root_001519	root_001519	root_001519		0	6	
نيل	ن ي ل	ن ي ل	نيل	12	7	2;3;5;7;9;22;33	2:124:17;3:92:2;5:94:9;7:37:12;7:49:5;7:152:5;9:74:15;9:120:37	يَنَالُ;تَنَالُ	يَنَالُ	ok_source_exact	ok	source_exact	root_001572	root_001572	root_001572	root_001572		0	3	
ودي	و د ي	و د ي	ودي	12	11	4;9;13;14;20;26;27;28;46;79;89	4:92:16;4:92:41;9:121:9;13:17:6;14:37:6;20:12:7;26:225:6;27:18:5	دِيَةٌ;وَادِيًا;أَوْدِيَةٌۢ;وَادٍ;وَادِ	دِيَة;وَادِي;أَوْدِيَة;وَاد	ok_source_exact	ok	source_exact	root_001637	root_001637	root_001637	root_001637		0	6	
وصل	و ص ل	و ص ل	وصل	12	7	2;4;5;6;11;13;28	2:27:14;4:90:3;5:103:9;6:136:19;6:136:26;11:70:5;11:81:7;13:21:2	يُوصَلَ;يَصِلُ;وَصِيلَةٍ;تَصِلُ	يَصِلُ;وَصِيلَة	ok_source_exact	ok	source_exact	root_001655	root_001655	root_001655	root_001655		0	12	
ءيد	ء ي د	ء ي د	ايد	11	9	2;3;5;8;9;38;51;58;61	2:87:14;2:253:19;3:13:20;5:110:13;8:26:13;8:62:10;9:40:28;38:17:9	أَيَّدْ;يُؤَيِّدُ;أَيَّد;أَيَّدَ;أَيْدِ	أَيَّدَ;أَيْيد	ok_normalized_unique	ok	normalized_exact	root_000071		root_000071	root_000071		0	2	no source_root_norm exact match
جمل	ج م ل	ج م ل	جمل	11	9	7;12;15;16;25;33;70;73;77	7:40:17;12:18:13;12:83:8;15:85:14;16:6:3;25:32:8;33:28:15;33:49:22	جَمَلُ;جَمِيلٌ;جَمِيلَ;جَمَالٌ;جُمْلَةً;جَمِيلًا	جَمَل;جَمِيل;جَمَال;جُمْلَة	ok_source_exact	ok	source_exact	root_000260	root_000260	root_000260	root_000260		0	8	
حرب	ح ر ب	ح ر ب	حرب	11	9	2;3;5;8;9;19;34;38;47	2:279:5;3:37:14;3:39:7;5:33:4;5:64:37;8:57:4;9:107:11;19:11:5	حَرْبٍ;مِحْرَابَ;مِحْرَابِ;يُحَارِبُ;حَرْبِ;حَارَبَ	حَرْب;مِحْرَاب;حَارَبَ	ok_source_exact	ok	source_exact	root_000302	root_000302	root_000302	root_000302		0	6	
حصي	ح ص ي	ح ص ي	حصي	11	10	14;16;18;19;36;58;65;72;73;78	14:34:11;16:18:6;18:12:6;18:49:19;19:94:2;36:12:11;58:6:8;65:1:8	تُحْصُ;أَحْصَىٰ;أَحْصَيْ;أَحْصُ	أَحْصَىٰ;أَحْصَىٰ2	ok_source_exact	ok	source_exact	root_000332	root_000332	root_000332	root_000332		0	6	
رضع	ر ض ع	ر ض ع	رضع	11	5	2;4;22;28;65	2:233:2;2:233:10;2:233:47;4:23:14;4:23:17;22:2:5;22:2:7;28:7:6	يُرْضِعْ;رَّضَاعَةَ;تَسْتَرْضِعُ;أَرْضَعْ;رَّضَٰعَةِ;مُرْضِعَةٍ;أَرْضَعَتْ;أَرْضِعِ	يُرْضِعْ;رَّضَاعَة;تَسْتَرْضِعُ;أَرْضَعَتْ;مُرْضِعَة	ok_source_exact	ok	source_exact	root_000568	root_000568	root_000568	root_000568		0	5	
زبر	ز ب ر	ز ب ر	زبر	11	10	3;4;16;17;18;21;23;26;35;54	3:184:10;4:163:25;16:44:2;17:55:15;18:96:2;21:105:4;23:53:4;26:196:3	زُّبُرِ;زَبُورًا;زُبَرَ;زَّبُورِ;زُبُرًا;زُبُرِ	زُبُر;زَبُور;زُبَر	ok_source_exact	ok	source_exact	root_000621	root_000621	root_000621	root_000621		0	9	
سبب	س ب ب	س ب ب	سبب	11	6	2;6;18;22;38;40	2:166:12;6:108:2;6:108:8;18:84:10;18:85:2;18:89:3;18:92:3;22:15:12	أَسْبَابُ;تَسُبُّ;يَسُبُّ;سَبَبًا;سَبَبٍ	سَبَب;يَسُبُّ	ok_source_exact	ok	source_exact	root_000664	root_000664	root_000664	root_000664		0	13	
سحب	س ح ب	س ح ب	سحب	11	10	2;7;13;24;27;30;35;40;52;54	2:164:36;7:57:12;13:12:8;24:40:13;24:43:6;27:88:8;30:48:6;35:9:6	سَّحَابِ;سَحَابًا;سَّحَابَ;سَحَابٌ	سَحَاب	ok_source_exact	ok	source_exact	root_000680	root_000680	root_000680	root_000680		0	6	
سفه	س ف ه	س ف ه	سفه	11	5	2;4;6;7;72	2:13:12;2:13:16;2:130:8;2:142:2;2:282:40;4:5:3;6:140:6;7:66:10	سُّفَهَآءُ;سَفِهَ;سَفِيهًا;سُّفَهَآءَ;سَفَهًۢا;سَفَاهَةٍ	سَفِيه;سَفِهَ;سَفَه;سَفَاهَة	ok_source_exact	ok	source_exact	root_000717	root_000717	root_000717	root_000717		0	5	
شفق	ش ف ق	ش ف ق	شفق	11	9	18;21;23;33;42;52;58;70;84	18:49:5;21:28:15;21:49:8;23:57:7;33:72:11;42:18:9;42:22:3;52:26:7	مُشْفِقِينَ;مُشْفِقُونَ;مُّشْفِقُونَ;أَشْفَقْ	مُشْفِقُون;أَشْفَقْ	ok_source_exact	ok	source_exact	root_000803	root_000803	root_000803	root_000803		0	5	
صعق	ص ع ق	ص ع ق	صعق	11	8	2;4;7;13;39;41;51;52	2:19:14;2:55:12;4:153:21;7:143:32;13:13:8;39:68:4;41:13:5;41:13:7	صَّوَٰعِقِ;صَّٰعِقَةُ;صَعِقًا;صَّوَٰعِقَ;صَعِقَ;صَٰعِقَةً;صَٰعِقَةِ	صَاعِقَة;صَعِق;صَعِقَ	ok_source_exact	ok	source_exact	root_000864	root_000864	root_000864	root_000864		0	3	
طبع	ط ب ع	ط ب ع	طبع	11	9	4;7;9;10;16;30;40;47;63	4:155:15;7:100:14;7:101:19;9:87:6;9:93:13;10:74:19;16:108:3;30:59:2	طَبَعَ;نَطْبَعُ;يَطْبَعُ;طُبِعَ	طَبَعَ	ok_source_exact	ok	source_exact	root_000926	root_000926	root_000926	root_000926		0	8	
طرف	ط ر ف	ط ر ف	طرف	11	11	3;11;13;14;20;21;27;37;38;42;55	3:127:2;11:114:3;13:41:8;14:43:7;20:130:17;21:44:16;27:40:14;37:48:3	طَرَفًا;طَرَفَىِ;أَطْرَافِ;طَرْفُ;أَطْرَافَ;طَّرْفِ	طَرَف;طَرْف	ok_source_exact	ok	source_exact	root_000931	root_000931	root_000931	root_000931		0	9	
طرق	ط ر ق	ط ر ق	طرق	11	6	4;20;23;46;72;86	4:168:12;4:169:2;20:63:12;20:77:10;20:104:8;23:17:5;46:30:18;72:11:8	طَرِيقًا;طَرِيقَ;طَرِيقَتِ;طَرِيقَةً;طَرَآئِقَ;طَرِيقٍ	طَرِيق;طَرِيقَة	ok_source_exact	ok	source_exact	root_000932	root_000932	root_000932	root_000932		0	14	
طور	ط و ر	ط و ر	طور	11	9	2;4;19;20;23;28;52;71;95	2:63:6;2:93:6;4:154:3;19:52:4;20:80:9;23:20:4;28:29:10;28:46:4	طُّورَ;طُّورِ;طُورِ	طُور	ok_source_exact	ok	source_exact	root_000955	root_000955	root_000955	root_000955		0	7	
عنب	ع ن ب	ع ن ب	عنب	11	10	2;6;13;16;17;18;23;36;78;80	2:266:9;6:99:27;13:4:7;16:11:7;16:67:4;17:91:7;18:32:9;23:19:7	أَعْنَابٍ;أَعْنَٰبٍ;أَعْنَٰبَ;أَعْنَٰبِ;عِنَبٍ	عِنَب	ok_source_exact	ok	source_exact	root_001050	root_001050	root_001050	root_001050		0	8	
عون	ع و ن	ع و ن	عون	11	8	1;2;5;7;12;18;21;25	1:5:4;2:45:1;2:68:18;2:153:4;5:2:38;5:2:43;7:128:4;12:18:15	نَسْتَعِينُ;ٱسْتَعِينُ;عَوَانٌۢ;تَعَاوَنُ;مُسْتَعَانُ	ٱسْتَعِينُ;عَوَان;تَعَاوَنُ;مُسْتَعَان	ok_source_exact	ok	source_exact	root_001064	root_001064	root_001064	root_001064		0	8	
غمم	غ م م	غ م م	غمم	11	8	2;3;7;10;20;21;22;25	2:57:3;2:210:10;3:153:12;3:153:13;3:154:6;7:160:28;10:71:28;20:40:22	غَمَامَ;غَمَامِ;غَمًّۢا;غَمٍّ;غَمِّ;غَمَٰمَ;غُمَّةً	غَمَٰم;غَمّ;غُمَّة	ok_source_exact	ok	source_exact	root_001108	root_001108	root_001108	root_001108		0	7	
غيظ	غ ي ظ	غ ي ظ	غيظ	11	8	3;9;22;25;26;33;48;67	3:119:19;3:119:22;3:134:7;9:15:2;9:120:34;22:15:22;25:12:8;26:55:3	غَيْظِ;غَيْظَ;يَغِيظُ;تَغَيُّظًا;غَآئِظُونَ	غَيْظ;يَغِيظُ;تَغَيُّظ;غَآئِظُون	ok_source_exact	ok	source_exact	root_001121	root_001121	root_001121	root_001121		0	4	
فءي	ف ء ي	ف ء ي	فاي	11	6	2;3;4;8;18;28	2:249:51;2:249:54;3:13:6;3:13:8;4:88:5;8:16:11;8:19:17;8:45:6	فِئَةٍ;فِئَةً;فِئَتَيْنِ;فِئَةٌ;فِئَتُ	فِئَة;فِئَت	ok_source_exact	ok	source_exact	root_005754	root_005754	root_005754	root_005754		0	3	
فرر	ف ر ر	ف ر ر	فرر	11	9	18;26;33;51;62;71;74;75;80	18:18:19;26:21:1;33:13:25;33:16:4;33:16:6;51:50:1;62:8:5;71:6:5	فِرَارًا;فَرَرْ;فِرَارُ;فِرُّ;تَفِرُّ	فِرَار;فَرَّتْ	ok_source_exact	ok	source_exact	root_001142	root_001142	root_001142	root_001142		0	14	
قصر	ق ص ر	ق ص ر	قصر	11	9	4;7;22;25;37;38;48;55;77	4:101:9;7:74:14;7:202:7;22:45:13;25:10:17;37:48:2;38:52:2;48:27:16	تَقْصُرُ;قُصُورًا;يُقْصِرُ;قَصْرٍ;قُصُورًۢا;قَٰصِرَٰتُ;مُقَصِّرِينَ	تَقْصُرُ;قَصْر;يُقْصِرُ;قَٰصِرَٰت;مُقَصِّرِين	ok_source_exact	ok	source_exact	root_001231	root_001231	root_001231	root_001231		0	13	
لغو	ل غ و	ل غ و	لغو	11	11	2;5;19;23;25;28;41;52;56;78;88	2:225:4;5:89:4;19:62:4;23:3:4;25:72:7;28:55:3;41:26:8;52:23:5	لَّغْوِ;لَغْوًا;لَّغْوَ;ٱلْغَ;لَغْوٌ	لَغْو;ٱلْغَ	ok_source_exact	ok	source_exact	root_001361	root_001361	root_001361	root_001361		0	6	
ورد	و ر د	و ر د	ورد	11	7	11;12;19;21;28;50;55	11:98:5;11:98:8;11:98:9;12:19:4;19:71:4;19:86:5;21:98:11;21:99:6	أَوْرَدَ;وِرْدُ;مَوْرُودُ;وَارِدَ;وَارِدُ;وِرْدًا;وَٰرِدُونَ;وَرَدُ	أَوْرَدَ;وِرْد;مَوْرُود;وَارِد;وَرَدَ	ok_source_exact	ok	source_exact	root_001640	root_001640	root_001640	root_001640		0	7	
وقد	و ق د	و ق د	وقد	11	10	2;3;5;13;24;28;36;66;85;104	2:17:4;2:24:9;3:10:15;5:64:35;13:17:13;24:35:17;28:38:11;36:80:11	ٱسْتَوْقَدَ;وَقُودُ;أَوْقَدُ;يُوقِدُ;يُوقَدُ;أَوْقِدْ;تُوقِدُ	ٱسْتَوْقَدَ;وَقُود;أَوْقَدُ	ok_source_exact	ok	source_exact	root_001672	root_001672	root_001672	root_001672		0	6	
وكء	و ك ء	و ك ء	وكا	11	10	12;18;20;36;38;43;52;55;56;76	12:31:8;18:31:21;20:18:4;36:56:7;38:51:1;43:34:5;52:20:1;55:54:1	مُتَّكَـًٔا;مُّتَّكِـِٔينَ;أَتَوَكَّؤُا۟;مُتَّكِـُٔونَ;مُتَّكِـِٔينَ;يَتَّكِـُٔ	مُتَّكَـٔ;مُتَّكِـِٔين;أَتَوَكَّؤُا۟;يَتَّكِـُٔ	ok_normalized_unique	ok	normalized_exact	root_001678		root_001678	root_001678		0	7	no source_root_norm exact match
يمم	ي م م	ي م م	يمم	11	7	2;4;5;7;20;28;51	2:267:15;4:43:38;5:6:40;7:136:5;20:39:7;20:39:9;20:78:6;20:97:27	تَيَمَّمُ;يَمِّ;يَمُّ	تَيَمَّمُ;يَمّ	ok_source_exact	ok	source_exact	root_001697	root_001697	root_001697	root_001697		0	5	
ءصل	ء ص ل	ء ص ل	اصل	10	10	7;13;14;24;25;33;37;48;59;76	7:205:12;13:15:11;14:24:11;24:36:14;25:5:9;33:42:3;37:64:5;48:9:8	ءَاصَالِ;أَصْلُ;أَصِيلًا;أَصْلِ	أَصِيل;أَصْل	ok_normalized_unique	ok	normalized_exact	root_000038		root_000038	root_000038		0	6	no source_root_norm exact match
بطش	ب ط ش	ب ط ش	بطش	10	8	7;26;28;43;44;50;54;85	7:195:8;26:130:2;26:130:3;28:19:5;43:8:4;44:16:2;44:16:3;50:36:9	يَبْطِشُ;بَطَشْ;يَبْطِشَ;بَطْشًا;نَبْطِشُ;بَطْشَةَ	بَطَشْ;بَطْش;بَطْشَة	ok_source_exact	ok	source_exact	root_000126	root_000126	root_000126	root_000126		0	1	
جبر	ج ب ر	ج ب ر	جبر	10	9	5;11;14;19;26;28;40;50;59	5:22:6;11:59:11;14:15:4;19:14:5;19:32:5;26:130:4;28:19:24;40:35:23	جَبَّارِينَ;جَبَّارٍ;جَبَّارًا	جَبَّار	ok_source_exact	ok	source_exact	root_000216	root_000216	root_000216	root_000216		0	5	
جدد	ج د د	ج د د	جدد	10	8	13;14;17;32;34;35;50;72	13:5:11;14:19:14;17:49:9;17:98:14;32:10:9;34:7:16;35:16:6;35:27:16	جَدِيدٍ;جَدِيدًا;جَدِيدٍۭ;جُدَدٌۢ	جَدِيد;جُدَد	ok_source_exact	ok	source_exact	root_000227	root_000227	root_000227	root_000227		0	14	
حيق	ح ي ق	ح ي ق	حيق	10	9	6;11;16;21;35;39;40;45;46	6:10:6;11:8:17;16:34:5;21:41:6;35:43:7;39:48:6;40:45:6;40:83:10	حَاقَ;يَحِيقُ	حَاقَ	ok_source_exact	ok	source_exact	root_000381	root_000381	root_000381	root_000381		0	1	
