qac_root_norm	frozen_root_norm	furuq_root_id	furuq_root_norm	furuq_source_root_norm	furuq_resolution	occurrences	statuses	root_correction_statuses	qac_match_modes	sample_refs	sample_surfaces	sample_qac_lemmas
س ف ك	س ف ك	root_000714	س ف ك	س ف ك	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	2:30:19	يَسْفِكُ	يَسْفِكُ
س ف ل	س ف ل	root_000715	س ف ل	س ف ل	source_root_norm	10	same_word_same_root:10	unchanged:10	surface_or_stem_match:10	4:145:5|8:42:13|9:40:42|11:82:7|15:74:4|33:10:7|37:98:7|41:29:19	ٱلْأَسْفَلِ|أَسْفَلَ|ٱلسُّفْلَىٰ|سَافِلَهَا|ٱلْأَسْفَلِينَ|سَٰفِلِينَ	أَسْفَل|سُّفْلَىٰ|سَافِل
س ف ن	س ف ن	root_000716	س ف ن	س ف ن	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	18:79:20	سَفِينَةٍ	سَفِينَة|سَفِينَة
س ف ه	س ف ه	root_000717	س ف ه	س ف ه	source_root_norm	11	same_word_same_root:11	unchanged:11	surface_or_stem_match:11	2:13:16|2:13:20|2:130:9|2:142:2|2:282:56|4:5:4|6:140:6|7:66:11	ٱلسُّفَهَآءُ|سَفِهَ|ٱلسُّفَهَآءُ|سَفِيهًا|ٱلسُّفَهَآءَ|سَفَهًۢا|سَفَاهَةٍ|سَفَاهَةٌ	سَفِيه|سَفِيه|سَفِهَ|سَفِيه|سَفَه|سَفَاهَة
س ق ط	س ق ط	root_000719	س ق ط	س ق ط	source_root_norm	8	same_word_same_root:8	unchanged:8	surface_or_stem_match:8	6:59:18|7:149:3|9:49:13|17:92:2|19:25:7|26:187:2|34:9:22|52:44:7	تَسْقُطُ|سُقِطَ|سَقَطُوا|تُسْقِطَ|تُسَٰقِطْ|أَسْقِطْ|نُسْقِطْ|سَاقِطًۭا	سُقِطَ|تُسْقِطَ|تُسَٰقِطْ|سَاقِط
س ق ف	س ق ف	root_000720	س ق ف	س ق ف	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	16:26:15|21:32:4|43:33:17|52:5:2	ٱلسَّقْفُ|سَقْفًۭا|سُقُفًۭا|ٱلسَّقْفِ	سَقْف
س ق م	س ق م	root_000721	س ق م	س ق م	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	37:89:4|37:145:7	سَقِيمٌۭ	سَقِيم
س ق ي	س ق ي	root_000722	س ق ي	س ق ي	source_root_norm	14	same_word_same_root:14	unchanged:14	surface_or_stem_match:14	2:60:3|2:71:12|9:19:2|12:41:7|13:4:18|14:16:5|15:22:11|26:79:6	ٱسْتَسْقَىٰ|تَسْقِي|سِقَايَةَ|يَسْقِي|يُسْقَىٰ|أَسْقَيْنَٰكُمُوهُ|يَسْقِينِ|نَسْقِى	ٱسْتَسْقَىٰ|سَقَىٰ|سِقَايَة|أَسْقَيْ|سَقَىٰ|سَقَىٰ
س ك ب	س ك ب	root_000723	س ك ب	س ك ب	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	56:31:3	مَّسْكُوبٍۢ	مَّسْكُوب
س ك ت	س ك ت	root_000724	س ك ت	س ك ت	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	7:154:3	سَكَتَ	سَكَتَ
س ك ر	س ك ر	root_000725	س ك ر	س ك ر	source_root_norm	6	same_word_same_root:6	unchanged:6	surface_or_stem_match:6	4:43:10|15:15:4|16:67:9|22:2:17|22:2:22|50:19:3	سُكَٰرَىٰ|سُكِّرَتْ|سَكَرًا|سَكْرَةُ	سُكَٰرَىٰ|سُكِّرَتْ|سَكَر|سُكَٰرَىٰ|سُكَٰرَىٰ|سَكْرَة
س ك ن	س ك ن	root_000726	س ك ن	س ك ن	source_root_norm	42	same_word_same_root:42	unchanged:42	surface_or_stem_match:42	2:35:5|2:184:22|2:248:13|5:89:19|5:95:34|6:13:4|6:96:6|7:19:4	ٱسْكُنْ|مِسْكِينٍۢ|سَكِينَةٌ|مَسَٰكِينَ|سَكَنَ|سَكَنًۭا|ٱسْكُنُوا۟|يَسْكُنَ	سَكَنَ|مِسْكِين|سَكِينَة|سَكَن|مَسْكَن|سِكِّين|أَسْكَن|مَسْكُونَة
س ل خ	س ل خ	root_000729	س ل خ	س ل خ	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	7:175:9|9:5:3|36:37:6	ٱنسَلَخَ|نَسْلَخُ	ٱنسَلَخَ|نَسْلَخُ
س ل س ل	س ل س ل	root_000731	س ل س ل	س ل س ل	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	69:32:3	سِلْسِلَةٍ	سِلْسِلَة
س ل ط	س ل ط	root_000732	س ل ط	س ل ط	source_root_norm	33	same_word_same_root:33	unchanged:33	surface_or_stem_match:33	3:151:16|4:90:24|4:91:38|4:144:18|4:153:42|6:81:18|7:33:28|10:68:19	سُلْطَٰنًۭا|سَلَّطَهُمْ|سُلْطَٰنًا|سُلْطَٰنٍۭ|سُلْطَٰنٍ|سُلْطَٰنٌ|سُلْطَٰنٌۭ|سُلْطَٰنٍۢ	سُلْطَٰن|سَلَّطَ
س ل ف	س ل ف	root_000733	س ل ف	س ل ف	source_root_norm	8	same_word_same_root:8	unchanged:8	surface_or_stem_match:8	2:275:41|4:22:12|4:23:65|5:95:45|8:38:12|10:30:6|43:56:3|69:24:7	سَلَفَ|أَسْلَفَتْ|سَلَفًۭا|أَسْلَفْتُمْ	سَلَفَ|أَسْلَفَتْ|سَلَف
س ل ق	س ل ق	root_000734	س ل ق	س ل ق	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	33:19:22	سَلَقُوكُم	سَلَقُ
س ل ك	س ل ك	root_000735	س ل ك	س ل ك	source_root_norm	12	same_word_same_root:12	unchanged:12	surface_or_stem_match:12	15:12:3|16:69:7|20:53:7|23:27:19|26:200:3|28:32:1|39:21:10|69:32:8	نَسْلُكُهُۥ|ٱسْلُكِى|سَلَكَ|ٱسْلُكْ|سَلَكْنَاهُ|سَلَكَهُۥ|ٱسْلُكُوهُ|تَسْلُكُوا۟	سَلَكَ
س ل ل	س ل ل	root_000736	س ل ل	س ل ل	source_root_norm	2	same_word_same_root:2	disputed:2	surface_or_stem_match:2	23:12:7|32:8:5	سُلَٰلَةٍۢ|سُلَٰلَةٍ	سُلَٰلَة
س ل م	س ل م	root_000737	س ل م	س ل م	source_root_norm	113	same_word_same_root:113	unchanged:113	surface_or_stem_match:113	2:71:14|2:112:3|2:128:4|2:128:10|2:131:5|2:131:7|2:132:21|2:133:32	مُسَلَّمَةٌ|أَسْلَمَ|مُسْلِمَيْنِ|مُّسْلِمَةًۭ|أَسْلِمْ|أَسْلَمْتُ|مُّسْلِمُونَ|مُسْلِمُونَ	مُّسَلَّمَة|أَسْلَمَ|مُسْلِم|مُسْلِم|مُّسْلِمَة|أَسْلَمَ|أَسْلَمَ|سِّلْم|سَلَّمَ|أَسْلَمَ|أَسْلَمَ|أَسْلَمَ
س ل و	س ل و	root_000738	س ل و	س ل و	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	2:57:10|7:160:39|20:80:18	ٱلسَّلْوَىٰ	سَّلْوَىٰ
س م د	س م د	root_000739	س م د	س م د	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	53:61:3	سَٰمِدُونَ	سَٰمِدُون
س م ر	س م ر	root_000740	س م ر	س م ر	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	20:85:11|20:87:20|23:67:3	ٱلسَّامِرِىُّ|سَٰمِرًۭا	سَّامِرِىّ|سَٰمِر
س م ع	س م ع	root_000741	س م ع	س م ع	source_root_norm	176	same_word_same_root:176	unchanged:176	surface_or_stem_match:176	2:7:7|2:20:23|2:75:11|2:93:15|2:93:17|2:104:12|2:127:15|2:137:25	سَمْعِهِمْ|يَسْمَعُونَ|ٱسْمَعُوا۟|سَمِعْنَا|ٱلسَّمِيعُ|يَسْمَعُ|سَمِعَهُۥ|سَمِيعٌ	سَمْع|سَمِعَ|سَمِعَ|سَمِعَ|سَمِيع|سَمِعَ|سَمِعَ|سَمِعَ|سَمِعَ|مُسْمَع|سَمَّٰعُون|سَمَّٰعُون|سَمَّٰعُون
س م ك	س م ك	root_000742	س م ك	س م ك	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	79:28:2	سَمْكَهَا	سَمْك
س م م	س م م	root_000743	س م م	س م م	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	7:40:23|15:27:8|52:27:8|56:42:2	سَمِّ|ٱلسَّمُومِ|سَمُومٍۢ	سَمّ|سَمُوم
س م ن	س م ن	root_000744	س م ن	س م ن	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	12:43:8|12:46:8|51:26:9|88:7:2	سِمَانٍ|سَمِينٍۢ|يُسْمِنُ	سَمِين|يُسْمِنُ
س م و	س م و	root_000745	س م و	س م و	source_root_norm	190	same_word_same_root:190	disputed:189|unchanged:1	surface_or_stem_match:190	1:1:2|2:19:5|2:22:7|2:22:12|2:29:12|2:29:16|2:31:4|2:31:14	سْمِ|ٱلسَّمَآءِ|ٱلسَّمَآءَ|سَمَٰوَٰتٍۢ|ٱلْأَسْمَآءَ|أَسْمَآءِ|أَسْمَآئِهِمْ|ٱسْمُهُۥ	ٱسْم|سَمَآء|سَمَآء|سَمَآء|ٱسْم|ٱسْم|سَمَآء|سَمَآء|سَمَآء|مُّسَمًّى|سَمَّىٰ|سَمِيّ
س ن ب ل	س ن ب ل	root_000746	س ن ب ل	س ن ب ل	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	2:261:13|2:261:16|12:46:14|12:47:12	سَنَابِلَ|سُنۢبُلَةٍۢ|سُنۢبُلَٰتٍ|سُنۢبُلِهِۦٓ	سُنبُلَة|سُنبُلَة|سُنبُلَة|سُنبُلَٰت|سُنبُل
س ن د	س ن د	root_000747	س ن د	س ن د	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	63:4:14	مُسَنَّدَةٌ	مُّسَنَّدَة
س ن م	س ن م	root_000749	س ن م	س ن م	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	83:27:4	تَسْنِيمٍ	تَسْنِيم
س ن ن	س ن ن	root_000750	س ن ن	س ن ن	source_root_norm	20	same_word_same_root:20	unchanged:20	surface_or_stem_match:20	3:137:5|4:26:8|5:45:22|5:45:24|8:38:19|15:13:7|15:26:10|15:28:14	سُنَنٌۭ|سُنَنَ|ٱلسِّنَّ|ٱلسِّنِّ|سُنَّتُ|سُنَّةُ|مَّسْنُونٍۢ|مَسْنُونٍ	سُنَّة|سِّنّ|سِّنّ|مَّسْنُون|سُنَّة|سُنَّة|سُنَّة|سُنَّة|سُنَّة
س ن و	س ن و	root_000751	س ن و	س ن و	source_root_norm	1	same_word_same_root:1	disputed:1	surface_or_stem_match:1	24:43:39	سَنَا	سَنَا
س ه ل	س ه ل	root_000753	س ه ل	س ه ل	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	7:74:15	سُهُولِهَا	سُهُول
س ه م	س ه م	root_000754	س ه م	س ه م	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	37:141:2	سَاهَمَ	سَاهَمَ
س و ء	س و ء	root_000755	س و ء	س و أ	root_norm_unique	118	same_word_same_root:118	unchanged:118	surface_or_stem_match:118	2:49:8|2:81:4|2:169:4|3:30:14|3:120:8|3:174:11|4:17:8|4:22:19	سُوٓءَ|سَيِّئَةً|ٱلسُّوٓءِ|سُوءٍ|سَيِّئَةٌ|سُوٓءٌۭ|ٱلسُّوٓءَ|سَاءَ	سُوٓء|سَيِّئَة|سَآءَ|سَوْءَة|سَوْءَة|سَوْء|سَيِّئ|سَيِّـَٔات|أَسَآءَ
س و د	س و د	root_000757	س و د	س و د	source_root_norm	9	same_word_same_root:9	unchanged:9	surface_or_stem_match:9	2:187:48|3:39:21|3:106:5|3:106:10|12:25:11|16:58:9|35:27:26|39:60:10	ٱلْأَسْوَدِ|سَيِّدًا|تَسْوَدُّ|ٱسْوَدَّتْ|سَيِّدَهَا|مُسْوَدًّۭا|سُودٌ|مُّسْوَدَّةٌ	أَسْوَد|سَيِّد|ٱسْوَدَّتْ|ٱسْوَدَّتْ|ٱسْوَدَّتْ|مُسْوَدّ|سُود|مُّسْوَدَّة
س و ر	س و ر	root_000758	س و ر	س و ر	source_root_norm	17	same_word_same_root:17	unchanged:17	surface_or_stem_match:17	2:23:13|9:64:6|9:86:4|9:124:5|9:127:5|10:38:8|11:13:9|18:31:13	سُورَةٍ|سُورَةٌ|سُورَةٌۭ|سُورَةٍۢ|سُوَرٍۢ|أَسَاوِرَ|تَسَوَّرُوا۟|أَسْوِرَةٌۭ	سُورَة|أَسَاوِر|تَسَوَّرُ|سُورَة|سُورَة|سُور
س و ط	س و ط	root_000759	س و ط	س و ط	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	89:13:5	سَوْطَ	سَوْط
س و ع	س و ع	root_000760	س و ع	س و ع	source_root_norm	9	same_word_same_root:9	unchanged:9	surface_or_stem_match:9	7:34:12|9:117:14|10:45:8|10:49:24|16:61:25|30:55:10|34:30:8|46:35:23	سَاعَةً|سَاعَةِ|سَاعَةًۭ|سَاعَةٍ|سُوَاعًۭا	سَاعَة|سَاعَة|سَاعَة|سُوَاع
س و غ	س و غ	root_000761	س و غ	س و غ	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	16:66:19|35:12:8	سَآئِغًا|سَآئِغٌ	سَآئِغ
س و ق	س و ق	root_000762	س و ق	س و ق	source_root_norm	16	same_word_same_root:16	unchanged:16	surface_or_stem_match:16	7:57:15|19:86:2|25:7:11|25:20:15|27:44:14|32:27:5|35:9:10|38:33:7	سُقْنَٰهُ|نَسُوقُ|ٱلْأَسْوَاقِ|سَاقَيْهَا|ٱلسُّوقِ|سِيقَ|سُوقِهِ|سَآئِقٌۭ	سِيقَ|سُّوق|سَاق|سَآئِق|سَاق|سَاق|مَسَاق
س و ل	س و ل	root_000763	س و ل	س و ل	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	12:18:10|12:83:3|20:96:19|47:25:14	سَوَّلَتْ|سَوَّلَ	سَوَّلَ
س و م	س و م	root_000764	س و م	س و م	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	3:125:18|11:83:1|51:34:1	مُسَوِّمِينَ|مُسَوَّمَةً|مُّسَوَّمَةً	مُسَوِّمِين|مُّسَوَّمَة
س و ي	س و ي	root_000766	س و ي	س و ي	source_root_norm	69	same_word_same_root:69	unchanged:69	surface_or_stem_match:69	2:6:4|2:29:10|2:108:21|3:64:8|3:113:2|4:42:9|4:89:9|4:95:2	سَوَآءٌ|ٱسْتَوَىٰٓ|سَوَآءَ|سَوَآءٍۭ|سَوَآءًۭ|تُسَوَّىٰ|يَسْتَوِي|سَوَآءِ	سَوَآء|ٱسْتَوَىٰٓ|تُسَوَّىٰ|سَوَّىٰ|سَاوَىٰ|سَوِيّ|سُوًى|ٱسْتَوَىٰٓ|ٱسْتَوَىٰٓ
س ي ب	س ي ب	root_000767	س ي ب	س ي ب	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	5:103:8	سَآئِبَةٍۢ	سَآئِبَة
س ي ح	س ي ح	root_000768	س ي ح	س ي ح	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	9:2:2	سِيحُوا۟	سِيحُ
س ي ر	س ي ر	root_000769	س ي ر	س ي ر	source_root_norm	16	same_word_same_root:16	unchanged:16	surface_or_stem_match:16	3:137:7|6:11:2|12:19:3|13:31:5|16:36:27|18:47:3|27:69:2|28:29:7	سِيرُوا۟|سِيرُوا|سَيَّارَةٌ|سُيِّرَتْ|نُسَيِّرُ|سَارَ|ٱلسَّيْرَ|تَسِيرُ	سَارَ|سَيَّارَة|سُيِّرَتْ|سَيْر|سَارَ|سَارَ|سَيْر|سَيْر
س ي ل	س ي ل	root_000770	س ي ل	س ي ل	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	13:17:12|34:12:11|34:16:6	ٱلسَّيْلُ|أَسَلْنَا|سَيْلَ	سَيْل|أَسَلْ
ش ء ن	ش ء ن	root_000773	ش ء ن	ش أ ن	root_norm_unique	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	10:61:5|24:62:35|55:29:11|80:37:6	شَأْنٍ|شَأْنِهِمْ|شَأْنٍۢ|شَأْنٌۭ	شَأْن
ش ب ه	ش ب ه	root_000774	ش ب ه	ش ب ه	source_root_norm	11	same_word_same_root:11	unchanged:11	surface_or_stem_match:11	2:25:31|2:70:11|3:7:14|3:7:24|4:157:19|6:99:37|6:99:40|6:141:20	مُتَشَٰبِهًۭا|تَشَٰبَهَ|مُتَشَٰبِهَٰتٌۭ|شُبِّهَ|مُشْتَبِهًۭا|مُتَشَٰبِهٍ|مُتَشَٰبِهٍۢ|مُّتَشَٰبِهًۭا	مُتَشَٰبِه|تَشَٰبَهَ|شُبِّهَ|مُشْتَبِه|مُتَشَٰبِه|مُتَشَٰبِه
ش ت ت	ش ت ت	root_000775	ش ت ت	ش ت ت	source_root_norm	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	20:53:22|24:61:60|59:14:19|92:4:4|99:6:4	شَتَّىٰ|أَشْتَاتًا	شَتَّىٰ|أَشْتَات
ش ت و	ش ت و	root_000776	ش ت و	ش ت و	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	106:2:3	ٱلشِّتَآءِ	شِّتَآء
ش ج ر	ش ج ر	root_000777	ش ج ر	ش ج ر	source_root_norm	18	same_word_same_root:18	unchanged:18	surface_or_stem_match:18	4:65:10|14:24:10|14:26:6|16:10:12|16:68:13|20:120:11|22:18:23|23:20:2	شَجَرَ|شَجَرَةٍۢ|شَجَرَةٍ|شَجَرٌ|ٱلشَّجَرِ|شَجَرَةِ|ٱلشَّجَرُ|شَجَرَةً	شَجَرَ|شَجَرَة|شَجَر
ش ح ح	ش ح ح	root_000778	ش ح ح	ش ح ح	source_root_norm	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	4:128:24|33:19:1|33:19:26|59:9:34|64:16:18	الشُّحَّ|أَشِحَّةً|شُحَّ	شُحّ|شُحّ|شُحّ
ش ح م	ش ح م	root_000779	ش ح م	ش ح م	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	6:146:16	شُحُومَهُمَآ	شُحُوم
ش ح ن	ش ح ن	root_000780	ش ح ن	ش ح ن	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	26:119:8|36:41:10|37:140:5	ٱلْمَشْحُونِ	مَشْحُون
ش خ ص	ش خ ص	root_000781	ش خ ص	ش خ ص	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	14:42:13|21:97:8	تَشْخَصُ|شَٰخِصَةٌ	تَشْخَصُ|شَٰخِصَة
ش د د	ش د د	root_000782	ش د د	ش د د	source_root_norm	101	same_word_same_root:101	unchanged:101	surface_or_stem_match:101	2:74:12|2:85:54|2:165:17|2:165:37|2:191:12|2:196:90|2:200:12|2:211:21	أَشَدُّ|أَشَدِّ|شَدِيدُ|أَشَدَّ|شَدِيدٌ|شَدِيدًۭا|أَشُدَّهُۥ|شَدِيدًا	أَشَدّ|شَدِيد|أَشَدّ|أَشَدّ|أَشُدّ|شَدَدْ|ٱشْتَدَّتْ
ش ر ب	ش ر ب	root_000783	ش ر ب	ش ر ب	source_root_norm	36	same_word_same_root:36	unchanged:36	surface_or_stem_match:36	2:60:23|2:60:26|2:93:21|2:187:40|2:249:15|2:249:34|2:259:45|6:70:48	مَّشْرَبَهُمْ|ٱشْرَبُوا۟|أُشْرِبُوا۟|شَرِبَ|شَرِبُوا|شَرَابِكَ|شَرَابٌۭ|شَرَابٌ	مَّشْرَب|شَرِبَ|أُشْرِبُ|شَرِبَ|شَرِبَ|شَرَاب|شِرْب|شِرْب|شِرْب|شَّٰرِبِين
ش ر ح	ش ر ح	root_000784	ش ر ح	ش ر ح	source_root_norm	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	6:125:7|16:106:19|20:25:3|39:22:3|94:1:2	يَشْرَحْ|شَرَحَ|ٱشْرَحْ|نَشْرَحْ	شَرَحَ
ش ر د	ش ر د	root_000785	ش ر د	ش ر د	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	8:57:7	شَرِّدْ	شَرِّدْ
ش ر ذ م	ش ر ذ م	root_000786	ش ر ذ م	ش ر ذ م	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	26:54:4	شِرْذِمَةٌۭ	شِرْذِمَة
ش ر ر	ش ر ر	root_000787	ش ر ر	ش ر ر	source_root_norm	19	same_word_same_root:19	unchanged:19	surface_or_stem_match:19	2:216:24|3:180:18|8:22:2|8:55:2|17:11:4|25:34:8|38:55:7|38:62:11	شَرٌّ|شَرٌّۭ|شَرَّ|بِٱلشَّرِّ|شَرَّ|ٱلْأَشْرَارِ|ٱلشَّرُّ|ٱلشَّرُّ	شَرّ|شَرَر
ش ر ط	ش ر ط	root_000788	ش ر ط	ش ر ط	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	47:18:12	أَشْرَاطُهَا	أَشْرَاط
ش ر ع	ش ر ع	root_000789	ش ر ع	ش ر ع	source_root_norm	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	5:48:31|7:163:18|42:13:1|42:21:5|45:18:4	شِرْعَةًۭ|شُرَّعًۭا|شَرَعَ|شَرَعُوا۟|شَرِيعَةٍۢ	شِرْعَة|شُرَّع|شَرَعَ|شَرِيعَة
ش ر ق	ش ر ق	root_000790	ش ر ق	ش ر ق	source_root_norm	15	same_word_same_root:15	unchanged:15	surface_or_stem_match:15	2:115:4|2:142:15|2:177:7|2:258:35|7:137:7|15:73:4|19:16:11|24:35:25	ٱلْمَشْرِقُ|ٱلْمَشْرِقِ|مَشَٰرِقَ|مُشْرِقِينَ|شَرْقِيًّۭا|شَرْقِيَّةٍ|مُّشْرِقِينَ|ٱلْإِشْرَاقِ	مَشْرِق|مُّشْرِقِين|شَرْقِيّ|شَرْقِيَّة|إِشْرَاق|أَشْرَقَتِ
ش ر ك	ش ر ك	root_000791	ش ر ك	ش ر ك	source_root_norm	130	same_word_same_root:130	unchanged:130	surface_or_stem_match:130	2:96:11|2:105:10|2:135:17|2:221:4|2:221:13|2:221:20|2:221:29|3:64:18	أَشْرَكُوا۟|الْمُشْرِكِينَ|ٱلْمُشْرِكِينَ|ٱلْمُشْرِكَٰتِ|مُّشْرِكَةٍ|مُّشْرِكٍ|نُشْرِكَ|أَشْرَكُوٓا۟	أَشْرَكَ|مُشْرِك|مُشْرِك|مُشْرِك|مُشْرِكَة|مُشْرِك|مُشْرِك|شَرِيك|أَشْرَكَ|أَشْرَكَ|شَرِيك|شَرِيك|شَرِيك|شَرِيك|شَرِيك
ش ر ي	ش ر ي	root_000792	ش ر ي	ش ر ي	source_root_norm	14	same_word_same_root:14	unchanged:14	surface_or_stem_match:14	2:16:3|2:86:3|2:90:2|2:102:89|2:175:3|2:207:5|3:177:3|3:187:21	ٱشْتَرَوُا۟|ٱشْتَرَوْا۟|شَرَوْا۟|يَشْرِى|يَشْرُونَ|نَشْتَرِى|ٱشْتَرَىٰ|شَرَوْهُ	ٱشْتَرَىٰ|شَرَ
ش ط ء	ش ط ء	root_000793	ش ط ء	ش ط أ	root_norm_unique	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	28:30:6	شَٰطِئِ	شَٰطِئ
ش ط ر	ش ط ر	root_000794	ش ط ر	ش ط ر	source_root_norm	5	same_word_same_root:5	unchanged:5	surface_or_stem_match:5	2:144:15|2:144:25|2:149:8|2:150:8|2:150:18	شَطْرَ|شَطْرَهُ|شَطْرَهُۥ	شَطْر|شَطْر|شَطْر
ش ط ط	ش ط ط	root_000795	ش ط ط	ش ط ط	source_root_norm	3	same_word_same_root:3	unchanged:3	surface_or_stem_match:3	18:14:23|38:22:23|72:4:8	شَطَطًا|تُشْطِطْ|شَطَطًۭا	شَطَط|تُشْطِطْ
ش ط ن	ش ط ن	root_000796	ش ط ن	ش ط ن	source_root_norm	4	same_word_same_root:4	unchanged:4	surface_or_stem_match:4	22:3:14|37:7:5|43:36:9|81:25:6	شَيْطَٰنٍۢ|شَيْطَٰنًۭا	شَيْطَٰن
ش ع ب	ش ع ب	root_000797	ش ع ب	ش ع ب	source_root_norm	2	same_word_same_root:2	unchanged:2	surface_or_stem_match:2	49:13:12|77:30:6	شُعُوبًۭا|شُعَبٍۢ	شُعُوب|شُعَب
ش ع ر	ش ع ر	root_000798	ش ع ر	ش ع ر	source_root_norm	12	same_word_same_root:12	unchanged:12	surface_or_stem_match:12	2:158:6|2:198:18|5:2:7|16:80:27|21:5:9|22:32:5|26:224:2|36:69:4	شَعَائِرِ|الْمَشْعَرِ|شَعَٰٓئِرَ|أَشْعَارِهَآ|شَاعِرٌۭ|ٱلشُّعَرَآءُ|ٱلشِّعْرَ|شَاعِرٍۢ	شَعَٰٓئِر|مَشْعَر|شِّعْر|شَاعِر|شِّعْرَىٰ
ش ع ل	ش ع ل	root_000799	ش ع ل	ش ع ل	source_root_norm	1	same_word_same_root:1	corrected:1	surface_or_stem_match:1	19:4:8	وَاشْتَعَلَ	ٱشْتَعَلَ
ش غ ف	ش غ ف	root_000800	ش غ ف	ش غ ف	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	12:30:13	شَغَفَهَا	شَغَفَ
ش غ ل	ش غ ل	root_000801	ش غ ل	ش غ ل	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	36:55:6	شُغُلٍۢ	شُغُل
ش ف ع	ش ف ع	root_000802	ش ف ع	ش ف ع	source_root_norm	18	same_word_same_root:18	disputed:18	surface_or_stem_match:18	2:48:14|2:123:18|2:254:21|2:255:25|4:85:2|4:85:11|6:51:18|6:70:31	شَفَٰعَةٌۭ|شَفَٰعَةٌ|يَشْفَعُ|يَشْفَعْ|شَفِيعٌ|شَفِيعٌۭ|شُفَعَاءَكُمُ|شُفَعَآءَ	شَفَٰعَة|يَشْفَعُ|يَشْفَعُ|يَشْفَعُ|شَفِيع|شَٰفِعِين|شَّفْع
ش ف ق	ش ف ق	root_000803	ش ف ق	ش ف ق	source_root_norm	11	same_word_same_root:11	unchanged:11	surface_or_stem_match:11	18:49:7|21:28:19|21:49:10|23:57:7|33:72:15|42:18:10|42:22:3|52:26:7	مُشْفِقِينَ|مُشْفِقُونَ|مُّشْفِقُونَ|أَشْفَقْنَ|ءَأَشْفَقْتُمْ|ٱلشَّفَقِ	مُشْفِقُون|أَشْفَقْ|شَّفَق
ش ف ه	ش ف ه	root_000804	ش ف ه	ش ف ه	source_root_norm	1	same_word_same_root:1	unchanged:1	surface_or_stem_match:1	90:9:4	شَفَتَيْنِ	شَفَتَيْن
ش ف و	ش ف و	root_000805	ش ف و	ش ف و	source_root_norm	2	same_word_same_root:2	disputed:2	surface_or_stem_match:2	3:103:30|9:109:17	شَفَا	شَفَا
