root_id	root_norm	source_root_norm	branch_id	status	branch_image_ar	what_is_ar	source_phrase_ar
root_001221	ق ر ن	ق ر ن	B006	accepted	نتوء قوي كقرن الرأس	يدخل فيه قرن الحيوان، وموضعه من رأس الإنسان وجانبا الرأس، والخصلة أو الضفيرة المشبهة به، والطرف الشاخص والحد، والجبل الصغير المنفرد، وقرنا البئر، وما فسر من قرني الشمس أو الشيطان أو اللقب بذي القرنين على صورة الطرفين أو القرنين.	القرن للشاة وغيرها وهو ناتىء قوي؛ الذوائب قرونا؛ ذات القرون؛ القرن جبيل صغير منفرد (maqayis)؛ قرن الثور معروف وموضعه من رأس الإنسان قرن أيضا؛ لكل رأس قرنان؛ القرن جبل صغير منفرد؛ القرنان ما يبنى على رأس البئر؛ الأقرن والقرناء من الشاء ذات القرون؛ سمي ذا القرنين لأنه ضرب ضربتين على قرنيه (ayn)؛ القرن للثور وغيره؛ القرن الخصلة من الشعر؛ القرن جبيل صغير منفرد؛ قرن الشمس أعلاها وأول ما يبدو منها؛ القرنة الطرف الشاخص من كل شئ؛ ذو القرنين لقب إسكندر الرومي (sihah)؛ القرن قرن الشاة والبقر وغيرهما؛ القرن الخصلة من الشعر؛ قرنا الشيطان ناحيتا رأسه؛ القرن جبيل صغير؛ قرنا البئر؛ ذو قرنيها؛ ذكر ذا القرنين فقال ضربوه على قرنيه ضربتين (tahdhib)
root_001221	ق ر ن	ق ر ن	B007	accepted	جعبة تقرن بالقوس وسلاح معها	يدخل فيه القرن بمعنى الجعبة، والجعبة الصغيرة المضمومة إلى الكبيرة، والقارن الذي معه سيف ونبل.	القرن جعيبة صغيرة تضم إلى الجعبة الكبيرة؛ القارن الذي معه سيف ونبل (maqayis)؛ القرن جعبة صغيرة تضم إلى الجعبة الكبيرة؛ في القرن يكون حبلا ويكون جعبة (ayn)؛ القرن بالتحريك الجعبة؛ القرن أيضا السيف والنبل؛ رجل قارن معه سيف ونبل (sihah)؛ القرن السيف والنبل؛ رجل قارن؛ القرن جعبة من جلود؛ القرن من خشب وعليه أديم؛ القرن الجعبة (tahdhib)؛ القرن الجعبة ولا يقال لها قرن إلا إذا قرنت بالقوس (mufradat)
root_001221	ق ر ن	ق ر ن	B008	accepted	أعضاء أو حركات تقارن بعضها	يدخل فيه الناقة أو الدابة القرون التي تقارن بين أخلافها أو قوائمها أو بعرها، والفرس الذي تقع حوافر رجليه مواقع حوافر يديه.	القرون من النوق المقرنة القادمين والآخرين من أخلافها؛ القرون التي إذا جرت وضعت يديها ورجليها معا (maqayis)؛ القرون الناقة إذا جرت وضعت يديها ورجليها معا؛ القرون من النوق المقترنة القادمين والآخرين؛ القرون التي إذا بعرت قارنت بعرها (ayn)؛ قرن الفرس إذا وقعت حوافر رجليه مواقع حوافر يديه؛ القرون الناقة التي تجمع بين محلبين؛ القرون الذي تقع حوافر رجليه مواقع حوافر يديه (sihah)؛ القرون الناقة التي تجمع بين محلبين؛ التي تضع خف رجليها على خف يدها؛ التي إذا بعرت قارنت بعرها (tahdhib)؛ القرون من البعير الذي يضع رجله موضع يده؛ ناقة قرون إذا دنا أحد خلفيها من الآخر (mufradat)
root_001221	ق ر ن	ق ر ن	B009	accepted	نفس مقترنة بالبدن أو مطاوعة	يدخل فيه القرون والقرينة والقرونة بمعنى النفس، خصوصا في عبارات سامحت أو أسمحت قرينته وقرونته أي ذلت نفسه وطابت.	القرينة نفس الإنسان؛ سامحته قرينته وقرونته وقرونه أي نفسه (maqayis)؛ القرون النفس؛ قرينته وقرينه قهرها (ayn)؛ أسمحت قرينه وقرونه وقرونته وقرينته أي ذلت نفسه وتابعته على الأمر (sihah)؛ سامحت قرونه وهي النفس؛ أسمحت قرونته باليأس أي طابت نفسه (tahdhib)؛ القرون النفس لكونها مقترنة بالجسم (mufradat)
root_001221	ق ر ن	ق ر ن	B010	accepted	دفعة عرق أو حلبته	يدخل فيه القرن أو القرون بمعنى دفعة من العرق أو حلبة عرق الفرس، والفرس القرون الذي يعرق سريعا.	القرن الدفعة من العرق والجمع قرون (maqayis)؛ القرن حلبة من عرق والجمع القرون؛ حلبنا الفرس قرنا أو قرنين أي عرقناه؛ القرون من الدواب الذي يعرق سريعا (sihah)؛ القرن الدفعة من العرق؛ القرون العرق؛ القرون الفرس الذي يعرق سريعا إذا جرى (tahdhib)
root_001222	ق ر ي	ق ر ي	B001	accepted	اجتماع ناس في قرية	يدخل فيه القرية للموضع الذي يجتمع فيه الناس، وللناس أنفسهم أو أهلها، والقرى والمدن، والقار في مقابلة البادي.	القرية سميت قرية لاجتماع الناس فيها (maqayis)؛ القرية معروفة والجمع القرى؛ القريتين مكة والطائف؛ جاءني كل قار وباد (sihah)؛ القرية اسم للموضع الذي يجتمع فيه الناس وللناس جميعا (mufradat)
root_001222	ق ر ي	ق ر ي	B002	accepted	جمع ماء أو شيء في مستقر	يدخل فيه قري الماء في الحوض أو المقراة، ومجتمع الماء وقريانه، وجمع الشيء في الفم، وجمع البعير العلف في شدقه، واجتماع المدة في الجرح، والحوصلة التي تجمع الطعام بعلاقة الإبدال.	قريت الماء في المقراة جمعته؛ وذلك الماء المجموع قرى (maqayis)؛ القري جبي الماء في الحوض؛ المقرى مجتمع ماء كثير؛ المدة تقري في الجرح أي تجتمع (ayn)؛ قريت الماء في الحوض أي جمعت؛ البعير يقري العلف في شدقه أي يجمعه (sihah)؛ قريت الماء في الحوض؛ قرى الشيء في فمه جمعه؛ قريان الماء مجتمعه (mufradat)؛ الجرية الحوصلة كأن أصلها قرية لأنها تقري الشيء أي تجمعه (maqayis-jry)
root_001222	ق ر ي	ق ر ي	B003	accepted	إحسان إلى ضيف بطعام مجموع	يدخل فيه قرى الضيف وإقراؤه، والقرى والقراء بمعنى الإحسان إليه، وما قري به الضيف من طعام أو جفنة في سياق الضيافة.	المقراة الجفنة سميت لاجتماع الضيف عليها أو لما جمع فيها من طعام (maqayis)؛ القرى الإحسان إلى الضيف؛ قراه يقريه قرى؛ المقاري جفان يقرى فيها الأضياف (ayn)؛ المقرى إناء يقرى فيه الضيف؛ قريت الضيف قرى وقراء أحسنت إليه؛ ما قري به الضيف (sihah)؛ قريت الضيف قرى (mufradat)
root_001222	ق ر ي	ق ر ي	B004	accepted	وعاء يجمع ماء أو طعاما	يدخل فيه القرو والمقراة والمقرى للقدح أو الحوض أو الإناء أو الجفنة أو المسيل، وما نقر من أسفل النخلة أو كان كالمعصرة إذا كان موضع جمع.	المقراة الجفنة؛ القرو كالمعصرة؛ القرو حوض معروف ممدود (maqayis)؛ المقراة شبه حوض ضخم؛ المقاري جفان؛ المقرى مجتمع ماء كثير (ayn)؛ القرو قدح من خشب؛ القرو ميلغ الكلب؛ القرو أسفل النخلة ينقر؛ القرو حوض طويل؛ المقراة المسيل؛ المقرى إناء؛ الجفنة مقراة (sihah)
root_001222	ق ر ي	ق ر ي	B005	accepted	اتباع طريق أو مواضع	يدخل فيه قرو البلاد أو قريها أو اقتراها أو استقراها بمعنى تتبعها أرضا بعد أرض، وسلوك القصد أو الطريق، وتتبع المياه، وقري الطريق بمعنى ناحيته أو سننه.	القرو القصد؛ قروت وقريت إذا سلكت؛ يتبعها قرية قرية (maqayis)؛ قروت البلاد وقريتها واقتريتها واستقريتها إذا تتبعتها؛ تقريت المياه أي تتبعتها (sihah)؛ تنح عن سنن الطريق وقريه وقرقه بمعنى واحد (tahdhib)
root_001222	ق ر ي	ق ر ي	B006	accepted	كون الأشياء على قرو واحد	يدخل فيه القرو بمعنى الشيء أو القوم على طريقة واحدة، وكون الأرض قروا واحدا إذا طبقها المطر.	القرو كل شيء على طريقة واحدة؛ رأيت القوم على قرو واحد (maqayis)؛ تركت الأرض قروا واحدا إذا طبقها المطر؛ رأيت القوم على قرو واحد أي على طريقة واحدة (sihah)
root_001222	ق ر ي	ق ر ي	B007	accepted	ظهر تجمع فيه العظام	يدخل فيه القرا بمعنى الظهر، والناقة القرواء طويلة السنام أو شديدة الظهر.	القرى الظهر وسمى قرى لما اجتمع فيه من العظام؛ ناقة قرواء شديدة الظهر (maqayis)؛ القرا الظهر؛ ناقة قرواء طويلة السنام ويقال الشديدة الظهر (sihah)
root_001222	ق ر ي	ق ر ي	B008	accepted	خشبات تحمل رأس عمود البيت	يدخل فيه القرية بلا همز أو على فعيلة: خشبات أو عصيتان وما يعرض عليهما وفي وسطهما فرض يجعل فيه رأس عمود البيت.	القرية على فعيلة خشبات فيها فرض يجعل فيها رأس عمود البيت (sihah)؛ القرية بلا همز أن تؤخذ عصيتان طولهما ذراع ثم يعرض على أطرافهما عويد؛ يكون فيه رأس العمود (tahdhib)
root_001222	ق ر ي	ق ر ي	B011	accepted	مال وعيال مجتمعون	يدخل فيه القرة بمعنى المال من الإبل والغنم، والقرة بمعنى العيال.	القرة المال من الإبل والغنم؛ والقرة العيال؛ القرة التي هي المال
root_001222	ق ر ي	ق ر ي	B012	accepted	طرف حاد كقارية السنان	يدخل فيه القارية بمعنى طرف السنان، وحد كل شيء أو قاريته، وأعلى السنان أو حد السيف.	مما شذ عن هذا الباب القارية طرف السنان؛ وحد كل شيء قاريته (maqayis)؛ القارية من السنان أعلاه وحده وكذلك حد السيف ونحوه (sihah)
root_001223	ق س س	ق س س	B001	accepted	تتبع الشيء وطلبه	تتبع الشيء وطلبه واستماع الأصوات بالليل والدلالة على الطريق	القس تتبع الشيء وطلبه (maqayis;sihah;tahdhib); أصل القس تتبع الشيء وطلبه بالليل (mufradat); تقسست أصواتهم بالليل أي تسمعتها (sihah;tahdhib); القسقاس والقسقس الدليل بالليل (mufradat)
root_001223	ق س س	ق س س	B002	accepted	النميمة ونشر الحديث	النميمة وذكر الناس بالغيبة ونشر الحديث وتتبع الكلام ثم نقله	القس النميمة (jamhara;sihah); القس من النميمة وذكر الناس بالغيبة (tahdhib); يتتبع الكلام ثم ينمه (maqayis); قس الحديث يقسه قسا (tahdhib)
root_001223	ق س س	ق س س	B003	accepted	القسيس من رؤساء النصارى	القس والقسيس والقساوسة في رؤساء النصارى والعالم العابد منهم	قس النصارى معروف (jamhara); القس رئيس من رؤساء النصارى في الدين والعلم وكذلك القسيس (sihah); القس والقسيس من رؤساء النصارى (tahdhib); القس والقسيس العالم العابد من رؤوس النصارى (mufradat)
root_001223	ق س س	ق س س	B004	accepted	رعي الإبل وسوقها	إحسان رعي الإبل ورعي الناقة وحدها وملازمة صاحب الإبل لها وسوق الدابة	قسست الإبل إذا أحسنت رعيها (jamhara); القسوس الناقة التي ترعى وحدها (sihah;tahdhib); القس صاحب الإبل الذي لا يفارقها (tahdhib); ظل يقس دابته أي يسوقها (tahdhib)
root_001223	ق س س	ق س س	B005	accepted	أكل ما على العظم	أكل ما على العظم من اللحم أو امتخاخه	قسست ما على العظم إذا أكلت ما عليه من اللحم أو امتخخته (jamhara); قسست ما على العظم أقسه قسا إذا أكلت ما عليه من اللحم وامتخخته (tahdhib)
root_001223	ق س س	ق س س	B006	review	الثياب القسية	الثياب القسية وما ينسب إلى القس من ثياب فيها حرير	الثياب القسية يقال إنها ثياب يؤتى بها من اليمن (maqayis); القسي ثوب يحمل من مصر يخالطه الحرير (sihah); هي ثياب يؤتى بها من مصر فيها حرير (tahdhib); القسي القزي أبدلت الزاي سينا (tahdhib)
root_001223	ق س س	ق س س	B007	accepted	الأسماء والمواضع والنسب	الأعلام والمواضع والجبال والمعادن والنسب إلى قساس والقساسي في السيف	قس الناطف موضع (jamhara); قس بن ساعدة الإيادي (jamhara;sihah); قساس بلد تنسب إليه السيوف القساسية (maqayis); قساس بالضم جبل لبني أسد (sihah); قساس معدن الحديد بإرمينية (sihah;tahdhib); القساسي سيف منسوب إليه (sihah;tahdhib)
root_001223	ق س س	ق س س	B008	accepted	السير الدائب بلا فتور	القرب أو السير السريع الدائب الذي لا وتيرة فيه	قرب قسقاس وسير قسيس دائب (maqayis); قرب قسقاس أي سريع ليس فيه وتيرة (sihah); القسقسة دلج الليل الدائب (sihah); خمس قسقاس كل هذا السير الذي ليست فيه وتيرة (tahdhib); قرب قسقس وقد قسقس ليله أجمع إذا لم ينم (tahdhib)
root_001223	ق س س	ق س س	B009	review	شدة الظلمة والبرد والجوع	القسقاس في شدة الجوع والبرد وليلة قسقاسة مظلمة أو باردة	ليلة قسقاسة مظلمة (maqayis;tahdhib); ربما قالوا لليلة الباردة قسية (maqayis); القسقاس شدة الجوع والبرد (sihah); القسقاس الجوع (tahdhib)
root_001223	ق س س	ق س س	B010	accepted	زجر الكلب والصياح به	القسقسة بالكلب عند الصياح به والقول له قوس قوس	قسقست بالكلب صحت به (maqayis); قسقست بالكلب إذا صحت به وقلت له قوس قوس (sihah)
root_001223	ق س س	ق س س	B011	accepted	العصا القسقاسة	القسقاسة اسم للعصا	يقال للعصا هي القسقاسة (tahdhib)
root_001223	ق س س	ق س س	B012	accepted	القسس العقلاء والسّاقة الحذاق	القسس بمعنى العقلاء والسّاقة الحذاق	القسس العقلاء والقسس الساقة الحذاق (tahdhib)
root_001224	ق س ط	ق س ط	B001	accepted	العدل والإنصاف	العدل في الحكم والقسمة؛ الإقساط بإعطاء الحق	القسط العدل؛ أقسط يقسط؛ الإقساط العدل في القسمة والحكم؛ أقسطت بينهم وأقسطت إليهم؛ أقسط الرجل فهو مقسط؛ الإقساط أن يعطي قسط غيره
root_001224	ق س ط	ق س ط	B002	accepted	الجور والميل عن الحق	الجور؛ القسوط؛ العدول والميل عن الحق؛ القاسط	القسط بفتح القاف الجور؛ القسوط العدول عن الحق؛ القسوط الميل عن الحق؛ القسوط الجور والعدول عن الحق؛ قسط الرجل إذا جار
root_001224	ق س ط	ق س ط	B003	accepted	النصيب والقسمة	النصيب والحصة؛ اقتسام الشيء وتسويته بين القوم؛ كل مقدار يأخذه صاحبه	القسط النصيب؛ تقسطنا الشيء بيننا؛ القسط الحصة والنصيب؛ تقسطوا بينهم الشيء أي اقتسموه بالتسوية؛ أخذ كل واحد منهم قسطه أي حصته؛ تقسطوا الشيء بينهم أي اقتسموه على السواء والعدل؛ تقسطنا بيننا أي اقتسمنا
root_001224	ق س ط	ق س ط	B004	accepted	الميزان المستقيم	القسطاس؛ الميزان القويم؛ ما يعبر به عن العدالة	القسطاس الميزان؛ القسطاس والقسطاس أقوم الموازين؛ هو أقوم الموازين وبعضهم يقول هو الشاهين؛ القسطاس الميزان ويعبر به عن العدالة
root_001224	ق س ط	ق س ط	B005	accepted	اعوجاج الرجلين ويبسهما	اعوجاج الرجلين أو انتصابهما؛ خلاف الفحج أو الحنف؛ يبس القوائم أو العنق أو العظام؛ الرجل الملساء الأسفل	القسط اعوجاج في الرجلين؛ رجل قسطاء في ساقها اعوجاج؛ القسط خلاف الفحج؛ القسط بالتحريك انتصاب في رجلي الدابة؛ الأقسط من الإبل الذي في عصب قوائمه يبس؛ وقد يكون القسط يبسا في العنق؛ قسطت عظامه قسوطا إذا يبست من الهزال؛ في رجله قسط وهو أن تكون الرجل ملساء الأسفل
root_001224	ق س ط	ق س ط	B006	accepted	عود البخور والدواء	القسط بمعنى عود هندي أو عقار يجعل في البخور والدواء	القسط شيء يتبخر به عربي؛ القسط عود هندي يجعل في البخور والدواء؛ القسط بالضم من عقاقير البحر؛ القسط عود يجاء به من الهند يجعل في البخور والدواء؛ يقال لهذا البخور قسط وكسط وكشط
root_001224	ق س ط	ق س ط	B007	accepted	المكيال والمقدار	القسط مكيال؛ نصف صاع؛ مقدار من الدراهم	كل مقدار فهو قسط في الماء وغيره؛ القسط أيضا مكيال وهو نصف صاع؛ الفرق ستة أقساط؛ القسط أربعمائة واحد وثمانون درهما؛ القسط نصف الصاع
root_001224	ق س ط	ق س ط	B008	accepted	قوس القزح	القسطان أو القسطاني اسمان لقوس الله أو قوس قزح	القسطانة قوس قزح؛ يقال لقوس الله القسطاني؛ القسطان قوس قزح
root_001224	ق س ط	ق س ط	B009	accepted	جماعات متفرقة	الأقساط جماعات في تفرقة	إذ هن أقساط كرجل الدبى؛ أراد أنها جماعات في تفرقة
root_001224	ق س ط	ق س ط	B010	accepted	تقتير النفقة	قسط النفقة على العيال بمعنى قترها	قسط على عياله النفقة تقسيطا أي قترها
root_001224	ق س ط	ق س ط	B011	accepted	الغبار	القسطان والكسطان بمعنى الغبار	القسطان والكسطان الغبار
root_001225	ق س ط س	ق س ط س	B001	accepted	الميزان القسطاس	ما كان ميزانا يسمى القسطاس، ويدخل فيه الشاهين	القِسطاس والقُسطاس لغة أقوم الموازين ويقال هو الشاهين (ayn)؛ القِسطاس والقُسطاس الميزان (sihah)
root_001226	ق س م	ق س م	B001	accepted	حسن موزع في الوجه	يدخل فيه حسن الوجه والقسمة والقسامة بمعنى الحسن، ووصف الرجل أو الوجه بأنه قسيم أو مقسم.	القسام وهو الحسن والجمال (maqayis)؛ القسيم من الرجال الحسن الخلق والقسمة الوجه (ayn)؛ القسام: الحسن وفلان قسيم الوجه ومقسم الوجه (sihah)؛ القسامة: الحسن التام ووجه مقسم أي حسن (tahdhib)؛ فلان مقسم الوجه وقسيم الوجه والقسامة الحسن (mufradat)
root_001226	ق س م	ق س م	B002	accepted	حر الهاجرة	يدخل فيه القسام بمعنى شدة الحر أو وقت الهاجرة كما في الشواهد.	والقسام في شعر النابغة شدة الحر (maqayis)؛ القسام: وقت الهاجرة (tahdhib)
root_001226	ق س م	ق س م	B003	accepted	إفراز النصيب وتقسيم الشيء	يدخل فيه قسم الشيء وقسمته، وإفراز النصيب، والحظ والنصيب المقسوم، والقاسم والقسام، والقسيم الذي يقاسمك، وعزل أرض عن أرض، وتفريق الشيء أو الناس، وحصاة القسم في تسوية الماء.	تجزئة شيء والنصيب قسم (maqayis)؛ القسم مصدر قسم والقسم الحظ من الخير والقسيم الذي يقاسمك أرضا أو مالا (ayn)؛ القسم مصدر قسمت الشئ والقسم الحظ والنصيب والتقسيم التفريق (sihah)؛ قسمت الشيء بينهم قسما وقسمة والقسم الحظ والنصيب (tahdhib)؛ القسم: إفراز النصيب وقسمة الميراث والغنيمة تفريقهما على أربابهما (mufradat)
root_001226	ق س م	ق س م	B004	accepted	يمين مقسومة على أهلها	يدخل فيه القسم بمعنى اليمين، وأقسم وحلف، وقاسمه حلف له، وتقاسموا بالله، والقسامة في الدم بوصفها أيمانا تقسم على أولياء المقتول.	اليمين فالقسم وأصل ذلك من القسامة وهي الأيمان تقسم على أولياء المقتول (maqayis)؛ القسم اليمين والفعل أقسم (ayn)؛ أقسمت حلفت وأصله من القسامة (sihah)؛ القسم اليمين وأقسمت إقساما وقسما والقسامة في الدم (tahdhib)؛ وأقسم: حلف وأصله من القسامة ثم صار اسما لكل حلف (mufradat)
root_001226	ق س م	ق س م	B006	accepted	بال مقسم بين وجوه الأمر	يدخل فيه تقسيم الأمر بمعنى تقديره والنظر كيف يفعل، وتوزع القلب أو الخاطر بالهموم.	أمسى فلان متقسما أي كأن خواطر الهموم تقسمته (maqayis)؛ هو يقسم أمره قسما أي يقدره وينظر فيه كيف يفعل (sihah)؛ يقسم أمره قسما أي يقدره ينظر كيف يعمل فيه (tahdhib)؛ رجل منقسم القلب أي اقتسمه الهم (mufradat)
root_001226	ق س م	ق س م	B007	accepted	طي القسامي أول الثوب	يدخل فيه القسامي الذي يطوي الثياب أول طيها، وما ألحق به من كونه بين شيئين في وصف الفرس.	القسامى وهو الذي يطوى الثياب أول طيها (maqayis)؛ القسامى الذى يطوى الثياب أول طيها حتى تتكسر على طيه (sihah)؛ القسامي الذي يطوي الثياب أول طيها والقسامي الذي يكون بين شيئين (tahdhib)
root_001226	ق س م	ق س م	B008	accepted	هدنة قسامة	يدخل فيه القسامة بمعنى الهدنة بين العدو وبين المسلمين.	القسامة: الهدنة بين العدو وبين المسلمين (tahdhib)
root_001227	ق س و	ق س و	B001	accepted	الصلابة واليبس في الأشياء	يدخل فيه الحجر القاسي والصلابة في كل شيء واليبس والأرض القاسية التي لا تنبت	شدة وصلابة والحجر القاسي (maqayis)؛ القسوة الصلابة في كل شيء (ayn)؛ حجر قاس صلب (sihah;tahdhib)؛ أرض قاسية لا تنبت شيئا (tahdhib)؛ أصله من حجر قاس (mufradat)
root_001227	ق س و	ق س و	B002	accepted	غلظ القلب وذهاب لينه	يدخل فيه قساوة القلب وقساؤه وغلظه وذهاب اللين والرحمة والخشوع منه وما يجعل الذنب مقساة للقلب	القسوة غلظ القلب (maqayis;mufradat)؛ قسا قلبه قسوة قساوة وقساء وهو غلظ القلب وشدته (sihah)؛ الذنب مقساة للقلب (sihah)؛ تأويل القسوة في القلب ذهاب اللين والرحمة والخشوع منه (tahdhib)
root_001227	ق س و	ق س و	B003	accepted	مكابدة الأمر الشديد	يدخل فيه المقاساة وقاساه أي كابده ومعالجة الأمر الشديد والمقايسة حين تجري مجرى المقاساة	المقاساة معالجة الأمر الشديد (maqayis)؛ المقاساة معالجة الأمر ومكابدته (ayn)؛ قاساه أي كابده (sihah)؛ المقاساة معالجة ذلك (mufradat)؛ المقايسة تجرى مجرى المقاساة أحيانا وتكون من القياس (ayn)
root_001227	ق س و	ق س و	B004	accepted	شدة الحال والزمان والسير	يدخل فيه الليلة القاسية والليلة القسية واليوم القسي والعام القسي والسير القسي وكل ما وصفته المصادر بالشدة أو البرد أو الظلمة أو القحط	القاسية الليلة الباردة (maqayis)؛ ليلة قاسية شديدة الظلمة (ayn;tahdhib)؛ يوم قسي شديد من حر أو شر وليلة قسية باردة (sihah)؛ عام قسي ذو قحط والعام القسي الشديد لا مطر فيه وعشية قسية باردة وسيرا قسيا (tahdhib)
root_001227	ق س و	ق س و	B005	accepted	الدراهم القسية المغشوشة	يدخل فيه الدرهم القسي والقسيان والقسيات والزيوف والفضة الصلبة الرديئة غير اللينة وما قسا من الدراهم	درهم قسي وهو ضرب من الزيوف أي فضة صلبة رديئة ليست بلينة (sihah)؛ قسيان ودرهم قسي وقسيات وقد قسا الدرهم يقسو (sihah;tahdhib)؛ قسية أي ليست قلوبهم بخالصة من قولهم درهم قسي (mufradat)
root_001227	ق س و	ق س و	B006	accepted	الأعلام والمواضع	يدخل فيه قسا اسما لموضع وقسى لقبا لثقيف وقساء جبلا وأقسى إذا سكن قساء	قسا اسم موضع (sihah;tahdhib)؛ قسى لقب ثقيف (sihah)؛ قساء جبل وأقسى إذا سكن قساء (tahdhib)
root_001228	ق س و ر	ق س و ر	B001	accepted	القَسْوَرَة ذات القوة	يدخل فيه إطلاق القَسْوَرَة على الأسد لما فيه من قوة وغلبة	القسورة: الأسد لقوته وغلبته (maqayis)؛ ويقال أسد (ayn)؛ القسور والقسورة: الأسد (sihah)؛ هو الأسد (tahdhib)؛ الغلبة والقهر ومنه القسورة (mufradat)
root_001228	ق س و ر	ق س و ر	B002	accepted	القَسْوَرَة المطاردة	يدخل فيه القسور والقسورة بمعنى الرامي والصياد والراعي	القسور الصياد والراعي والجميع قسورة (ayn)؛ أي رماة (ayn)؛ القسوري الرامي (ayn)؛ هم الرماة من الصيادين (sihah)؛ القسور: الرامي والصياد (tahdhib)؛ القسورة: الرماة (tahdhib)
root_001228	ق س و ر	ق س و ر	B003	accepted	القَسْوَر نبت	يدخل فيه القَسْوَر والقَسْوَرَة اسما لنبت معروف	القسور: نبت (sihah)؛ الشرشر والقسور نبتان معروفان (tahdhib)؛ واحدة القسور قسورة (tahdhib)
root_001229	ق ش ع ر	ق ش ع ر	B001	accepted	قشعريرة الجلد	يدخل فيه اقشعرار الجلد وقيام الشعر وما يعلو الجلد من قشعريرة بسبب فزع أو نحو ذلك.	القشعريرة اقشعرار الجلد من فزع ونحوه (ayn)؛ اقشعر جلد الإنسان اقشعرارا فهو مقشعر ويقال أخذته قشعريرة (sihah)؛ القشعريرة اقشعرار الجلد واقشعر شعره إذا قف (tahdhib)؛ يعلوها قشعريرة (mufradat)
root_001229	ق ش ع ر	ق ش ع ر	B002	accepted	تغير مقشعر من شدة أو يبس	يدخل فيه كل شيء تغير فقيل له مقشعر، ومنه السنة من شدة المحل أو الشتاء، والأرض من المحل، والنبات إذا لم يجد ريا، والجلد من الجرب.	كل شيء تغير فهو مقشعر؛ واقشعرت السنة من شدة المحل؛ واقشعرت الأرض من المحل والجلد من الجرب؛ واقشعر النبات إذا لم يجد ريا (ayn)؛ واقشعرت السنة من شدة الشتاء والمحل؛ واقشعرت الأرض من المحل؛ واقشعر الجلد من الجرب؛ والنبات إذا لم يصب ريا فهو مقشعر (tahdhib)
root_001229	ق ش ع ر	ق ش ع ر	B003	accepted	القشعر اسم للقثاء	يدخل فيه القشعر بمعنى القثاء، والقشعرة الواحدة منه، في لغة أهل الجوف من اليمن.	القشعر القثاء بلغة أهل الجوف من اليمن؛ الواحدة بالهاء (ayn)؛ القشعر القثاء؛ والقشعرة الواحدة من القثاء بلغة أهل الجوف من اليمن (tahdhib)
root_001230	ق ص د	ق ص د	B001	accepted	التوجه إلى الشيء	قصد الشيء وإتيانه وأمه والنحو نحوه وجعله من البال	إتيان شيء وأمه (maqayis)؛ قصدته قصدا ومقصدا (maqayis)؛ قصدت قصده أي نحوت نحوه (ayn;sihah;mufradat)؛ جعله من باله فقصد له قصدا (tahdhib)
root_001230	ق ص د	ق ص د	B002	accepted	استقامة الطريق والمشي	استقامة الطريق والطريقة والمشي السوي واستقامة الأمر	القصد استقامة الطريقة (ayn;tahdhib)؛ القصد استقامة الطريق (mufradat)؛ واقصد في مشيك (sihah;tahdhib;mufradat)؛ قصد فلان في مشيه إذا مشى سويا (tahdhib)؛ اقتصد فلان في أمره إذا استقام (tahdhib)
root_001230	ق ص د	ق ص د	B003	accepted	الاعتدال بين الطرفين	التوسط في المعيشة والنفقة والعمل بين الإفراط والتفريط والعدل	القصد في المعيشة ألا تسرف ولا تقتر (ayn;tahdhib)؛ القصد بين الإسراف والتقتير (sihah)؛ فلان مقتصد في النفقة (sihah)؛ القصد العدل (sihah)؛ الاقتصاد على ضربين (mufradat)؛ بين الإسراف والبخل (mufradat)
root_001230	ق ص د	ق ص د	B004	accepted	السفر القاصد	السفر أو الطريق القريب الهين أو المتوسط غير البعيد	القاصد القريب (sihah)؛ ليلة قاصدة أي هينة السير لا تعب فيه ولا بطء (sihah)؛ سفرا قاصدا أي سفرا متوسط غير متناه في البعد وربما فسر بقريب (mufradat)
root_001230	ق ص د	ق ص د	B005	accepted	إصابة تقتل في مكانها	إصابة السهم أو الحية أو المنية إصابة تقتل في المكان والإقصاد قتلا أو موتا	أقصده السهم إذا أصابه فقتل مكانه (maqayis)؛ أقصدته حية إذا قتلته (maqayis;sihah;tahdhib)؛ الإقصاد القتل مكانه (ayn;tahdhib)؛ أقصد السهم أي أصاب فقتل مكانه (sihah;mufradat)؛ تقصد الكلب وغيره أي مات (sihah)
root_001230	ق ص د	ق ص د	B006	accepted	الكسر والانفصال	كسر الشيء وانكساره إلى قطع وانفصال المخة أو الرمح	قصدت الشيء كسرته (maqayis;sihah;mufradat)؛ القصدة القطعة من الشيء إذا تكسر (maqayis;sihah)؛ انقصد الرمح أي انكسر نصفين حتى يبين (ayn;tahdhib)؛ تقصدت الرماح تكسرت (sihah)؛ القصيدة مخة العظم إذا خرجت وانقصدت (ayn)؛ القصيدة المخة إذا أخرجت من العظم وإذا انفصلت (tahdhib)
root_001230	ق ص د	ق ص د	B007	accepted	الاكتناز والامتلاء	امتلاء الناقة لحما واكتنازها والمخ الجامس أو السنام المسمى قصيدا	اكتناز في الشيء (maqayis)؛ الناقة القصيد المكتنزة الممتلئة لحما (maqayis)؛ ناقة قصيد سمينة ممتلئة جسيمة (tahdhib)؛ ناقة قصيد مكتنزة ممتلئة من اللحم (mufradat)؛ مخ قصيد وقصود (tahdhib)؛ القصود من الإبل الجامس المخ (tahdhib)؛ قصيدها يريد سنامها (tahdhib)
