edge_id	source_position	target_position	edge_type	direction	confidence	exact_surface_span	evidence	reason
ae:v3:s018:110:pass1:attach:a10	q:18:110:14	q:18:110:15	kana_predicate	head-to-dependent	high	كَانَ | يَرْجُو	local_syntax	يَرْجُو لِقَاءَ رَبِّهِ supplies the predicate content of كَانَ.
ae:v3:s018:110:pass1:attach:a11	q:18:110:15	q:18:110:16	direct_object	head-to-dependent	high	يَرْجُو | لِقَاءَ	case_government;word_order	لِقَاءَ is the object of يَرْجُو.
ae:v3:s018:110:pass1:attach:a12	q:18:110:16	q:18:110:17	idafa	head-to-dependent	high	لِقَاءَ | رَبِّهِ	case_government;local_syntax	رَبِّهِ is the genitive complement of لِقَاءَ.
ae:v3:s018:110:pass1:attach:a13	q:18:110:19	q:18:110:20	particle_complement	head-to-dependent	high	فَلْيَعْمَلْ | فَلْيَعْمَلْ	local_syntax	يَعْمَلْ is governed by the command lām لِ.
ae:v3:s018:110:pass1:attach:a14	q:18:110:20	q:18:110:21	direct_object	head-to-dependent	high	فَلْيَعْمَلْ | عَمَلَاً	case_government;local_syntax	عَمَلًا is the object produced by يَعْمَلْ.
ae:v3:s018:110:pass1:attach:a15	q:18:110:21	q:18:110:22	adjective	head-to-dependent	high	عَمَلَاً | صَالِحَاً	agreement;local_syntax	صَالِحًا modifies عَمَلًا.
ae:v3:s018:110:pass1:attach:a16	q:18:110:24	q:18:110:25	particle_complement	head-to-dependent	high	وَلَا | يُشْرِكْ	local_syntax	يُشْرِكْ is governed by prohibitive لَا.
ae:v3:s018:110:pass1:attach:a17	q:18:110:25	q:18:110:27	prep_complement	head-to-dependent	high	يُشْرِكْ | بِعِبَادَةِ	case_government;local_syntax	عِبَادَةِ is governed by بِ as complement of يُشْرِكْ.
ae:v3:s018:110:pass1:attach:a18	q:18:110:27	q:18:110:28	idafa	head-to-dependent	high	بِعِبَادَةِ | رَبِّهِ	case_government;local_syntax	رَبِّهِ is the genitive complement of عِبَادَةِ.
ae:v3:s018:110:pass1:attach:a19	q:18:110:25	q:18:110:29	direct_object	head-to-dependent	high	يُشْرِكْ | أَحَدَاً	case_government;word_order	أَحَدًا is the object of يُشْرِكْ.
ae:v3:s018:110:pass1:attach:a20	q:18:110:5	q:18:110:5	idafa	head-to-dependent	high	مِثْلُكُمْ	morphology;local_syntax	The possessive suffix in مِثْلُكُمْ is a genitive possessor attached to the same word.
ae:v3:s018:110:pass1:attach:a21	q:18:110:9	q:18:110:9	idafa	head-to-dependent	high	إِلَهُكُمْ	morphology;local_syntax	The possessive suffix in إِلَهُكُمْ is a genitive possessor attached to the same word.
ae:v3:s018:110:pass1:attach:a22	q:18:110:17	q:18:110:17	idafa	head-to-dependent	high	رَبِّهِ	morphology;local_syntax	The possessive suffix in رَبِّهِ is a genitive possessor attached to the same word.
ae:v3:s018:110:pass1:attach:a23	q:18:110:28	q:18:110:28	idafa	head-to-dependent	high	رَبِّهِ	morphology;local_syntax	The possessive suffix in رَبِّهِ is a genitive possessor attached to the same word.
