evidence_id	claim_id	occurrence_ref	word_index	word_id	morpheme_id	surface	lemma	pos	root	branch	inventory_pointer	inventory_match	form_fit	construction_fit	evidence_role	lexical_status	translation_role	resonance_eligible	trigger_score	proximity_score	structure_score	reading_gain_score	robustness_score	resonance_score	resonance_strength	support_refs	linguistic_support_ids	counterevidence	decision_reason
e-s001-1_6-017	s001-1_6-supported-procession	1:6	1	w-s001-a006-w001	m-w-s001-a006-w001-01	ٱهْدِ	هَدَى	V	ه د ي	B008	v12/runs/s001/full_context_packet.json:1968	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	2	2	2	2	1	9	strong			تهادي swaying or supported-walking forms do not realize اهدنا.	The immediately preceding request for aid and the straightness contrast strongly activate supported movement, although ordinary guidance alone remains an available explanation.
e-s001-1_6-018	s001-1_6-supported-procession	1:6	3	w-s001-a006-w003	m-w-s001-a006-w003-02	مُسْتَقِيمَ	مُّسْتَقِيم	ADJ	ق و م	B008	v12/runs/s001/full_context_packet.json:2199	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none				Direct uprightness supplies the stable orientation contrasted with swaying.
e-s001-1_6-019	s001-1_6-supported-procession	1:5	4	w-s001-a005-w004	m-w-s001-a005-w004-01	نَسْتَعِينُ	ٱسْتَعِينُ	V	ع و ن	B001	v12/runs/s001/full_context_packet.json:1708	yes	exact	exact	context_support	direct	none	not_applicable							none	1:6			The preceding direct request for aid supports accompanied movement.
e-s001-1_6-020	s001-1_6-supported-procession	1:7	1	w-s001-a007-w001	m-w-s001-a007-w001-01	صِرَٰطَ	صِرَٰط	N	ص ر ط	B001	v12/runs/s001/full_context_packet.json:2041	yes	exact	exact	context_support	direct	none	not_applicable							none	1:6			The repeated road is directly licensed and is populated by prior recipients.
e-s001-1_6-021	s001-1_6-supported-procession	1:7	3	w-s001-a007-w003	m-w-s001-a007-w003-01	أَنْعَمْ	أَنْعَمَ	V	ن ع م	B001	v12/runs/s001/full_context_packet.json:2442	yes	exact	exact	context_support	direct	none	not_applicable							none	1:6			Direct benefaction identifies the people who embody the path.
e-s001-1_6-022	s001-1_6-supported-procession	1:4	1	w-s001-a004-w001	m-w-s001-a004-w001-01	مَٰلِكِ	مَٰلِك	N	م ل ك	B008	v12/runs/s001/full_context_packet.json:1314	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	1	1	1	1	0	4	weak	1:6		Animal foreparts and leaders do not realize the form Mālik.	This is a remote parallel leading image with limited unique reading gain; it is retained as weak resonance rather than treated as lexical support.
e-s001-1_6-023	s001-1_6-supported-procession	1:6	3	w-s001-a006-w003	m-w-s001-a006-w003-02	مُسْتَقِيمَ	مُّسْتَقِيم	ADJ	ق و م	B003	v12/runs/s001/full_context_packet.json:2131	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	1	2	1	1	1	6	moderate			Resolve and rising to undertake a matter do not realize the adjective مستقيم.	The same-root anchor and local movement petition make resolve a coherent nuance, but the structural link is indirect and adds limited reading change.
e-s001-1_6-005	s001-1_6-sustained-straightness	1:6	3	w-s001-a006-w003	m-w-s001-a006-w003-02	مُسْتَقِيمَ	مُّسْتَقِيم	ADJ	ق و م	B008	v12/runs/s001/full_context_packet.json:2199	yes	exact	exact	lexical_anchor	direct	governing	not_applicable							none				Straightness is the direct lexical floor for the maintenance mechanism.
e-s001-1_6-006	s001-1_6-sustained-straightness	1:6	3	w-s001-a006-w003	m-w-s001-a006-w003-02	مُسْتَقِيمَ	مُّسْتَقِيم	ADJ	ق و م	B004	v12/runs/s001/full_context_packet.json:2148	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	2	2	2	2	2	10	strong			قيام على and qayyim-family forms differ derivationally and constructionally from مستقيم.	The exact straightness anchor, together with preceding nurture and aid, creates an explicit upkeep structure; the maintenance image materially organizes the claim.
e-s001-1_6-007	s001-1_6-sustained-straightness	1:6	3	w-s001-a006-w003	m-w-s001-a006-w003-02	مُسْتَقِيمَ	مُّسْتَقِيم	ADJ	ق و م	B009	v12/runs/s001/full_context_packet.json:2216	yes	mismatch	mismatch	target_root_resonance	analogical_resonance	none	yes	2	2	2	2	2	10	strong			قوام and mainstay nouns differ from the adjective مستقيم in form and construction.	The same-root straightness anchor and the aid-and-nurture sequence make sustaining infrastructure a specific, structurally coupled reading rather than decoration.
e-s001-1_6-008	s001-1_6-sustained-straightness	1:2	3	w-s001-a002-w003	m-w-s001-a002-w003-01	رَبِّ	رَبّ	N	ر ب ب	B002	v12/runs/s001/full_context_packet.json:811	yes	compatible	compatible	context_support	contextually_activated	none	not_applicable							none	1:6			Nurture and administration are locally live nuances of Rabb and support maintenance without governing 1:6 translation.
e-s001-1_6-009	s001-1_6-sustained-straightness	1:5	4	w-s001-a005-w004	m-w-s001-a005-w004-01	نَسْتَعِينُ	ٱسْتَعِينُ	V	ع و ن	B001	v12/runs/s001/full_context_packet.json:1708	yes	exact	exact	context_support	direct	none	not_applicable							none	1:6			Directly licensed aid supports the upkeep mechanism from the preceding ayah.
