word_id	ayah_ref	qac_ayah_ref	word_index	qac_word_ref	surface_ar	lemma_ar	root	pos	aspect	mood	voice	measure	morphology_summary
w-s015-a040-w002	15:40	15:40	2	15:40:2	عِبَادَكَ	عَبْد	ع ب د	N					STEM|POS:N|LEM:Eabod|ROOT:Ebd|MP|ACC | SUFFIX|PRON:2MS
w-s015-a040-w003	15:40	15:40	3	15:40:3	مِنْهُمُ	مِن		P					STEM|POS:P|LEM:min | SUFFIX|PRON:3MP
w-s015-a040-w004	15:40	15:40	4	15:40:4	ٱلْمُخْلَصِينَ	مُخْلَص	خ ل ص	ADJ			PASS	IV	PREFIX|Al+ | STEM|POS:ADJ|PASS|PCPL|(IV)|LEM:muxolaS|ROOT:xlS|MP|ACC
w-s015-a041-w001	15:41	15:41	1	15:41:1	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s015-a041-w002	15:41	15:41	2	15:41:2	هَٰذَا	هَٰذَا		DEM					STEM|POS:DEM|LEM:ha`*aA|MS
w-s015-a041-w003	15:41	15:41	3	15:41:3	صِرَٰطٌ	صِرَٰط	ص ر ط	N					STEM|POS:N|LEM:Sira`T|ROOT:SrT|M|INDEF|NOM
w-s015-a041-w004	15:41	15:41	4	15:41:4	عَلَىَّ	عَلَىٰ		P					STEM|POS:P|LEM:EalaY` | SUFFIX|PRON:1S
w-s015-a041-w005	15:41	15:41	5	15:41:5	مُسْتَقِيمٌ	مُّسْتَقِيم	ق و م	N			ACT	X	STEM|POS:N|ACT|PCPL|(X)|LEM:m~usotaqiym|ROOT:qwm|M|INDEF|NOM
w-s015-a042-w001	15:42	15:42	1	15:42:1	إِنَّ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~
w-s015-a042-w002	15:42	15:42	2	15:42:2	عِبَادِى	عَبْد	ع ب د	N					STEM|POS:N|LEM:Eabod|ROOT:Ebd|MP|NOM | SUFFIX|PRON:1S
w-s015-a042-w003	15:42	15:42	3	15:42:3	لَيْسَ	لَّيْسَ	ل ي س	V	PERF				STEM|POS:V|PERF|LEM:l~ayosa|ROOT:lys|SP:kaAn|3MS
w-s015-a042-w004	15:42	15:42	4	15:42:4	لَكَ			PRON					PREFIX|l:P+ | STEM|POS:PRON|2MS
w-s015-a042-w005	15:42	15:42	5	15:42:5	عَلَيْهِمْ	عَلَىٰ		P					STEM|POS:P|LEM:EalaY` | SUFFIX|PRON:3MP
w-s015-a042-w006	15:42	15:42	6	15:42:6	سُلْطَٰنٌ	سُلْطَٰن	س ل ط	N					STEM|POS:N|LEM:suloTa`n|ROOT:slT|M|INDEF|NOM
w-s015-a042-w007	15:42	15:42	7	15:42:7	إِلَّا	إِلَّا		RES					STEM|POS:RES|LEM:<il~aA
w-s015-a042-w008	15:42	15:42	8	15:42:8	مَنِ	مَن		REL					STEM|POS:REL|LEM:man
w-s015-a042-w009	15:42	15:42	9	15:42:9	ٱتَّبَعَكَ	ٱتَّبَعَ	ت ب ع	V	PERF			VIII	STEM|POS:V|PERF|(VIII)|LEM:{t~abaEa|ROOT:tbE|3MS | SUFFIX|PRON:2MS
w-s015-a042-w010	15:42	15:42	10	15:42:10	مِنَ	مِن		P					STEM|POS:P|LEM:min
w-s015-a042-w011	15:42	15:42	11	15:42:11	ٱلْغَاوِينَ	غَٰوِين	غ و ي	N			ACT		PREFIX|Al+ | STEM|POS:N|ACT|PCPL|LEM:ga`wiyn|ROOT:gwy|MP|GEN
w-s015-a043-w001	15:43	15:43	1	15:43:1	وَإِنَّ	إِنّ		ACC					PREFIX|w:CONJ+ | STEM|POS:ACC|LEM:<in~|SP:<in~
w-s015-a043-w002	15:43	15:43	2	15:43:2	جَهَنَّمَ	جَهَنَّم		PN					STEM|POS:PN|LEM:jahan~am|GEN
w-s015-a043-w003	15:43	15:43	3	15:43:3	لَمَوْعِدُهُمْ	مَّوْعِد	و ع د	N					PREFIX|l:EMPH+ | STEM|POS:N|LEM:m~awoEid|ROOT:wEd|M|NOM | SUFFIX|PRON:3MP
w-s015-a043-w004	15:43	15:43	4	15:43:4	أَجْمَعِينَ	أَجْمَعِين	ج م ع	N					STEM|POS:N|LEM:>ajomaEiyn|ROOT:jmE|MP|GEN
w-s015-a044-w001	15:44	15:44	1	15:44:1	لَهَا			PRON					PREFIX|l:P+ | STEM|POS:PRON|3FS
w-s015-a044-w002	15:44	15:44	2	15:44:2	سَبْعَةُ	سَبْعَة	س ب ع	N					STEM|POS:N|LEM:saboEap|ROOT:sbE|F|NOM
w-s015-a044-w003	15:44	15:44	3	15:44:3	أَبْوَٰبٍ	بَاب	ب و ب	N					STEM|POS:N|LEM:baAb|ROOT:bwb|MP|INDEF|GEN
w-s015-a044-w004	15:44	15:44	4	15:44:4	لِّكُلِّ	كُلّ	ك ل ل	N					PREFIX|l:P+ | STEM|POS:N|LEM:kul~|ROOT:kll|M|GEN
w-s015-a044-w005	15:44	15:44	5	15:44:5	بَابٍ	بَاب	ب و ب	N					STEM|POS:N|LEM:baAb|ROOT:bwb|M|INDEF|GEN
w-s015-a044-w006	15:44	15:44	6	15:44:6	مِّنْهُمْ	مِن		P					STEM|POS:P|LEM:min | SUFFIX|PRON:3MP
w-s015-a044-w007	15:44	15:44	7	15:44:7	جُزْءٌ	جُزْء	ج ز ء	N					STEM|POS:N|LEM:juzo'|ROOT:jzA|M|INDEF|NOM
w-s015-a044-w008	15:44	15:44	8	15:44:8	مَّقْسُومٌ	مَّقْسُوم	ق س م	N			PASS		STEM|POS:N|PASS|PCPL|LEM:m~aqosuwm|ROOT:qsm|M|INDEF|NOM
w-s015-a045-w001	15:45	15:45	1	15:45:1	إِنَّ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~
w-s015-a045-w002	15:45	15:45	2	15:45:2	ٱلْمُتَّقِينَ	مُتَّقِين	و ق ي	N			ACT	VIII	PREFIX|Al+ | STEM|POS:N|ACT|PCPL|(VIII)|LEM:mut~aqiyn|ROOT:wqy|MP|ACC
w-s015-a045-w003	15:45	15:45	3	15:45:3	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s015-a045-w004	15:45	15:45	4	15:45:4	جَنَّٰتٍ	جَنَّة	ج ن ن	N					STEM|POS:N|LEM:jan~ap|ROOT:jnn|FP|INDEF|GEN
w-s015-a045-w005	15:45	15:45	5	15:45:5	وَعُيُونٍ	عَيْن	ع ي ن	N					PREFIX|w:CONJ+ | STEM|POS:N|LEM:Eayon|ROOT:Eyn|FP|INDEF|GEN
w-s015-a046-w001	15:46	15:46	1	15:46:1	ٱدْخُلُوهَا	دَخَلَ	د خ ل	V	IMPV				STEM|POS:V|IMPV|LEM:daxala|ROOT:dxl|2MP | SUFFIX|PRON:2MP | SUFFIX|PRON:3FS
w-s015-a046-w002	15:46	15:46	2	15:46:2	بِسَلَٰمٍ	سَلَٰم	س ل م	N					PREFIX|bi+ | STEM|POS:N|LEM:sala`m|ROOT:slm|M|INDEF|GEN
w-s015-a046-w003	15:46	15:46	3	15:46:3	ءَامِنِينَ	ءَامِنِين	ء م ن	N			ACT		STEM|POS:N|ACT|PCPL|LEM:'aAminiyn|ROOT:Amn|MP|ACC
w-s015-a047-w001	15:47	15:47	1	15:47:1	وَنَزَعْنَا	نَزَعَ	ن ز ع	V	PERF				PREFIX|w:CONJ+ | STEM|POS:V|PERF|LEM:nazaEa|ROOT:nzE|1P | SUFFIX|PRON:1P
w-s015-a047-w002	15:47	15:47	2	15:47:2	مَا	مَا		REL					STEM|POS:REL|LEM:maA
w-s015-a047-w003	15:47	15:47	3	15:47:3	فِى	فِى		P					STEM|POS:P|LEM:fiY
w-s015-a047-w004	15:47	15:47	4	15:47:4	صُدُورِهِم	صَدْر	ص د ر	N					STEM|POS:N|LEM:Sador|ROOT:Sdr|MP|GEN | SUFFIX|PRON:3MP
w-s015-a047-w005	15:47	15:47	5	15:47:5	مِّنْ	مِن		P					STEM|POS:P|LEM:min
w-s015-a047-w006	15:47	15:47	6	15:47:6	غِلٍّ	غِلّ	غ ل ل	N					STEM|POS:N|LEM:gil~|ROOT:gll|M|INDEF|GEN
w-s015-a047-w007	15:47	15:47	7	15:47:7	إِخْوَٰنًا	أَخ	ء خ و	N					STEM|POS:N|LEM:>ax|ROOT:Axw|MP|INDEF|ACC
w-s015-a047-w008	15:47	15:47	8	15:47:8	عَلَىٰ	عَلَىٰ		P					STEM|POS:P|LEM:EalaY`
w-s015-a047-w009	15:47	15:47	9	15:47:9	سُرُرٍ	سُرُر	س ر ر	N					STEM|POS:N|LEM:surur|ROOT:srr|MP|INDEF|GEN
w-s015-a047-w010	15:47	15:47	10	15:47:10	مُّتَقَٰبِلِينَ	مُّتَقَٰبِلِين	ق ب ل	N			ACT	VI	STEM|POS:N|ACT|PCPL|(VI)|LEM:m~utaqa`biliyn|ROOT:qbl|MP|ACC
w-s015-a048-w001	15:48	15:48	1	15:48:1	لَا	لَا		NEG					STEM|POS:NEG|LEM:laA
w-s015-a048-w002	15:48	15:48	2	15:48:2	يَمَسُّهُمْ	مَسَّ	م س س	V	IMPF				STEM|POS:V|IMPF|LEM:mas~a|ROOT:mss|3MS | SUFFIX|PRON:3MP
w-s015-a048-w003	15:48	15:48	3	15:48:3	فِيهَا	فِى		P					STEM|POS:P|LEM:fiY | SUFFIX|PRON:3FS
w-s015-a048-w004	15:48	15:48	4	15:48:4	نَصَبٌ	نَصَب	ن ص ب	N					STEM|POS:N|LEM:naSab|ROOT:nSb|M|INDEF|NOM
w-s015-a048-w005	15:48	15:48	5	15:48:5	وَمَا	مَا		NEG					PREFIX|w:CONJ+ | STEM|POS:NEG|LEM:maA
w-s015-a048-w006	15:48	15:48	6	15:48:6	هُم			PRON					STEM|POS:PRON|3MP
w-s015-a048-w007	15:48	15:48	7	15:48:7	مِّنْهَا	مِن		P					STEM|POS:P|LEM:min | SUFFIX|PRON:3FS
w-s015-a048-w008	15:48	15:48	8	15:48:8	بِمُخْرَجِينَ	مُخْرَج	خ ر ج	N			PASS	IV	PREFIX|bi+ | STEM|POS:N|PASS|PCPL|(IV)|LEM:muxoraj|ROOT:xrj|MP|GEN
w-s015-a049-w001	15:49	15:49	1	15:49:1	نَبِّئْ	نَبَّأَ	ن ب ء	V	IMPV			II	STEM|POS:V|IMPV|(II)|LEM:nab~a>a|ROOT:nbA|2MS
w-s015-a049-w002	15:49	15:49	2	15:49:2	عِبَادِىٓ	عَبْد	ع ب د	N					STEM|POS:N|LEM:Eabod|ROOT:Ebd|MP|NOM | SUFFIX|PRON:1S
w-s015-a049-w003	15:49	15:49	3	15:49:3	أَنِّىٓ	أَنّ		ACC					STEM|POS:ACC|LEM:>an~|SP:<in~ | SUFFIX|PRON:1S
w-s015-a049-w004	15:49	15:49	4	15:49:4	أَنَا			PRON					STEM|POS:PRON|1S
w-s015-a049-w005	15:49	15:49	5	15:49:5	ٱلْغَفُورُ	غَفُور	غ ف ر	N					PREFIX|Al+ | STEM|POS:N|LEM:gafuwr|ROOT:gfr|MS|NOM
w-s015-a049-w006	15:49	15:49	6	15:49:6	ٱلرَّحِيمُ	رَّحِيم	ر ح م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|NOM
w-s015-a050-w001	15:50	15:50	1	15:50:1	وَأَنَّ	أَنّ		ACC					PREFIX|w:CONJ+ | STEM|POS:ACC|LEM:>an~|SP:<in~
w-s015-a050-w002	15:50	15:50	2	15:50:2	عَذَابِى	عَذَاب	ع ذ ب	N					STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|NOM | SUFFIX|PRON:1S
w-s015-a050-w003	15:50	15:50	3	15:50:3	هُوَ			PRON					STEM|POS:PRON|3MS
w-s015-a050-w004	15:50	15:50	4	15:50:4	ٱلْعَذَابُ	عَذَاب	ع ذ ب	N					PREFIX|Al+ | STEM|POS:N|LEM:Ea*aAb|ROOT:E*b|M|NOM
w-s015-a050-w005	15:50	15:50	5	15:50:5	ٱلْأَلِيمُ	أَلِيم	ء ل م	ADJ					PREFIX|Al+ | STEM|POS:ADJ|LEM:>aliym|ROOT:Alm|MS|NOM
w-s015-a051-w001	15:51	15:51	1	15:51:1	وَنَبِّئْهُمْ	نَبَّأَ	ن ب ء	V	IMPV			II	PREFIX|w:CONJ+ | STEM|POS:V|IMPV|(II)|LEM:nab~a>a|ROOT:nbA|2MS | SUFFIX|PRON:3MP
w-s015-a051-w002	15:51	15:51	2	15:51:2	عَن	عَن		P					STEM|POS:P|LEM:Ean
w-s015-a051-w003	15:51	15:51	3	15:51:3	ضَيْفِ	ضَيْف	ض ي ف	N					STEM|POS:N|LEM:Dayof|ROOT:Dyf|M|GEN
w-s015-a051-w004	15:51	15:51	4	15:51:4	إِبْرَٰهِيمَ	إِبْرَاهِيم		PN					STEM|POS:PN|LEM:<iboraAhiym|M|GEN
w-s015-a052-w001	15:52	15:52	1	15:52:1	إِذْ	إِذ		T					STEM|POS:T|LEM:<i*
w-s015-a052-w002	15:52	15:52	2	15:52:2	دَخَلُوا۟	دَخَلَ	د خ ل	V	PERF				STEM|POS:V|PERF|LEM:daxala|ROOT:dxl|3MP | SUFFIX|PRON:3MP
w-s015-a052-w003	15:52	15:52	3	15:52:3	عَلَيْهِ	عَلَىٰ		P					STEM|POS:P|LEM:EalaY` | SUFFIX|PRON:3MS
w-s015-a052-w004	15:52	15:52	4	15:52:4	فَقَالُوا۟	قَالَ	ق و ل	V	PERF				PREFIX|f:CONJ+ | STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP | SUFFIX|PRON:3MP
w-s015-a052-w005	15:52	15:52	5	15:52:5	سَلَٰمًا	سَلَٰم	س ل م	N					STEM|POS:N|LEM:sala`m|ROOT:slm|M|INDEF|ACC
w-s015-a052-w006	15:52	15:52	6	15:52:6	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s015-a052-w007	15:52	15:52	7	15:52:7	إِنَّا	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:1P
w-s015-a052-w008	15:52	15:52	8	15:52:8	مِنكُمْ	مِن		P					STEM|POS:P|LEM:min | SUFFIX|PRON:2MP
w-s015-a052-w009	15:52	15:52	9	15:52:9	وَجِلُونَ	وَجِلُون	و ج ل	N					STEM|POS:N|LEM:wajiluwn|ROOT:wjl|MP|NOM
w-s015-a053-w001	15:53	15:53	1	15:53:1	قَالُوا۟	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP | SUFFIX|PRON:3MP
w-s015-a053-w002	15:53	15:53	2	15:53:2	لَا	لَا		PRO					STEM|POS:PRO|LEM:laA
w-s015-a053-w003	15:53	15:53	3	15:53:3	تَوْجَلْ	وَجِلَتْ	و ج ل	V	IMPF	JUS			STEM|POS:V|IMPF|LEM:wajilato|ROOT:wjl|2MS|MOOD:JUS
w-s015-a053-w004	15:53	15:53	4	15:53:4	إِنَّا	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:1P
w-s015-a053-w005	15:53	15:53	5	15:53:5	نُبَشِّرُكَ	بُشِّرَ	ب ش ر	V	IMPF			II	STEM|POS:V|IMPF|(II)|LEM:bu$~ira|ROOT:b$r|1P | SUFFIX|PRON:2MS
w-s015-a053-w006	15:53	15:53	6	15:53:6	بِغُلَٰمٍ	غُلَٰم	غ ل م	N					PREFIX|bi+ | STEM|POS:N|LEM:gula`m|ROOT:glm|M|INDEF|GEN
w-s015-a053-w007	15:53	15:53	7	15:53:7	عَلِيمٍ	عَلِيم	ع ل م	ADJ					STEM|POS:ADJ|LEM:Ealiym|ROOT:Elm|MS|INDEF|GEN
w-s015-a054-w001	15:54	15:54	1	15:54:1	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s015-a054-w002	15:54	15:54	2	15:54:2	أَبَشَّرْتُمُونِى	بُشِّرَ	ب ش ر	V	PERF			II	PREFIX|A:INTG+ | STEM|POS:V|PERF|(II)|LEM:bu$~ira|ROOT:b$r|2MP | SUFFIX|PRON:2MP | SUFFIX|PRON:1S
w-s015-a054-w003	15:54	15:54	3	15:54:3	عَلَىٰٓ	عَلَىٰ		P					STEM|POS:P|LEM:EalaY`
w-s015-a054-w004	15:54	15:54	4	15:54:4	أَن	أَن		SUB					STEM|POS:SUB|LEM:>an
w-s015-a054-w005	15:54	15:54	5	15:54:5	مَّسَّنِىَ	مَسَّ	م س س	V	PERF				STEM|POS:V|PERF|LEM:mas~a|ROOT:mss|3MS | SUFFIX|PRON:1S
w-s015-a054-w006	15:54	15:54	6	15:54:6	ٱلْكِبَرُ	كِبَر	ك ب ر	N					PREFIX|Al+ | STEM|POS:N|LEM:kibar|ROOT:kbr|M|NOM
w-s015-a054-w007	15:54	15:54	7	15:54:7	فَبِمَ	مَا		INTG					PREFIX|f:REM+ | PREFIX|bi+ | STEM|POS:INTG|LEM:maA
w-s015-a054-w008	15:54	15:54	8	15:54:8	تُبَشِّرُونَ	بُشِّرَ	ب ش ر	V	IMPF			II	STEM|POS:V|IMPF|(II)|LEM:bu$~ira|ROOT:b$r|2MP | SUFFIX|PRON:2MP
w-s015-a055-w001	15:55	15:55	1	15:55:1	قَالُوا۟	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP | SUFFIX|PRON:3MP
w-s015-a055-w002	15:55	15:55	2	15:55:2	بَشَّرْنَٰكَ	بُشِّرَ	ب ش ر	V	PERF			II	STEM|POS:V|PERF|(II)|LEM:bu$~ira|ROOT:b$r|1P | SUFFIX|PRON:1P | SUFFIX|PRON:2MS
w-s015-a055-w003	15:55	15:55	3	15:55:3	بِٱلْحَقِّ	حَقّ	ح ق ق	N					PREFIX|bi+ | PREFIX|Al+ | STEM|POS:N|LEM:Haq~|ROOT:Hqq|M|GEN
w-s015-a055-w004	15:55	15:55	4	15:55:4	فَلَا	لَا		PRO					PREFIX|f:REM+ | STEM|POS:PRO|LEM:laA
w-s015-a055-w005	15:55	15:55	5	15:55:5	تَكُن	كَانَ	ك و ن	V	IMPF	JUS			STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|2MS|MOOD:JUS
w-s015-a055-w006	15:55	15:55	6	15:55:6	مِّنَ	مِن		P					STEM|POS:P|LEM:min
w-s015-a055-w007	15:55	15:55	7	15:55:7	ٱلْقَٰنِطِينَ	قَٰنِطِين	ق ن ط	N			ACT		PREFIX|Al+ | STEM|POS:N|ACT|PCPL|LEM:qa`niTiyn|ROOT:qnT|MP|GEN
w-s015-a056-w001	15:56	15:56	1	15:56:1	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s015-a056-w002	15:56	15:56	2	15:56:2	وَمَن	مَن		REL					PREFIX|w:CONJ+ | STEM|POS:REL|LEM:man
w-s015-a056-w003	15:56	15:56	3	15:56:3	يَقْنَطُ	قَنَطُ	ق ن ط	V	IMPF				STEM|POS:V|IMPF|LEM:qanaTu|ROOT:qnT|3MS
w-s015-a056-w004	15:56	15:56	4	15:56:4	مِن	مِن		P					STEM|POS:P|LEM:min
w-s015-a056-w005	15:56	15:56	5	15:56:5	رَّحْمَةِ	رَحْمَة	ر ح م	N					STEM|POS:N|LEM:raHomap|ROOT:rHm|F|GEN
w-s015-a056-w006	15:56	15:56	6	15:56:6	رَبِّهِۦٓ	رَبّ	ر ب ب	N					STEM|POS:N|LEM:rab~|ROOT:rbb|M|GEN | SUFFIX|PRON:3MS
w-s015-a056-w007	15:56	15:56	7	15:56:7	إِلَّا	إِلَّا		RES					STEM|POS:RES|LEM:<il~aA
w-s015-a056-w008	15:56	15:56	8	15:56:8	ٱلضَّآلُّونَ	ضَآلّ	ض ل ل	N			ACT		PREFIX|Al+ | STEM|POS:N|ACT|PCPL|LEM:DaA^l~|ROOT:Dll|MP|NOM
w-s015-a057-w001	15:57	15:57	1	15:57:1	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s015-a057-w002	15:57	15:57	2	15:57:2	فَمَا	مَا		REL					PREFIX|f:REM+ | STEM|POS:REL|LEM:maA
w-s015-a057-w003	15:57	15:57	3	15:57:3	خَطْبُكُمْ	خَطْب	خ ط ب	N					STEM|POS:N|LEM:xaTob|ROOT:xTb|M|NOM | SUFFIX|PRON:2MP
w-s015-a057-w004	15:57	15:57	4	15:57:4	أَيُّهَا	أَيُّهَا		N					STEM|POS:N|LEM:>ay~uhaA|NOM
w-s015-a057-w005	15:57	15:57	5	15:57:5	ٱلْمُرْسَلُونَ	مُّرْسَل	ر س ل	N			PASS	IV	PREFIX|Al+ | STEM|POS:N|PASS|PCPL|(IV)|LEM:m~urosal|ROOT:rsl|MP|NOM
w-s015-a058-w001	15:58	15:58	1	15:58:1	قَالُوٓا۟	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP | SUFFIX|PRON:3MP
w-s015-a058-w002	15:58	15:58	2	15:58:2	إِنَّآ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:1P
w-s015-a058-w003	15:58	15:58	3	15:58:3	أُرْسِلْنَآ	أَرْسَلَ	ر س ل	V	PERF		PASS	IV	STEM|POS:V|PERF|PASS|(IV)|LEM:>arosala|ROOT:rsl|1P | SUFFIX|PRON:1P
w-s015-a058-w004	15:58	15:58	4	15:58:4	إِلَىٰ	إِلَىٰ		P					STEM|POS:P|LEM:<ilaY`
w-s015-a058-w005	15:58	15:58	5	15:58:5	قَوْمٍ	قَوْم	ق و م	N					STEM|POS:N|LEM:qawom|ROOT:qwm|M|INDEF|GEN
w-s015-a058-w006	15:58	15:58	6	15:58:6	مُّجْرِمِينَ	مُجْرِم	ج ر م	ADJ			ACT	IV	STEM|POS:ADJ|ACT|PCPL|(IV)|LEM:mujorim|ROOT:jrm|MP|GEN
w-s015-a059-w001	15:59	15:59	1	15:59:1	إِلَّآ	إِلَّا		RES					STEM|POS:RES|LEM:<il~aA
w-s015-a059-w002	15:59	15:59	2	15:59:2	ءَالَ	ءَال	ء و ل	N					STEM|POS:N|LEM:'aAl|ROOT:Awl|M|ACC
w-s015-a059-w003	15:59	15:59	3	15:59:3	لُوطٍ	لُوط		PN					STEM|POS:PN|LEM:luwT|GEN
w-s015-a059-w004	15:59	15:59	4	15:59:4	إِنَّا	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:1P
w-s015-a059-w005	15:59	15:59	5	15:59:5	لَمُنَجُّوهُمْ	مُنَجُّو	ن ج و	N			ACT	II	PREFIX|l:EMPH+ | STEM|POS:N|ACT|PCPL|(II)|LEM:munaj~uw|ROOT:njw|MP|NOM | SUFFIX|PRON:3MP
w-s015-a059-w006	15:59	15:59	6	15:59:6	أَجْمَعِينَ	أَجْمَعِين	ج م ع	N					STEM|POS:N|LEM:>ajomaEiyn|ROOT:jmE|MP|ACC
w-s015-a060-w001	15:60	15:60	1	15:60:1	إِلَّا	إِلَّا		RES					STEM|POS:RES|LEM:<il~aA
w-s015-a060-w002	15:60	15:60	2	15:60:2	ٱمْرَأَتَهُۥ	ٱمْرَأَت	م ر ء	N					STEM|POS:N|LEM:{mora>at|ROOT:mrA|F|ACC | SUFFIX|PRON:3MS
w-s015-a060-w003	15:60	15:60	3	15:60:3	قَدَّرْنَآ	قَدَّرَ	ق د ر	V	PERF			II	STEM|POS:V|PERF|(II)|LEM:qad~ara|ROOT:qdr|1P | SUFFIX|PRON:1P
w-s015-a060-w004	15:60	15:60	4	15:60:4	إِنَّهَا	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:3FS
w-s015-a060-w005	15:60	15:60	5	15:60:5	لَمِنَ	مِن		P					PREFIX|l:EMPH+ | STEM|POS:P|LEM:min
w-s015-a060-w006	15:60	15:60	6	15:60:6	ٱلْغَٰبِرِينَ	غَٰبِرِين	غ ب ر	N			ACT		PREFIX|Al+ | STEM|POS:N|ACT|PCPL|LEM:ga`biriyn|ROOT:gbr|MP|GEN
w-s015-a061-w001	15:61	15:61	1	15:61:1	فَلَمَّا	لَمَّا		T					PREFIX|f:CONJ+ | STEM|POS:T|LEM:lam~aA
w-s015-a061-w002	15:61	15:61	2	15:61:2	جَآءَ	جَآءَ	ج ي ء	V	PERF				STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|3MS
w-s015-a061-w003	15:61	15:61	3	15:61:3	ءَالَ	ءَال	ء و ل	N					STEM|POS:N|LEM:'aAl|ROOT:Awl|M|ACC
w-s015-a061-w004	15:61	15:61	4	15:61:4	لُوطٍ	لُوط		PN					STEM|POS:PN|LEM:luwT|GEN
w-s015-a061-w005	15:61	15:61	5	15:61:5	ٱلْمُرْسَلُونَ	مُّرْسَل	ر س ل	N			PASS	IV	PREFIX|Al+ | STEM|POS:N|PASS|PCPL|(IV)|LEM:m~urosal|ROOT:rsl|MP|NOM
w-s015-a062-w001	15:62	15:62	1	15:62:1	قَالَ	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS
w-s015-a062-w002	15:62	15:62	2	15:62:2	إِنَّكُمْ	إِنّ		ACC					STEM|POS:ACC|LEM:<in~|SP:<in~ | SUFFIX|PRON:2MP
w-s015-a062-w003	15:62	15:62	3	15:62:3	قَوْمٌ	قَوْم	ق و م	N					STEM|POS:N|LEM:qawom|ROOT:qwm|M|INDEF|NOM
w-s015-a062-w004	15:62	15:62	4	15:62:4	مُّنكَرُونَ	مُنكَر	ن ك ر	N			PASS	IV	STEM|POS:N|PASS|PCPL|(IV)|LEM:munkar|ROOT:nkr|MP|NOM
w-s015-a063-w001	15:63	15:63	1	15:63:1	قَالُوا۟	قَالَ	ق و ل	V	PERF				STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MP | SUFFIX|PRON:3MP
w-s015-a063-w002	15:63	15:63	2	15:63:2	بَلْ	بَل		RET					STEM|POS:RET|LEM:bal
w-s015-a063-w003	15:63	15:63	3	15:63:3	جِئْنَٰكَ	جَآءَ	ج ي ء	V	PERF				STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|1P | SUFFIX|PRON:1P | SUFFIX|PRON:2MS
w-s015-a063-w004	15:63	15:63	4	15:63:4	بِمَا	مَا		REL					PREFIX|bi+ | STEM|POS:REL|LEM:maA
w-s015-a063-w005	15:63	15:63	5	15:63:5	كَانُوا۟	كَانَ	ك و ن	V	PERF				STEM|POS:V|PERF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MP | SUFFIX|PRON:3MP
w-s015-a063-w006	15:63	15:63	6	15:63:6	فِيهِ	فِى		P					STEM|POS:P|LEM:fiY | SUFFIX|PRON:3MS
w-s015-a063-w007	15:63	15:63	7	15:63:7	يَمْتَرُونَ	يَمْتَرُ	م ر ي	V	IMPF			VIII	STEM|POS:V|IMPF|(VIII)|LEM:yamotaru|ROOT:mry|3MP | SUFFIX|PRON:3MP
w-s015-a064-w001	15:64	15:64	1	15:64:1	وَأَتَيْنَٰكَ	أَتَى	ء ت ي	V	PERF				PREFIX|w:CONJ+ | STEM|POS:V|PERF|LEM:>ataY|ROOT:Aty|1P | SUFFIX|PRON:1P | SUFFIX|PRON:2MS
