rank	path_id	path_score	label_hint	ayahs	roots	branch_chain
829	P0829	0.7193	date / blood / fruit / palm	5,6,7,10,11	ج م ع ح ص ل ر ب ب ش ه د	ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
830	P0830	0.7191	cattle / kinship_society/social_relations / ribcage / livestock	4,5,6,8,10,11	ء ن س ث و ر ج م ع ح ب ب ر ب ب ص د ر ن ق ع و س ط	ث و ر:B004:الثور: ذكر البقر | ن ق ع:B003:نقيعة طعام أو نحر أو لبن | و س ط:B005:الوساطة بين الناس | ج م ع:B006:اتصال الجماع والمجامعة | ء ن س:B001:ظهور الإنسان المخالف للتوحش والجن | ر ب ب:B014:رَبْرَب قطيع | ح ب ب:B010:الحبحاب الصغير القصير | ص د ر:B001:الصدر الجارحة وما يتصل بها
831	P0831	0.719	division / residue / cutting / space_form_boundary/boundary	4,5,6,8,9,10,11	ب ع ث ر ث و ر ح ب ب ح ص ل ر ب ب ش د د ك ن د و س ط	ث و ر:B002:إثارة الشيء وتحريكه من موضعه | و س ط:B006:قطع الشيء نصفين | ر ب ب:B001:ربوبية وملك وسيادة | ك ن د:B001:القطع والانفصال | ح ب ب:B001:الحبة التي تنبت وتحمل الحب | ش د د:B001:شد العقد والوثاق | ب ع ث ر:B001:قلب التراب وكشف المدفون | ح ص ل:B003:البقية والحثالة بعد الرفع أو الفصل
832	P0832	0.719	sweetness / drink / date / fruit	1,2,3,5,6,7,8,10,11	ج م ع ح ص ل خ ي ر ر ب ب ش ه د ص ب ح ض ب ح ق د ح	ض ب ح:B003:إحراق أعالي العود | ق د ح:B005:غرف ما في القدر | ص ب ح:B003:الصبوح | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B017:رباني الملاحين | ش ه د:B007:الشَّهْد في الشمع | خ ي ر:B006:استدراج الحيوان من جحره | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
833	P0833	0.7189	sweetness / date / fruit / palm	5,6,7,8,10,11	ج م ع ح ص ل ر ب ب ش د د ش ه د	ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B017:رباني الملاحين | ش ه د:B007:الشَّهْد في الشمع | ش د د:B006:شدة البخل | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
834	P0834	0.7187	drink / water / quenching / blood	1,2,3,4,6,7,8,11	ح ب ب خ ب ر ر ب ب ش ه د ص ب ح ض ب ح ق د ح ن ق ع	ض ب ح:B003:إحراق أعالي العود | ق د ح:B005:غرف ما في القدر | ص ب ح:B003:الصبوح | ن ق ع:B002:ماء ينقع الغلة ويروي | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | ح ب ب:B006:الري حتى الامتلاء | خ ب ر:B002:لين الأرض ومائها
835	P0835	0.7187	experience / change / water / resource	1,2,3,4,6,9,10,11	ث و ر ر ب ب ص ب ح ص د ر ع د و ع ل م ن ق ع و ر ي	ع د و:B012:العَنْدَأْوَة في الالتواء والعسر | و ر ي:B007:ولد الولد يأتي من وراء الابن | ص ب ح:B010:أصبح بمعنى صار | ث و ر:B007:ثور الماء: طحلب يعلو السطح | ن ق ع:B008:شراب بأنقع مجرب للموارد | ر ب ب:B013:ماء رَبَب كثير | ع ل م:B005:ماء كثير مجتمع في عيلم | ص د ر:B003:الصُّدور عن المورد
836	P0836	0.7185	result / benefit / welfare / virtue	2,3,4,5,6,8,10,11	ث و ر ج م ع ح ص ل خ ي ر ر ب ب غ ي ر و ر ي و س ط	و ر ي:B005:ستر الشيء وجعله وراء الظهور | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ث و ر:B003:هيجان إلى مواجهة أو غضب | و س ط:B003:الدخول أو الجعل في الوسط | ج م ع:B009:اكتمال الشيء كله بلا تفرق أو نقص | ر ب ب:B006:رُبّ خاثر وإصلاح به | خ ي ر:B001:الميل إلى الخير النافع | ح ص ل:B001:جمع الشيء حتى يظهر حاصله
837	P0837	0.7181	drink / quenching / water / fire	1,2,3,4,6,8,11	ح ب ب خ ي ر ر ب ب ص ب ح ض ب ح غ ي ر ق د ح ن ق ع	ض ب ح:B003:إحراق أعالي العود | ق د ح:B008:ضمر الفرس وغؤور العين | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ص ب ح:B003:الصبوح | ن ق ع:B002:ماء ينقع الغلة ويروي | ر ب ب:B006:رُبّ خاثر وإصلاح به | ح ب ب:B006:الري حتى الامتلاء | خ ي ر:B006:استدراج الحيوان من جحره
838	P0838	0.718	selection / drink / balance / container	2,3,5,6,8,11	ح ب ب خ ي ر ر ب ب ص ب ح غ ي ر ق د ح و ر ي و س ط	و ر ي:B003:زند يقدح نجاحا أو نصرة | ق د ح:B006:قدح الشرب | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ص ب ح:B003:الصبوح | و س ط:B001:العدل والخيار في موضع الوسط | ر ب ب:B006:رُبّ خاثر وإصلاح به | ح ب ب:B006:الري حتى الامتلاء | خ ي ر:B003:طلب الخير بالاختيار والاستخارة
839	P0839	0.718	spark / ignition / sweetness / energy	1,2,5,6,7,8,10,11	ج م ع ح ص ل ر ب ب ش د د ش ه د ع د و ق د ح و ر ي	ع د و:B011:العَدَوِيّة من نبات الصيف | و ر ي:B002:نار كامنة تخرج من الزند | ق د ح:B001:إيراء النار بالقدح | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B012:ربة نبات | ش ه د:B007:الشَّهْد في الشمع | ش د د:B006:شدة البخل | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
840	P0840	0.7177	selection / running / quality / locomotion	1,2,3,5,6,8,11	خ ي ر ر ب ب ش د د ض ب ح ع د و غ ي ر و ر ي و س ط	ع د و:B002:العَدْو والحَضْر | ض ب ح:B002:عدو ممدود الضبعين | و ر ي:B006:الجانب الوراء: خلف أو أمام أو سوى | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | و س ط:B004:مرتبة وسطى بين الجيد والرديء | ر ب ب:B006:رُبّ خاثر وإصلاح به | خ ي ر:B002:فضل الصلاح والاصطفاء | ش د د:B003:شد الحملة والعدو
841	P0841	0.7171	division / knot / sweetness / gift	5,6,7,8,10,11	ح ب ب ح ص ل خ ي ر ر ب ب ش د د ش ه د ك ن د و س ط	و س ط:B006:قطع الشيء نصفين | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ك ن د:B001:القطع والانفصال | ش ه د:B007:الشَّهْد في الشمع | ح ب ب:B003:صيغة المدح وغاية الرغبة | خ ي ر:B005:الكرم والهبة | ش د د:B001:شد العقد والوثاق | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
842	P0842	0.7169	fire / water / hydrology / abundance	1,2,3,4,6,8,9,10,11	ح ب ب ح ص ل ر ب ب ص ب ح ض ب ح ع ل م ق د ح ن ق ع	ض ب ح:B003:إحراق أعالي العود | ق د ح:B008:ضمر الفرس وغؤور العين | ص ب ح:B002:الإتيان صباحا | ن ق ع:B002:ماء ينقع الغلة ويروي | ر ب ب:B013:ماء رَبَب كثير | ح ب ب:B011:نار الحباحب شرر لا ينتفع به | ع ل م:B005:ماء كثير مجتمع في عيلم | ح ص ل:B004:موضع يجتمع فيه الطعام في جوف الطائر
843	P0843	0.7169	fire / spark / energy / ember	1,2,3,4,8,10,11	ح ب ب ح ص ل خ ب ر ص ب ح ض ب ح ق د ح ن ق ع و ر ي	ض ب ح:B003:إحراق أعالي العود | و ر ي:B002:نار كامنة تخرج من الزند | ق د ح:B001:إيراء النار بالقدح | ص ب ح:B002:الإتيان صباحا | ن ق ع:B002:ماء ينقع الغلة ويروي | ح ب ب:B011:نار الحباحب شرر لا ينتفع به | ح ص ل:B004:موضع يجتمع فيه الطعام في جوف الطائر | خ ب ر:B002:لين الأرض ومائها
844	P0844	0.7168	alliance / expression / language / epidemiology	1,2,3,5,6,7,8,9	ء ن س ب ع ث ر ج م ع ش د د ش ه د ع د و غ ي ر ق د ح	ع د و:B006:العَدْوى في انتقال الداء | ق د ح:B010:اقتداح الأمر بالنظر والتدبير | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ء ن س:B005:إنسان العين وصورة الإنسان في السواد | ش ه د:B005:اللسان الشاهد | ش د د:B004:بلوغ الأشد | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
845	P0845	0.7168	surface / kinship_society/household_community / multitude / centering	2,4,5,6,8,9,10,11	ث و ر ج م ع ح ب ب ر ب ب ص د ر ع ل م و ر ي و س ط	و ر ي:B007:ولد الولد يأتي من وراء الابن | ث و ر:B007:ثور الماء: طحلب يعلو السطح | و س ط:B003:الدخول أو الجعل في الوسط | ج م ع:B002:جماعة اجتمعت أو أخلاط ضمتها الجهة | ر ب ب:B004:ربة وجماعات كثيرة | ح ب ب:B008:حباب الماء فقاقيعه وطرائقه | ع ل م:B005:ماء كثير مجتمع في عيلم | ص د ر:B003:الصُّدور عن المورد
846	P0846	0.7168	residue / cycle / light / zenith	1,3,6,8,9,11	ر ب ب ش د د ص ب ح ض ب ح ع د و ع ل م	ع د و:B012:العَنْدَأْوَة في الالتواء والعسر | ض ب ح:B005:الرماد | ص ب ح:B001:الصبح وأول النهار | ر ب ب:B011:ربابة عهد وميثاق | ش د د:B005:شد النهار وارتفاعه | ع ل م:B007:ذكر الضباع يسمى العيلام
847	P0847	0.7164	water / soil / mobility / ecology	1,3,4,6,8,9,11	ح ب ب خ ب ر ر ب ب ص ب ح ع د و ع ل م ك ن د ن ق ع	ع د و:B010:العَدْواء في صلابة المكان واضطرابه | ص ب ح:B002:الإتيان صباحا | ن ق ع:B002:ماء ينقع الغلة ويروي | ر ب ب:B007:لزوم وإقامة ودوام | ك ن د:B003:الأرض التي لا تنبت | ح ب ب:B005:البعير يلزم مكانه من عجز | ع ل م:B004:شق ظاهر في الشفة العليا | خ ب ر:B002:لين الأرض ومائها
848	P0848	0.7163	storage / vessel / container / plant	1,4,5,6,8,9,10,11	ث و ر ج م ع ح ب ب خ ب ر ر ب ب ص د ر ع د و ق ب ر	ع د و:B011:العَدَوِيّة من نبات الصيف | ث و ر:B006:ثور اسما لمكان أو قوم أو برج | ج م ع:B012:عظم الشيء كأنه جامع ممتلئ | ر ب ب:B008:رباب السحاب | ح ب ب:B007:الحب جرة عظيمة أو موضعها | ق ب ر:B003:القُبَّرة الطائر | ص د ر:B006:الطائفة من الشيء | خ ب ر:B005:اللِّين في النبات والوبر والزبد
849	P0849	0.7163	color / alliance / change / complicity	1,2,3,5,6,8,9,11	ب ع ث ر ج م ع ح ب ب ر ب ب ص ب ح ض ب ح غ ي ر ق د ح	ض ب ح:B004:تغير اللون إلى السواد | ق د ح:B010:اقتداح الأمر بالنظر والتدبير | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ص ب ح:B006:الصُّبْحة والصباحة | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B004:ربة وجماعات كثيرة | ح ب ب:B004:حبة القلب سويداؤه | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
850	P0850	0.716	solid / extraction / storage / vessel	1,2,4,5,6,8,9,10,11	ب ع ث ر ث و ر ج م ع ح ب ب ح ص ل ر ب ب ع د و ق د ح	ع د و:B011:العَدَوِيّة من نبات الصيف | ق د ح:B009:رخص أطراف النبت | ث و ر:B005:ثورة الأقط: قطعة جامدة | ج م ع:B012:عظم الشيء كأنه جامع ممتلئ | ر ب ب:B012:ربة نبات | ح ب ب:B007:الحب جرة عظيمة أو موضعها | ب ع ث ر:B001:قلب التراب وكشف المدفون | ح ص ل:B002:استخراج اللب أو النفيس من غلافه
851	P0851	0.7157	tooth / anger / body_health_life/anatomy / ecology	1,2,4,5,6,8,9,10,11	ج م ع ح ب ب ح ص ل ر ب ب ع د و ق ب ر ق د ح ن ق ع	ع د و:B011:العَدَوِيّة من نبات الصيف | ق د ح:B004:أكال الشجر والسن | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B005:قبضة الكف إذا ضمت الأصابع | ر ب ب:B012:ربة نبات | ح ب ب:B009:حبب الأسنان انتظام كالدرر | ق ب ر:B004:طرف الأنف في الغضب | ح ص ل:B002:استخراج اللب أو النفيس من غلافه
852	P0852	0.7157	alliance / complicity / identity / collusion	2,3,5,8,9	ب ع ث ر ج م ع ش د د غ ي ر ق د ح	ق د ح:B003:طعن في النسب | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ش د د:B004:بلوغ الأشد | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
853	P0853	0.7155	drink / date / blood / fruit	2,3,5,6,7,8,10,11	ج م ع ح ب ب ح ص ل ر ب ب ش ه د ص ب ح ق د ح و ر ي	و ر ي:B007:ولد الولد يأتي من وراء الابن | ق د ح:B005:غرف ما في القدر | ص ب ح:B003:الصبوح | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | ح ب ب:B006:الري حتى الامتلاء | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
854	P0854	0.7154	fire / spark / ignition / combustion	1,2,3,5,6,8,9,11	ب ع ث ر ج م ع ر ب ب ش د د ض ب ح غ ي ر ق د ح و ر ي	ض ب ح:B003:إحراق أعالي العود | و ر ي:B002:نار كامنة تخرج من الزند | ق د ح:B001:إيراء النار بالقدح | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B016:رُبَى حاجة وعقدة ونعمة | ش د د:B001:شد العقد والوثاق | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض
855	P0855	0.7152	fire / knowledge / report / combustion	1,2,6,7,8,9,11	ء ن س خ ب ر خ ي ر ش ه د ض ب ح ع ل م ق د ح و ر ي	ض ب ح:B003:إحراق أعالي العود | و ر ي:B003:زند يقدح نجاحا أو نصرة | ق د ح:B001:إيراء النار بالقدح | ء ن س:B006:ابن الإنس للنفس والصفوة | ش ه د:B002:البيان بعلم | خ ي ر:B003:طلب الخير بالاختيار والاستخارة | ع ل م:B001:انكشاف الشيء للعارف | خ ب ر:B001:العلم بالخبر وباطن الأمر
856	P0856	0.715	knowledge / cognition_perception/knowledge_learning / report / epistemology	1,5,6,7,8,9,11	ج م ع خ ب ر ر ب ب ش د د ش ه د ع د و ع ل م و س ط	ع د و:B003:العَدُوّ والعداوة | و س ط:B003:الدخول أو الجعل في الوسط | ج م ع:B002:جماعة اجتمعت أو أخلاط ضمتها الجهة | ر ب ب:B003:علم رباني | ش ه د:B002:البيان بعلم | ش د د:B003:شد الحملة والعدو | ع ل م:B001:انكشاف الشيء للعارف | خ ب ر:B001:العلم بالخبر وباطن الأمر
857	P0857	0.7144	gambling / top / basin / arrow	2,4,5,6,8,9,10,11	ب ع ث ر ج م ع ح ب ب ر ب ب ص د ر ق د ح ن ق ع و س ط	ق د ح:B007:عود السهم والقدح في الميسر | ن ق ع:B001:استقرار الماء وما ينقع فيه | و س ط:B003:الدخول أو الجعل في الوسط | ج م ع:B002:جماعة اجتمعت أو أخلاط ضمتها الجهة | ر ب ب:B010:ربابة تجمع القداح | ح ب ب:B008:حباب الماء فقاقيعه وطرائقه | ب ع ث ر:B003:هدم الحوض وقلب أسفله أعلاه | ص د ر:B002:المقدّم والأعلى والأول
858	P0858	0.7143	presence / water / warfare / foe	1,3,4,5,7,8,11	ج م ع خ ب ر ش د د ش ه د ص ب ح ض ب ح ع د و ن ق ع	ع د و:B003:العَدُوّ والعداوة | ض ب ح:B001:صوت الضباح | ص ب ح:B002:الإتيان صباحا | ن ق ع:B002:ماء ينقع الغلة ويروي | ج م ع:B004:موضع أو يوم أو نداء يجمع الناس | ش ه د:B001:الحضور مع المشاهدة | ش د د:B003:شد الحملة والعدو | خ ب ر:B002:لين الأرض ومائها
859	P0859	0.7141	residue / carnivore / hyena / powder	1,6,8,9,11	ر ب ب ش د د ض ب ح ع د و ع ل م	ع د و:B012:العَنْدَأْوَة في الالتواء والعسر | ض ب ح:B005:الرماد | ر ب ب:B011:ربابة عهد وميثاق | ش د د:B001:شد العقد والوثاق | ع ل م:B007:ذكر الضباع يسمى العيلام
860	P0860	0.714	tooth / date / agriculture / fruit	1,2,5,6,8,10,11	ج م ع ح ب ب ح ص ل خ ي ر ر ب ب ض ب ح ع د و ق د ح	ع د و:B011:العَدَوِيّة من نبات الصيف | ض ب ح:B003:إحراق أعالي العود | ق د ح:B004:أكال الشجر والسن | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B012:ربة نبات | ح ب ب:B009:حبب الأسنان انتظام كالدرر | خ ي ر:B006:استدراج الحيوان من جحره | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
861	P0861	0.7138	solid / portion / division / storage	4,5,6,8,9,10,11	ث و ر ج م ع ح ب ب خ ب ر ر ب ب ص د ر ع ل م و س ط	ث و ر:B005:ثورة الأقط: قطعة جامدة | و س ط:B006:قطع الشيء نصفين | ج م ع:B012:عظم الشيء كأنه جامع ممتلئ | ر ب ب:B008:رباب السحاب | ح ب ب:B007:الحب جرة عظيمة أو موضعها | ع ل م:B004:شق ظاهر في الشفة العليا | ص د ر:B006:الطائفة من الشيء | خ ب ر:B005:اللِّين في النبات والوبر والزبد
862	P0862	0.7138	spark / ignition / drink / energy	1,2,3,6,7,8,11	ح ب ب ر ب ب ش ه د ص ب ح ع د و غ ي ر ق د ح و ر ي	ع د و:B006:العَدْوى في انتقال الداء | و ر ي:B002:نار كامنة تخرج من الزند | ق د ح:B001:إيراء النار بالقدح | غ ي ر:B002:الغَيْر في الدية | ص ب ح:B003:الصبوح | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | ح ب ب:B006:الري حتى الامتلاء
863	P0863	0.7137	water / quenching / satiation / syrup	3,4,6,8,11	ح ب ب خ ب ر ر ب ب غ ي ر ن ق ع	غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ن ق ع:B002:ماء ينقع الغلة ويروي | ر ب ب:B006:رُبّ خاثر وإصلاح به | ح ب ب:B006:الري حتى الامتلاء | خ ب ر:B002:لين الأرض ومائها
864	P0864	0.7136	cattle / community / warfare / society	1,4,5,6,8,10,11	ء ن س ث و ر ج م ع ح ب ب ر ب ب ش د د ص د ر ع د و	ع د و:B003:العَدُوّ والعداوة | ث و ر:B004:الثور: ذكر البقر | ج م ع:B002:جماعة اجتمعت أو أخلاط ضمتها الجهة | ء ن س:B001:ظهور الإنسان المخالف للتوحش والجن | ر ب ب:B014:رَبْرَب قطيع | ح ب ب:B010:الحبحاب الصغير القصير | ش د د:B003:شد الحملة والعدو | ص د ر:B001:الصدر الجارحة وما يتصل بها
865	P0865	0.7136	gambling / desire / death / storage	2,3,4,5,6,8,11	ج م ع ح ب ب خ ب ر خ ي ر ر ب ب ص ب ح ن ق ع و ر ي	و ر ي:B004:شحم وار وسمن ظاهر | ص ب ح:B008:الناقة المصباح | ن ق ع:B006:سم ناقع ثابت أو قاتل | ج م ع:B008:القيد الذي يجمع اليدين إلى العنق | ر ب ب:B010:ربابة تجمع القداح | ح ب ب:B003:صيغة المدح وغاية الرغبة | خ ي ر:B005:الكرم والهبة | خ ب ر:B004:الغزر في المزادة والناقة
866	P0866	0.7135	alliance / anger / light / color	1,2,3,4,5,6,9	ب ع ث ر ج م ع ص ب ح ض ب ح ق ب ر ق د ح ك ن د ن ق ع	ض ب ح:B004:تغير اللون إلى السواد | ق د ح:B003:طعن في النسب | ص ب ح:B005:المصباح والسراج | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ك ن د:B002:كفران النعمة والمودة | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض | ق ب ر:B004:طرف الأنف في الغضب
867	P0867	0.7135	burial / grave / grammar / extraction	4,6,9,10,11	ب ع ث ر ث و ر ح ص ل ر ب ب ع ل م ق ب ر	ث و ر:B002:إثارة الشيء وتحريكه من موضعه | ر ب ب:B015:حرف رب وربما | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ب ع ث ر:B001:قلب التراب وكشف المدفون | ق ب ر:B001:مواراة الميت في القبر | ح ص ل:B002:استخراج اللب أو النفيس من غلافه
868	P0868	0.7134	sweetness / decision / anger / fruit	2,4,5,6,7,8,9,10,11	ج م ع ح ص ل ر ب ب ش د د ش ه د ق ب ر ق د ح ن ق ع	ق د ح:B010:اقتداح الأمر بالنظر والتدبير | ن ق ع:B009:نقعه بالشتم القبيح | ج م ع:B003:عزم محكم جمع الرأي بعد تفرقه | ر ب ب:B017:رباني الملاحين | ش ه د:B007:الشَّهْد في الشمع | ش د د:B006:شدة البخل | ق ب ر:B004:طرف الأنف في الغضب | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
869	P0869	0.7134	fire / spark / energy / ember	1,2,5,6,7,8,10	ء ن س ج م ع ح ب ب ح ص ل ش ه د ض ب ح ق د ح و ر ي	ض ب ح:B003:إحراق أعالي العود | و ر ي:B002:نار كامنة تخرج من الزند | ق د ح:B001:إيراء النار بالقدح | ج م ع:B004:موضع أو يوم أو نداء يجمع الناس | ء ن س:B005:إنسان العين وصورة الإنسان في السواد | ش ه د:B001:الحضور مع المشاهدة | ح ب ب:B011:نار الحباحب شرر لا ينتفع به | ح ص ل:B004:موضع يجتمع فيه الطعام في جوف الطائر
870	P0870	0.7133	color / date / blood / fruit	1,2,3,5,6,7,8,10,11	ج م ع ح ص ل ر ب ب ش د د ش ه د ص ب ح ض ب ح ق د ح	ض ب ح:B004:تغير اللون إلى السواد | ق د ح:B002:نقر الشيء وعيبه | ص ب ح:B006:الصُّبْحة والصباحة | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B009:شاة رُبّى وحداثة | ش ه د:B006:الخارج عند الولادة والإدراك | ش د د:B002:شدة القوة والصلابة | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده
871	P0871	0.7127	division / solid / sweetness / cutting	4,5,6,7,8,10,11	ث و ر ج م ع ر ب ب ش د د ش ه د ص د ر ك ن د و س ط	ث و ر:B005:ثورة الأقط: قطعة جامدة | و س ط:B006:قطع الشيء نصفين | ج م ع:B012:عظم الشيء كأنه جامع ممتلئ | ر ب ب:B001:ربوبية وملك وسيادة | ك ن د:B001:القطع والانفصال | ش ه د:B007:الشَّهْد في الشمع | ش د د:B001:شد العقد والوثاق | ص د ر:B006:الطائفة من الشيء
872	P0872	0.7127	botany / sweetness / date / softness	1,2,5,6,7,8,10,11	ج م ع ح ص ل خ ب ر ر ب ب ش د د ش ه د ع د و ق د ح	ع د و:B009:العَداء والعُدوة في الجانب والطوار | ق د ح:B009:رخص أطراف النبت | ج م ع:B011:نخل دقل اجتمع من النوى لا يعرف اسمه | ر ب ب:B012:ربة نبات | ش ه د:B007:الشَّهْد في الشمع | ش د د:B003:شد الحملة والعدو | ح ص ل:B005:بلح حصل من النخلة قبل اشتداده | خ ب ر:B005:اللِّين في النبات والوبر والزبد
873	P0873	0.7124	fire / spark / light / energy	1,2,3,6,8	ح ب ب خ ي ر ص ب ح ض ب ح ق د ح ك ن د و ر ي	ض ب ح:B003:إحراق أعالي العود | و ر ي:B002:نار كامنة تخرج من الزند | ق د ح:B001:إيراء النار بالقدح | ص ب ح:B005:المصباح والسراج | ك ن د:B002:كفران النعمة والمودة | ح ب ب:B011:نار الحباحب شرر لا ينتفع به | خ ي ر:B006:استدراج الحيوان من جحره
874	P0874	0.7123	benefit / welfare / virtue / medicine	1,2,3,4,6,8,11	ث و ر ح ب ب خ ي ر ر ب ب ض ب ح ع د و غ ي ر و ر ي	ع د و:B009:العَداء والعُدوة في الجانب والطوار | ض ب ح:B002:عدو ممدود الضبعين | و ر ي:B001:داء يأكل الجوف أو يصيب الرئة | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح | ث و ر:B003:هيجان إلى مواجهة أو غضب | ر ب ب:B006:رُبّ خاثر وإصلاح به | ح ب ب:B006:الري حتى الامتلاء | خ ي ر:B001:الميل إلى الخير النافع
875	P0875	0.7122	sign / selection / mark / heraldry	2,4,5,6,7,8,9,11	ب ع ث ر ث و ر ج م ع خ ي ر ر ب ب ش ه د ع ل م و ر ي	و ر ي:B003:زند يقدح نجاحا أو نصرة | ث و ر:B002:إثارة الشيء وتحريكه من موضعه | ج م ع:B010:استجماع القوة أو السير حتى تتلاحق أجزاؤه | ر ب ب:B002:إصلاح وتربية وإتمام | ش ه د:B008:العلامة الشاهدة | خ ي ر:B003:طلب الخير بالاختيار والاستخارة | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ب ع ث ر:B001:قلب التراب وكشف المدفون
876	P0876	0.712	honor / orientation / protectiveness / nurse	2,3,6,8,9,10,11	ء ن س ح ب ب ر ب ب ص د ر ع ل م غ ي ر و ر ي	و ر ي:B007:ولد الولد يأتي من وراء الابن | غ ي ر:B004:الغَيْرة على الأهل | ء ن س:B004:الجانب الإنسي المقبل على الإنسان | ر ب ب:B005:ربيب وربيبة ورابة | ح ب ب:B005:البعير يلزم مكانه من عجز | ع ل م:B004:شق ظاهر في الشفة العليا | ص د ر:B003:الصُّدور عن المورد
877	P0877	0.7119	overcast / foam / split / immobility	4,6,8,9,11	ث و ر ح ب ب خ ب ر ر ب ب ع ل م	ث و ر:B006:ثور اسما لمكان أو قوم أو برج | ر ب ب:B008:رباب السحاب | ح ب ب:B005:البعير يلزم مكانه من عجز | ع ل م:B004:شق ظاهر في الشفة العليا | خ ب ر:B005:اللِّين في النبات والوبر والزبد
878	P0878	0.7119	alliance / honor / protectiveness / complicity	2,3,5,6,10,11	ج م ع ر ب ب ص د ر غ ي ر و ر ي	و ر ي:B007:ولد الولد يأتي من وراء الابن | غ ي ر:B004:الغَيْرة على الأهل | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B005:ربيب وربيبة ورابة | ص د ر:B003:الصُّدور عن المورد
879	P0879	0.7118	alliance / complicity / confiscation / thousand	2,5,6,9,10,11	ب ع ث ر ج م ع ر ب ب ص د ر ق د ح	ق د ح:B003:طعن في النسب | ج م ع:B013:ممالأة واجتماع مع غيرك على أمر | ر ب ب:B004:ربة وجماعات كثيرة | ب ع ث ر:B002:تبديد المتاع وقلب بعضه على بعض | ص د ر:B005:المصادرة على مال
880	P0880	0.7115	decision / residue / expression / cycle	1,2,3,5,6,7,8,9	ء ن س ج م ع ش د د ش ه د ص ب ح ض ب ح ع ل م ق د ح	ض ب ح:B005:الرماد | ق د ح:B010:اقتداح الأمر بالنظر والتدبير | ص ب ح:B001:الصبح وأول النهار | ج م ع:B003:عزم محكم جمع الرأي بعد تفرقه | ء ن س:B005:إنسان العين وصورة الإنسان في السواد | ش ه د:B005:اللسان الشاهد | ش د د:B005:شد النهار وارتفاعه | ع ل م:B007:ذكر الضباع يسمى العيلام
