source_token_id	ayah_ref	source_token_index	surface_ar	word_ids	qac_word_refs	binding_status
t-s034-a033-w007	34:33	7	مَكْرُ	w-s034-a033-w007	34:33:7	one_to_one
t-s034-a033-w008	34:33	8	ٱلَّيْلِ	w-s034-a033-w008	34:33:8	one_to_one
t-s034-a033-w009	34:33	9	وَٱلنَّهَارِ	w-s034-a033-w009	34:33:9	one_to_one
t-s034-a033-w010	34:33	10	إِذْ	w-s034-a033-w010	34:33:10	one_to_one
t-s034-a033-w011	34:33	11	تَأْمُرُونَنَآ	w-s034-a033-w011	34:33:11	one_to_one
t-s034-a033-w012	34:33	12	أَن	w-s034-a033-w012	34:33:12	one_to_one
t-s034-a033-w013	34:33	13	نَّكْفُرَ	w-s034-a033-w013	34:33:13	one_to_one
t-s034-a033-w014	34:33	14	بِٱللَّهِ	w-s034-a033-w014	34:33:14	one_to_one
t-s034-a033-w015	34:33	15	وَنَجْعَلَ	w-s034-a033-w015	34:33:15	one_to_one
t-s034-a033-w016	34:33	16	لَهُۥٓ	w-s034-a033-w016	34:33:16	one_to_one
t-s034-a033-w017	34:33	17	أَندَادًۭا	w-s034-a033-w017	34:33:17	one_to_one
t-s034-a033-w018	34:33	18	وَأَسَرُّوا۟	w-s034-a033-w018	34:33:18	one_to_one
t-s034-a033-w019	34:33	19	ٱلنَّدَامَةَ	w-s034-a033-w019	34:33:19	one_to_one
t-s034-a033-w020	34:33	20	لَمَّا	w-s034-a033-w020	34:33:20	one_to_one
t-s034-a033-w021	34:33	21	رَأَوُا۟	w-s034-a033-w021	34:33:21	one_to_one
t-s034-a033-w022	34:33	22	ٱلْعَذَابَ	w-s034-a033-w022	34:33:22	one_to_one
t-s034-a033-w023	34:33	23	وَجَعَلْنَا	w-s034-a033-w023	34:33:23	one_to_one
t-s034-a033-w024	34:33	24	ٱلْأَغْلَٰلَ	w-s034-a033-w024	34:33:24	one_to_one
t-s034-a033-w025	34:33	25	فِىٓ	w-s034-a033-w025	34:33:25	one_to_one
t-s034-a033-w026	34:33	26	أَعْنَاقِ	w-s034-a033-w026	34:33:26	one_to_one
t-s034-a033-w027	34:33	27	ٱلَّذِينَ	w-s034-a033-w027	34:33:27	one_to_one
t-s034-a033-w028	34:33	28	كَفَرُوا۟	w-s034-a033-w028	34:33:28	one_to_one
t-s034-a033-w029	34:33	29	هَلْ	w-s034-a033-w029	34:33:29	one_to_one
t-s034-a033-w030	34:33	30	يُجْزَوْنَ	w-s034-a033-w030	34:33:30	one_to_one
t-s034-a033-w031	34:33	31	إِلَّا	w-s034-a033-w031	34:33:31	one_to_one
t-s034-a033-w032	34:33	32	مَا	w-s034-a033-w032	34:33:32	one_to_one
t-s034-a033-w033	34:33	33	كَانُوا۟	w-s034-a033-w033	34:33:33	one_to_one
t-s034-a033-w034	34:33	34	يَعْمَلُونَ	w-s034-a033-w034	34:33:34	one_to_one
t-s034-a034-w001	34:34	1	وَمَآ	w-s034-a034-w001	34:34:1	one_to_one
t-s034-a034-w002	34:34	2	أَرْسَلْنَا	w-s034-a034-w002	34:34:2	one_to_one
t-s034-a034-w003	34:34	3	فِى	w-s034-a034-w003	34:34:3	one_to_one
t-s034-a034-w004	34:34	4	قَرْيَةٍۢ	w-s034-a034-w004	34:34:4	one_to_one
t-s034-a034-w005	34:34	5	مِّن	w-s034-a034-w005	34:34:5	one_to_one
t-s034-a034-w006	34:34	6	نَّذِيرٍ	w-s034-a034-w006	34:34:6	one_to_one
t-s034-a034-w007	34:34	7	إِلَّا	w-s034-a034-w007	34:34:7	one_to_one
t-s034-a034-w008	34:34	8	قَالَ	w-s034-a034-w008	34:34:8	one_to_one
t-s034-a034-w009	34:34	9	مُتْرَفُوهَآ	w-s034-a034-w009	34:34:9	one_to_one
t-s034-a034-w010	34:34	10	إِنَّا	w-s034-a034-w010	34:34:10	one_to_one
t-s034-a034-w011	34:34	11	بِمَآ	w-s034-a034-w011	34:34:11	one_to_one
t-s034-a034-w012	34:34	12	أُرْسِلْتُم	w-s034-a034-w012	34:34:12	one_to_one
t-s034-a034-w013	34:34	13	بِهِۦ	w-s034-a034-w013	34:34:13	one_to_one
t-s034-a034-w014	34:34	14	كَٰفِرُونَ	w-s034-a034-w014	34:34:14	one_to_one
t-s034-a035-w001	34:35	1	وَقَالُوا۟	w-s034-a035-w001	34:35:1	one_to_one
t-s034-a035-w002	34:35	2	نَحْنُ	w-s034-a035-w002	34:35:2	one_to_one
t-s034-a035-w003	34:35	3	أَكْثَرُ	w-s034-a035-w003	34:35:3	one_to_one
t-s034-a035-w004	34:35	4	أَمْوَٰلًۭا	w-s034-a035-w004	34:35:4	one_to_one
t-s034-a035-w005	34:35	5	وَأَوْلَٰدًۭا	w-s034-a035-w005	34:35:5	one_to_one
t-s034-a035-w006	34:35	6	وَمَا	w-s034-a035-w006	34:35:6	one_to_one
t-s034-a035-w007	34:35	7	نَحْنُ	w-s034-a035-w007	34:35:7	one_to_one
t-s034-a035-w008	34:35	8	بِمُعَذَّبِينَ	w-s034-a035-w008	34:35:8	one_to_one
t-s034-a036-w001	34:36	1	قُلْ	w-s034-a036-w001	34:36:1	one_to_one
t-s034-a036-w002	34:36	2	إِنَّ	w-s034-a036-w002	34:36:2	one_to_one
t-s034-a036-w003	34:36	3	رَبِّى	w-s034-a036-w003	34:36:3	one_to_one
t-s034-a036-w004	34:36	4	يَبْسُطُ	w-s034-a036-w004	34:36:4	one_to_one
t-s034-a036-w005	34:36	5	ٱلرِّزْقَ	w-s034-a036-w005	34:36:5	one_to_one
t-s034-a036-w006	34:36	6	لِمَن	w-s034-a036-w006	34:36:6	one_to_one
t-s034-a036-w007	34:36	7	يَشَآءُ	w-s034-a036-w007	34:36:7	one_to_one
t-s034-a036-w008	34:36	8	وَيَقْدِرُ	w-s034-a036-w008	34:36:8	one_to_one
t-s034-a036-w009	34:36	9	وَلَٰكِنَّ	w-s034-a036-w009	34:36:9	one_to_one
t-s034-a036-w010	34:36	10	أَكْثَرَ	w-s034-a036-w010	34:36:10	one_to_one
t-s034-a036-w011	34:36	11	ٱلنَّاسِ	w-s034-a036-w011	34:36:11	one_to_one
t-s034-a036-w012	34:36	12	لَا	w-s034-a036-w012	34:36:12	one_to_one
t-s034-a036-w013	34:36	13	يَعْلَمُونَ	w-s034-a036-w013	34:36:13	one_to_one
t-s034-a037-w001	34:37	1	وَمَآ	w-s034-a037-w001	34:37:1	one_to_one
t-s034-a037-w002	34:37	2	أَمْوَٰلُكُمْ	w-s034-a037-w002	34:37:2	one_to_one
t-s034-a037-w003	34:37	3	وَلَآ	w-s034-a037-w003	34:37:3	one_to_one
t-s034-a037-w004	34:37	4	أَوْلَٰدُكُم	w-s034-a037-w004	34:37:4	one_to_one
t-s034-a037-w005	34:37	5	بِٱلَّتِى	w-s034-a037-w005	34:37:5	one_to_one
t-s034-a037-w006	34:37	6	تُقَرِّبُكُمْ	w-s034-a037-w006	34:37:6	one_to_one
t-s034-a037-w007	34:37	7	عِندَنَا	w-s034-a037-w007	34:37:7	one_to_one
t-s034-a037-w008	34:37	8	زُلْفَىٰٓ	w-s034-a037-w008	34:37:8	one_to_one
t-s034-a037-w009	34:37	9	إِلَّا	w-s034-a037-w009	34:37:9	one_to_one
t-s034-a037-w010	34:37	10	مَنْ	w-s034-a037-w010	34:37:10	one_to_one
t-s034-a037-w011	34:37	11	ءَامَنَ	w-s034-a037-w011	34:37:11	one_to_one
t-s034-a037-w012	34:37	12	وَعَمِلَ	w-s034-a037-w012	34:37:12	one_to_one
t-s034-a037-w013	34:37	13	صَٰلِحًۭا	w-s034-a037-w013	34:37:13	one_to_one
t-s034-a037-w014	34:37	14	فَأُو۟لَٰٓئِكَ	w-s034-a037-w014	34:37:14	one_to_one
t-s034-a037-w015	34:37	15	لَهُمْ	w-s034-a037-w015	34:37:15	one_to_one
t-s034-a037-w016	34:37	16	جَزَآءُ	w-s034-a037-w016	34:37:16	one_to_one
t-s034-a037-w017	34:37	17	ٱلضِّعْفِ	w-s034-a037-w017	34:37:17	one_to_one
t-s034-a037-w018	34:37	18	بِمَا	w-s034-a037-w018	34:37:18	one_to_one
t-s034-a037-w019	34:37	19	عَمِلُوا۟	w-s034-a037-w019	34:37:19	one_to_one
t-s034-a037-w020	34:37	20	وَهُمْ	w-s034-a037-w020	34:37:20	one_to_one
t-s034-a037-w021	34:37	21	فِى	w-s034-a037-w021	34:37:21	one_to_one
t-s034-a037-w022	34:37	22	ٱلْغُرُفَٰتِ	w-s034-a037-w022	34:37:22	one_to_one
t-s034-a037-w023	34:37	23	ءَامِنُونَ	w-s034-a037-w023	34:37:23	one_to_one
t-s034-a038-w001	34:38	1	وَٱلَّذِينَ	w-s034-a038-w001	34:38:1	one_to_one
t-s034-a038-w002	34:38	2	يَسْعَوْنَ	w-s034-a038-w002	34:38:2	one_to_one
t-s034-a038-w003	34:38	3	فِىٓ	w-s034-a038-w003	34:38:3	one_to_one
t-s034-a038-w004	34:38	4	ءَايَٰتِنَا	w-s034-a038-w004	34:38:4	one_to_one
t-s034-a038-w005	34:38	5	مُعَٰجِزِينَ	w-s034-a038-w005	34:38:5	one_to_one
t-s034-a038-w006	34:38	6	أُو۟لَٰٓئِكَ	w-s034-a038-w006	34:38:6	one_to_one
t-s034-a038-w007	34:38	7	فِى	w-s034-a038-w007	34:38:7	one_to_one
t-s034-a038-w008	34:38	8	ٱلْعَذَابِ	w-s034-a038-w008	34:38:8	one_to_one
t-s034-a038-w009	34:38	9	مُحْضَرُونَ	w-s034-a038-w009	34:38:9	one_to_one
t-s034-a039-w001	34:39	1	قُلْ	w-s034-a039-w001	34:39:1	one_to_one
t-s034-a039-w002	34:39	2	إِنَّ	w-s034-a039-w002	34:39:2	one_to_one
t-s034-a039-w003	34:39	3	رَبِّى	w-s034-a039-w003	34:39:3	one_to_one
t-s034-a039-w004	34:39	4	يَبْسُطُ	w-s034-a039-w004	34:39:4	one_to_one
t-s034-a039-w005	34:39	5	ٱلرِّزْقَ	w-s034-a039-w005	34:39:5	one_to_one
t-s034-a039-w006	34:39	6	لِمَن	w-s034-a039-w006	34:39:6	one_to_one
t-s034-a039-w007	34:39	7	يَشَآءُ	w-s034-a039-w007	34:39:7	one_to_one
t-s034-a039-w008	34:39	8	مِنْ	w-s034-a039-w008	34:39:8	one_to_one
t-s034-a039-w009	34:39	9	عِبَادِهِۦ	w-s034-a039-w009	34:39:9	one_to_one
t-s034-a039-w010	34:39	10	وَيَقْدِرُ	w-s034-a039-w010	34:39:10	one_to_one
t-s034-a039-w011	34:39	11	لَهُۥ	w-s034-a039-w011	34:39:11	one_to_one
t-s034-a039-w012	34:39	12	وَمَآ	w-s034-a039-w012	34:39:12	one_to_one
t-s034-a039-w013	34:39	13	أَنفَقْتُم	w-s034-a039-w013	34:39:13	one_to_one
t-s034-a039-w014	34:39	14	مِّن	w-s034-a039-w014	34:39:14	one_to_one
t-s034-a039-w015	34:39	15	شَىْءٍۢ	w-s034-a039-w015	34:39:15	one_to_one
t-s034-a039-w016	34:39	16	فَهُوَ	w-s034-a039-w016	34:39:16	one_to_one
t-s034-a039-w017	34:39	17	يُخْلِفُهُۥ	w-s034-a039-w017	34:39:17	one_to_one
t-s034-a039-w018	34:39	18	وَهُوَ	w-s034-a039-w018	34:39:18	one_to_one
t-s034-a039-w019	34:39	19	خَيْرُ	w-s034-a039-w019	34:39:19	one_to_one
t-s034-a039-w020	34:39	20	ٱلرَّٰزِقِينَ	w-s034-a039-w020	34:39:20	one_to_one
t-s034-a040-w001	34:40	1	وَيَوْمَ	w-s034-a040-w001	34:40:1	one_to_one
t-s034-a040-w002	34:40	2	يَحْشُرُهُمْ	w-s034-a040-w002	34:40:2	one_to_one
t-s034-a040-w003	34:40	3	جَمِيعًۭا	w-s034-a040-w003	34:40:3	one_to_one
t-s034-a040-w004	34:40	4	ثُمَّ	w-s034-a040-w004	34:40:4	one_to_one
t-s034-a040-w005	34:40	5	يَقُولُ	w-s034-a040-w005	34:40:5	one_to_one
t-s034-a040-w006	34:40	6	لِلْمَلَٰٓئِكَةِ	w-s034-a040-w006	34:40:6	one_to_one
t-s034-a040-w007	34:40	7	أَهَٰٓؤُلَآءِ	w-s034-a040-w007	34:40:7	one_to_one
t-s034-a040-w008	34:40	8	إِيَّاكُمْ	w-s034-a040-w008	34:40:8	one_to_one
t-s034-a040-w009	34:40	9	كَانُوا۟	w-s034-a040-w009	34:40:9	one_to_one
t-s034-a040-w010	34:40	10	يَعْبُدُونَ	w-s034-a040-w010	34:40:10	one_to_one
t-s034-a041-w001	34:41	1	قَالُوا۟	w-s034-a041-w001	34:41:1	one_to_one
t-s034-a041-w002	34:41	2	سُبْحَٰنَكَ	w-s034-a041-w002	34:41:2	one_to_one
t-s034-a041-w003	34:41	3	أَنتَ	w-s034-a041-w003	34:41:3	one_to_one
t-s034-a041-w004	34:41	4	وَلِيُّنَا	w-s034-a041-w004	34:41:4	one_to_one
t-s034-a041-w005	34:41	5	مِن	w-s034-a041-w005	34:41:5	one_to_one
t-s034-a041-w006	34:41	6	دُونِهِم	w-s034-a041-w006	34:41:6	one_to_one
t-s034-a041-w007	34:41	7	بَلْ	w-s034-a041-w007	34:41:7	one_to_one
t-s034-a041-w008	34:41	8	كَانُوا۟	w-s034-a041-w008	34:41:8	one_to_one
t-s034-a041-w009	34:41	9	يَعْبُدُونَ	w-s034-a041-w009	34:41:9	one_to_one
t-s034-a041-w010	34:41	10	ٱلْجِنَّ	w-s034-a041-w010	34:41:10	one_to_one
t-s034-a041-w011	34:41	11	أَكْثَرُهُم	w-s034-a041-w011	34:41:11	one_to_one
t-s034-a041-w012	34:41	12	بِهِم	w-s034-a041-w012	34:41:12	one_to_one
t-s034-a041-w013	34:41	13	مُّؤْمِنُونَ	w-s034-a041-w013	34:41:13	one_to_one
t-s034-a042-w001	34:42	1	فَٱلْيَوْمَ	w-s034-a042-w001	34:42:1	one_to_one
t-s034-a042-w002	34:42	2	لَا	w-s034-a042-w002	34:42:2	one_to_one
t-s034-a042-w003	34:42	3	يَمْلِكُ	w-s034-a042-w003	34:42:3	one_to_one
t-s034-a042-w004	34:42	4	بَعْضُكُمْ	w-s034-a042-w004	34:42:4	one_to_one
t-s034-a042-w005	34:42	5	لِبَعْضٍۢ	w-s034-a042-w005	34:42:5	one_to_one
t-s034-a042-w006	34:42	6	نَّفْعًۭا	w-s034-a042-w006	34:42:6	one_to_one
t-s034-a042-w007	34:42	7	وَلَا	w-s034-a042-w007	34:42:7	one_to_one
t-s034-a042-w008	34:42	8	ضَرًّۭا	w-s034-a042-w008	34:42:8	one_to_one
t-s034-a042-w009	34:42	9	وَنَقُولُ	w-s034-a042-w009	34:42:9	one_to_one
t-s034-a042-w010	34:42	10	لِلَّذِينَ	w-s034-a042-w010	34:42:10	one_to_one
t-s034-a042-w011	34:42	11	ظَلَمُوا۟	w-s034-a042-w011	34:42:11	one_to_one
t-s034-a042-w012	34:42	12	ذُوقُوا۟	w-s034-a042-w012	34:42:12	one_to_one
t-s034-a042-w013	34:42	13	عَذَابَ	w-s034-a042-w013	34:42:13	one_to_one
t-s034-a042-w014	34:42	14	ٱلنَّارِ	w-s034-a042-w014	34:42:14	one_to_one
t-s034-a042-w015	34:42	15	ٱلَّتِى	w-s034-a042-w015	34:42:15	one_to_one
t-s034-a042-w016	34:42	16	كُنتُم	w-s034-a042-w016	34:42:16	one_to_one
t-s034-a042-w017	34:42	17	بِهَا	w-s034-a042-w017	34:42:17	one_to_one
t-s034-a042-w018	34:42	18	تُكَذِّبُونَ	w-s034-a042-w018	34:42:18	one_to_one
t-s034-a043-w001	34:43	1	وَإِذَا	w-s034-a043-w001	34:43:1	one_to_one
t-s034-a043-w002	34:43	2	تُتْلَىٰ	w-s034-a043-w002	34:43:2	one_to_one
t-s034-a043-w003	34:43	3	عَلَيْهِمْ	w-s034-a043-w003	34:43:3	one_to_one
t-s034-a043-w004	34:43	4	ءَايَٰتُنَا	w-s034-a043-w004	34:43:4	one_to_one
t-s034-a043-w005	34:43	5	بَيِّنَٰتٍۢ	w-s034-a043-w005	34:43:5	one_to_one
t-s034-a043-w006	34:43	6	قَالُوا۟	w-s034-a043-w006	34:43:6	one_to_one
t-s034-a043-w007	34:43	7	مَا	w-s034-a043-w007	34:43:7	one_to_one
t-s034-a043-w008	34:43	8	هَٰذَآ	w-s034-a043-w008	34:43:8	one_to_one
t-s034-a043-w009	34:43	9	إِلَّا	w-s034-a043-w009	34:43:9	one_to_one
t-s034-a043-w010	34:43	10	رَجُلٌۭ	w-s034-a043-w010	34:43:10	one_to_one
t-s034-a043-w011	34:43	11	يُرِيدُ	w-s034-a043-w011	34:43:11	one_to_one
t-s034-a043-w012	34:43	12	أَن	w-s034-a043-w012	34:43:12	one_to_one
t-s034-a043-w013	34:43	13	يَصُدَّكُمْ	w-s034-a043-w013	34:43:13	one_to_one
t-s034-a043-w014	34:43	14	عَمَّا	w-s034-a043-w014	34:43:14	one_to_one
t-s034-a043-w015	34:43	15	كَانَ	w-s034-a043-w015	34:43:15	one_to_one
t-s034-a043-w016	34:43	16	يَعْبُدُ	w-s034-a043-w016	34:43:16	one_to_one
t-s034-a043-w017	34:43	17	ءَابَآؤُكُمْ	w-s034-a043-w017	34:43:17	one_to_one
t-s034-a043-w018	34:43	18	وَقَالُوا۟	w-s034-a043-w018	34:43:18	one_to_one
t-s034-a043-w019	34:43	19	مَا	w-s034-a043-w019	34:43:19	one_to_one
t-s034-a043-w020	34:43	20	هَٰذَآ	w-s034-a043-w020	34:43:20	one_to_one
t-s034-a043-w021	34:43	21	إِلَّآ	w-s034-a043-w021	34:43:21	one_to_one
t-s034-a043-w022	34:43	22	إِفْكٌۭ	w-s034-a043-w022	34:43:22	one_to_one
t-s034-a043-w023	34:43	23	مُّفْتَرًۭى	w-s034-a043-w023	34:43:23	one_to_one
t-s034-a043-w024	34:43	24	وَقَالَ	w-s034-a043-w024	34:43:24	one_to_one
t-s034-a043-w025	34:43	25	ٱلَّذِينَ	w-s034-a043-w025	34:43:25	one_to_one
t-s034-a043-w026	34:43	26	كَفَرُوا۟	w-s034-a043-w026	34:43:26	one_to_one
t-s034-a043-w027	34:43	27	لِلْحَقِّ	w-s034-a043-w027	34:43:27	one_to_one
t-s034-a043-w028	34:43	28	لَمَّا	w-s034-a043-w028	34:43:28	one_to_one
t-s034-a043-w029	34:43	29	جَآءَهُمْ	w-s034-a043-w029	34:43:29	one_to_one
t-s034-a043-w030	34:43	30	إِنْ	w-s034-a043-w030	34:43:30	one_to_one
t-s034-a043-w031	34:43	31	هَٰذَآ	w-s034-a043-w031	34:43:31	one_to_one
t-s034-a043-w032	34:43	32	إِلَّا	w-s034-a043-w032	34:43:32	one_to_one
t-s034-a043-w033	34:43	33	سِحْرٌۭ	w-s034-a043-w033	34:43:33	one_to_one
t-s034-a043-w034	34:43	34	مُّبِينٌۭ	w-s034-a043-w034	34:43:34	one_to_one
t-s034-a044-w001	34:44	1	وَمَآ	w-s034-a044-w001	34:44:1	one_to_one
t-s034-a044-w002	34:44	2	ءَاتَيْنَٰهُم	w-s034-a044-w002	34:44:2	one_to_one
t-s034-a044-w003	34:44	3	مِّن	w-s034-a044-w003	34:44:3	one_to_one
t-s034-a044-w004	34:44	4	كُتُبٍۢ	w-s034-a044-w004	34:44:4	one_to_one
t-s034-a044-w005	34:44	5	يَدْرُسُونَهَا	w-s034-a044-w005	34:44:5	one_to_one
t-s034-a044-w006	34:44	6	وَمَآ	w-s034-a044-w006	34:44:6	one_to_one
t-s034-a044-w007	34:44	7	أَرْسَلْنَآ	w-s034-a044-w007	34:44:7	one_to_one
t-s034-a044-w008	34:44	8	إِلَيْهِمْ	w-s034-a044-w008	34:44:8	one_to_one
t-s034-a044-w009	34:44	9	قَبْلَكَ	w-s034-a044-w009	34:44:9	one_to_one
t-s034-a044-w010	34:44	10	مِن	w-s034-a044-w010	34:44:10	one_to_one
t-s034-a044-w011	34:44	11	نَّذِيرٍۢ	w-s034-a044-w011	34:44:11	one_to_one
t-s034-a045-w001	34:45	1	وَكَذَّبَ	w-s034-a045-w001	34:45:1	one_to_one
t-s034-a045-w002	34:45	2	ٱلَّذِينَ	w-s034-a045-w002	34:45:2	one_to_one
t-s034-a045-w003	34:45	3	مِن	w-s034-a045-w003	34:45:3	one_to_one
t-s034-a045-w004	34:45	4	قَبْلِهِمْ	w-s034-a045-w004	34:45:4	one_to_one
t-s034-a045-w005	34:45	5	وَمَا	w-s034-a045-w005	34:45:5	one_to_one
t-s034-a045-w006	34:45	6	بَلَغُوا۟	w-s034-a045-w006	34:45:6	one_to_one
t-s034-a045-w007	34:45	7	مِعْشَارَ	w-s034-a045-w007	34:45:7	one_to_one
t-s034-a045-w008	34:45	8	مَآ	w-s034-a045-w008	34:45:8	one_to_one
t-s034-a045-w009	34:45	9	ءَاتَيْنَٰهُمْ	w-s034-a045-w009	34:45:9	one_to_one
t-s034-a045-w010	34:45	10	فَكَذَّبُوا۟	w-s034-a045-w010	34:45:10	one_to_one
t-s034-a045-w011	34:45	11	رُسُلِى	w-s034-a045-w011	34:45:11	one_to_one
t-s034-a045-w012	34:45	12	فَكَيْفَ	w-s034-a045-w012	34:45:12	one_to_one
t-s034-a045-w013	34:45	13	كَانَ	w-s034-a045-w013	34:45:13	one_to_one
t-s034-a045-w014	34:45	14	نَكِيرِ	w-s034-a045-w014	34:45:14	one_to_one
t-s034-a046-w001	34:46	1	قُلْ	w-s034-a046-w001	34:46:1	one_to_one
t-s034-a046-w002	34:46	2	إِنَّمَآ	w-s034-a046-w002	34:46:2	one_to_one
t-s034-a046-w003	34:46	3	أَعِظُكُم	w-s034-a046-w003	34:46:3	one_to_one
t-s034-a046-w004	34:46	4	بِوَٰحِدَةٍ	w-s034-a046-w004	34:46:4	one_to_one
t-s034-a046-w005	34:46	5	أَن	w-s034-a046-w005	34:46:5	one_to_one
t-s034-a046-w006	34:46	6	تَقُومُوا۟	w-s034-a046-w006	34:46:6	one_to_one
t-s034-a046-w007	34:46	7	لِلَّهِ	w-s034-a046-w007	34:46:7	one_to_one
t-s034-a046-w008	34:46	8	مَثْنَىٰ	w-s034-a046-w008	34:46:8	one_to_one
t-s034-a046-w009	34:46	9	وَفُرَٰدَىٰ	w-s034-a046-w009	34:46:9	one_to_one
t-s034-a046-w010	34:46	10	ثُمَّ	w-s034-a046-w010	34:46:10	one_to_one
t-s034-a046-w011	34:46	11	تَتَفَكَّرُوا۟	w-s034-a046-w011	34:46:11	one_to_one
t-s034-a046-w012	34:46	12	مَا	w-s034-a046-w012	34:46:12	one_to_one
t-s034-a046-w013	34:46	13	بِصَاحِبِكُم	w-s034-a046-w013	34:46:13	one_to_one
t-s034-a046-w014	34:46	14	مِّن	w-s034-a046-w014	34:46:14	one_to_one
t-s034-a046-w015	34:46	15	جِنَّةٍ	w-s034-a046-w015	34:46:15	one_to_one
t-s034-a046-w016	34:46	16	إِنْ	w-s034-a046-w016	34:46:16	one_to_one
t-s034-a046-w017	34:46	17	هُوَ	w-s034-a046-w017	34:46:17	one_to_one
t-s034-a046-w018	34:46	18	إِلَّا	w-s034-a046-w018	34:46:18	one_to_one
t-s034-a046-w019	34:46	19	نَذِيرٌۭ	w-s034-a046-w019	34:46:19	one_to_one
t-s034-a046-w020	34:46	20	لَّكُم	w-s034-a046-w020	34:46:20	one_to_one
t-s034-a046-w021	34:46	21	بَيْنَ	w-s034-a046-w021	34:46:21	one_to_one
t-s034-a046-w022	34:46	22	يَدَىْ	w-s034-a046-w022	34:46:22	one_to_one
t-s034-a046-w023	34:46	23	عَذَابٍۢ	w-s034-a046-w023	34:46:23	one_to_one
t-s034-a046-w024	34:46	24	شَدِيدٍۢ	w-s034-a046-w024	34:46:24	one_to_one
t-s034-a047-w001	34:47	1	قُلْ	w-s034-a047-w001	34:47:1	one_to_one
t-s034-a047-w002	34:47	2	مَا	w-s034-a047-w002	34:47:2	one_to_one
t-s034-a047-w003	34:47	3	سَأَلْتُكُم	w-s034-a047-w003	34:47:3	one_to_one
t-s034-a047-w004	34:47	4	مِّنْ	w-s034-a047-w004	34:47:4	one_to_one
t-s034-a047-w005	34:47	5	أَجْرٍۢ	w-s034-a047-w005	34:47:5	one_to_one
t-s034-a047-w006	34:47	6	فَهُوَ	w-s034-a047-w006	34:47:6	one_to_one
t-s034-a047-w007	34:47	7	لَكُمْ	w-s034-a047-w007	34:47:7	one_to_one
t-s034-a047-w008	34:47	8	إِنْ	w-s034-a047-w008	34:47:8	one_to_one
t-s034-a047-w009	34:47	9	أَجْرِىَ	w-s034-a047-w009	34:47:9	one_to_one
t-s034-a047-w010	34:47	10	إِلَّا	w-s034-a047-w010	34:47:10	one_to_one
t-s034-a047-w011	34:47	11	عَلَى	w-s034-a047-w011	34:47:11	one_to_one
t-s034-a047-w012	34:47	12	ٱللَّهِ	w-s034-a047-w012	34:47:12	one_to_one
t-s034-a047-w013	34:47	13	وَهُوَ	w-s034-a047-w013	34:47:13	one_to_one
t-s034-a047-w014	34:47	14	عَلَىٰ	w-s034-a047-w014	34:47:14	one_to_one
t-s034-a047-w015	34:47	15	كُلِّ	w-s034-a047-w015	34:47:15	one_to_one
t-s034-a047-w016	34:47	16	شَىْءٍۢ	w-s034-a047-w016	34:47:16	one_to_one
t-s034-a047-w017	34:47	17	شَهِيدٌۭ	w-s034-a047-w017	34:47:17	one_to_one
t-s034-a048-w001	34:48	1	قُلْ	w-s034-a048-w001	34:48:1	one_to_one
t-s034-a048-w002	34:48	2	إِنَّ	w-s034-a048-w002	34:48:2	one_to_one
t-s034-a048-w003	34:48	3	رَبِّى	w-s034-a048-w003	34:48:3	one_to_one
t-s034-a048-w004	34:48	4	يَقْذِفُ	w-s034-a048-w004	34:48:4	one_to_one
t-s034-a048-w005	34:48	5	بِٱلْحَقِّ	w-s034-a048-w005	34:48:5	one_to_one
t-s034-a048-w006	34:48	6	عَلَّٰمُ	w-s034-a048-w006	34:48:6	one_to_one
t-s034-a048-w007	34:48	7	ٱلْغُيُوبِ	w-s034-a048-w007	34:48:7	one_to_one
t-s034-a049-w001	34:49	1	قُلْ	w-s034-a049-w001	34:49:1	one_to_one
t-s034-a049-w002	34:49	2	جَآءَ	w-s034-a049-w002	34:49:2	one_to_one
t-s034-a049-w003	34:49	3	ٱلْحَقُّ	w-s034-a049-w003	34:49:3	one_to_one
t-s034-a049-w004	34:49	4	وَمَا	w-s034-a049-w004	34:49:4	one_to_one
t-s034-a049-w005	34:49	5	يُبْدِئُ	w-s034-a049-w005	34:49:5	one_to_one
t-s034-a049-w006	34:49	6	ٱلْبَٰطِلُ	w-s034-a049-w006	34:49:6	one_to_one
t-s034-a049-w007	34:49	7	وَمَا	w-s034-a049-w007	34:49:7	one_to_one
t-s034-a049-w008	34:49	8	يُعِيدُ	w-s034-a049-w008	34:49:8	one_to_one
t-s034-a050-w001	34:50	1	قُلْ	w-s034-a050-w001	34:50:1	one_to_one
t-s034-a050-w002	34:50	2	إِن	w-s034-a050-w002	34:50:2	one_to_one
t-s034-a050-w003	34:50	3	ضَلَلْتُ	w-s034-a050-w003	34:50:3	one_to_one
t-s034-a050-w004	34:50	4	فَإِنَّمَآ	w-s034-a050-w004	34:50:4	one_to_one
t-s034-a050-w005	34:50	5	أَضِلُّ	w-s034-a050-w005	34:50:5	one_to_one
t-s034-a050-w006	34:50	6	عَلَىٰ	w-s034-a050-w006	34:50:6	one_to_one
t-s034-a050-w007	34:50	7	نَفْسِى	w-s034-a050-w007	34:50:7	one_to_one
t-s034-a050-w008	34:50	8	وَإِنِ	w-s034-a050-w008	34:50:8	one_to_one
t-s034-a050-w009	34:50	9	ٱهْتَدَيْتُ	w-s034-a050-w009	34:50:9	one_to_one
