review_id	candidate_count	path_count_total	ayahs	theme_signature	representative_roots	representative_branches	theme_set_sample	keyword_sample
QR0097	1	984	1,2,3,4,5,6	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → space_form_boundary/pattern_marking → emotion_ethics/ethics_morality → ritual_belief/religion_worship → ritual_belief/religion_worship → kinship_society/social_relations	س م و → ح م د → ع ل م → ر ح م → د ي ن → ع ب د → ق و م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	craft_material_built/ornament_beauty; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; emotion_ethics/trust_loyalty; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/kinship; kinship_society/marriage_genealogy; kinship_society/social_relations; land_water_sky/geography_landscape; language_communication/language_speech; law_governance/obligation_contract	affiliation, allegiance, approval, ascent, authority, banner, blessing, care, cartography, charity, clan, commendation, community, compassion, creed, devotion, divinity, elevation, eminence, emotion
QR0098	1	956	1,2,3,4,6,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → body_health_life/disease_injury → cognition_perception/proof_uncertainty	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ق و م → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B016:جمود ووقوف وكلال | ض ل ل:B001:الضلال عن الهدى والقصد	body_health_life/disease_injury; cognition_perception/proof_uncertainty; craft_material_built/substance_texture; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; land_water_sky/water_hydrology; language_communication/language_speech; law_governance/obligation_contract	aim, animal, approval, army, ascent, assembly, authority, blessing, care, charity, coalition, commendation, community, compassion, confederacy, creed, demography, deviation, devotion, divinity
QR0099	1	954	1,2,4,5,6	kinship_society/social_relations → emotion_ethics/ethics_morality → ritual_belief/prayer_supplication → ritual_belief/belief_revelation → ritual_belief/religion_worship → ritual_belief/religion_worship → kinship_society/social_relations	ر ح م → ح م د → ء ل ه → ر ب ب → د ي ن → ع ب د → ق و م	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	emotion_ethics/ethics_morality; emotion_ethics/trust_loyalty; kinship_society/family; kinship_society/identity_personhood; kinship_society/kinship; kinship_society/marriage_genealogy; kinship_society/social_relations; language_communication/language_speech; language_communication/naming_classification; law_governance/authority_governance; law_governance/obligation_contract; ritual_belief/belief_revelation	address, affiliation, allah, allegiance, ancestry, approval, authority, blessing, clan, commendation, community, creed, deity, devotion, dominion, ethic, ethics, evaluation, faction, family
QR0100	1	946	2,3,4,5,6	emotion_ethics/ethics_morality → ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → movement_travel/transport → cognition_perception/knowledge_learning	ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ه د ي	ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ه د ي:B001:دلالة بلطف إلى الطريق والحق	animal_life/husbandry; body_health_life/health_medicine; cognition_perception/knowledge_learning; craft_material_built/architecture_construction; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; language_communication/language_speech; law_governance/obligation_contract; movement_travel/transport; ritual_belief/afterlife_eschatology	adoration, animal, approval, authority, belief, blessing, care, charity, clarity, coating, commendation, community, compassion, condiment, craft, creed, cult, deity, devotion, direction
QR0101	1	924	1,2,4,5,6,7	cognition_perception/perception → cognition_perception/proof_uncertainty → body_health_life/life_stage_aging → ritual_belief/religion_worship → movement_travel/transport → emotion_ethics/ethics_morality → cognition_perception/proof_uncertainty	س م و → ح م د → ر ب ب → د ي ن → ع ب د → ص ر ط → ض ل ل	س م و:B002:الشخص المرتفع الظاهر | ح م د:B002:وجود الشيء محمودا | ر ب ب:B002:إصلاح وتربية وإتمام | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; body_health_life/life_stage_aging; cognition_perception/knowledge_learning; cognition_perception/perception; cognition_perception/proof_uncertainty; condition_force_change/value_quality; craft_material_built/architecture_construction; emotion_ethics/desire_appetite; emotion_ethics/ethics_morality; kinship_society/family; land_water_sky/sky_astronomy; language_communication/concealment_disclosure	acceptability, acceptance, agriculture, aim, alignment, animal, apparition, appearance, approval, astronomy, authority, care, childhood, coating, commendability, community, completion, course, craft, creed
QR0102	1	920	2,3,4,5,6,7	kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → condition_force_change/stability_endurance → space_form_boundary/containment_access → law_governance/law → cognition_perception/proof_uncertainty	ر ب ب → ر ح م → د ي ن → ع ب د → ص ر ط → غ ي ر → ض ل ل	ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	body_health_life/physiology; cognition_perception/proof_uncertainty; condition_force_change/stability_endurance; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/concealment_disclosure; law_governance/justice_judgment; law_governance/law	absorption, aim, animal, appetite, army, assembly, assimilation, authority, bloodmoney, body, care, charity, coalition, community, compassion, compensation, confederacy, consumption, creed, crime
QR0103	1	920	1,2,3,4,6,7	craft_material_built/architecture_construction → ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → cognition_perception/knowledge_learning → cognition_perception/proof_uncertainty	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → ه د ي → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	body_health_life/health_medicine; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; craft_material_built/architecture_construction; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; land_water_sky/sky_astronomy; land_water_sky/weather_climate; law_governance/obligation_contract; movement_travel/navigation_route	adoration, agriculture, aim, anatomy, architecture, authority, belief, canopy, care, ceiling, charity, clarity, coating, community, compassion, condiment, cosmology, cover, creed, cult
QR0104	1	912	1,2,3,4,7	craft_material_built/architecture_construction → ritual_belief/religion_worship → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → condition_force_change/support_dependence	س م و → ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → غ ي ر	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح	condition_force_change/support_dependence; craft_material_built/architecture_construction; economy_property/labor_work; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; land_water_sky/sky_astronomy; land_water_sky/weather_climate; language_communication/language_speech; law_governance/obligation_contract; ritual_belief/belief_revelation	adoration, agriculture, anatomy, approval, architecture, army, assembly, authority, benefit, blessing, canopy, care, ceiling, charity, coalition, commendation, community, compassion, confederacy, cosmology
QR0105	1	894	2,3,4,5,7	emotion_ethics/ethics_morality → ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → ritual_belief/religion_worship → kinship_society/hospitality_welfare	ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ن ع م	ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B001:حسن الحال والنعمة	body_health_life/health_medicine; condition_force_change/abundance_scarcity; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; emotion_ethics/trust_loyalty; kinship_society/hospitality_welfare; language_communication/language_speech; law_governance/obligation_contract; ritual_belief/belief_revelation; ritual_belief/religion_worship; ritual_belief/ritual	abundance, adoration, allegiance, approval, authority, benefaction, benefit, blessing, bounty, care, charity, coating, commendation, community, compassion, condiment, creed, cult, deity, devotion
QR0106	1	888	1,2,3,4,5,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → space_form_boundary/pattern_marking → emotion_ethics/ethics_morality → ritual_belief/religion_worship → emotion_ethics/emotion → law_governance/punishment_sanction	س م و → ح م د → ع ل م → ر ح م → د ي ن → ع ب د → غ ض ب	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	conflict_security/conflict; craft_material_built/ornament_beauty; emotion_ethics/desire_appetite; emotion_ethics/emotion; emotion_ethics/ethics_morality; emotion_ethics/fear_grief; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; land_water_sky/geography_landscape; language_communication/language_speech; law_governance/justice_judgment	affect, anger, approval, ascent, authority, banner, blessing, care, cartography, charity, commendation, community, compassion, conflict, creed, devotion, divinity, elevation, eminence, emotion
QR0107	1	888	2,3,4,5,6,7	emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → movement_travel/transport → emotion_ethics/ethics_morality → cognition_perception/proof_uncertainty	ح م د → ر ب ب → ر ح م → د ي ن → ع ب د → ص ر ط → ض ل ل	ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; cognition_perception/proof_uncertainty; craft_material_built/architecture_construction; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; movement_travel/transport	aim, alignment, animal, approval, army, assembly, authority, blessing, care, charity, coalition, coating, commendation, community, compassion, confederacy, course, craft, creed, demography
QR0108	1	885	1,2,4,6,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → ritual_belief/prayer_supplication → ritual_belief/belief_revelation → ritual_belief/religion_worship → condition_force_change/support_dependence → kinship_society/hospitality_welfare	س م و → ح م د → ء ل ه → ر ب ب → د ي ن → ق و م → ن ع م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ق و م:B009:قوام وعماد ومعاش | ن ع م:B001:حسن الحال والنعمة	condition_force_change/abundance_scarcity; condition_force_change/stability_endurance; condition_force_change/support_dependence; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; language_communication/language_speech; language_communication/naming_classification; law_governance/authority_governance; law_governance/obligation_contract; ritual_belief/belief_revelation	abundance, address, allah, approval, ascent, authority, benefaction, benefit, blessing, bounty, charity, commendation, community, creed, deity, devotion, dominion, economy, elevation, eminence
QR0109	1	872	1,2,3,4,5	craft_material_built/architecture_construction → ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → ritual_belief/religion_worship → emotion_ethics/trust_loyalty	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ع و ن	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ع و ن:B001:الإعانة والمظاهرة	body_health_life/health_medicine; condition_force_change/support_dependence; craft_material_built/architecture_construction; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; emotion_ethics/trust_loyalty; kinship_society/hospitality_welfare; kinship_society/social_relations; land_water_sky/sky_astronomy; land_water_sky/weather_climate; law_governance/obligation_contract	adoration, agency, agriculture, aid, allegiance, alliance, anatomy, architecture, assistance, authority, canopy, care, ceiling, charity, coalition, coating, community, compassion, condiment, cooperation
QR0110	1	864	1,2,3,4,6,7	craft_material_built/architecture_construction → ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → cognition_perception/knowledge_learning → kinship_society/hospitality_welfare	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → ه د ي → ن ع م	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ن ع م:B001:حسن الحال والنعمة	body_health_life/health_medicine; cognition_perception/knowledge_learning; condition_force_change/abundance_scarcity; craft_material_built/architecture_construction; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; land_water_sky/sky_astronomy; land_water_sky/weather_climate; law_governance/obligation_contract; ritual_belief/afterlife_eschatology	abundance, adoration, agriculture, anatomy, architecture, authority, belief, benefaction, benefit, blessing, bounty, canopy, care, ceiling, charity, clarity, coating, community, compassion, condiment
QR0111	1	860	1,2,4,5,6,7	body_health_life/reproduction_birth → body_health_life/life_stage_aging → ritual_belief/religion_worship → condition_force_change/stability_endurance → space_form_boundary/containment_access → law_governance/law → cognition_perception/proof_uncertainty	ر ح م → ر ب ب → د ي ن → ع ب د → ص ر ط → غ ي ر → ض ل ل	ر ح م:B004:وجع الرَّحِم بعد الولادة | ر ب ب:B002:إصلاح وتربية وإتمام | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	body_health_life/disease_injury; body_health_life/health_medicine; body_health_life/life_stage_aging; body_health_life/physiology; body_health_life/reproduction_birth; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; condition_force_change/stability_endurance; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; kinship_society/family; language_communication/concealment_disclosure	absorption, ache, afterbirth, agriculture, aim, anatomy, animal, appetite, assimilation, authority, bloodmoney, body, care, childhood, community, compensation, completion, consumption, craft, creed
QR0112	1	856	1,2,3,4,5,7	ritual_belief/religion_worship → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → movement_travel/transport → cognition_perception/proof_uncertainty	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ع ب د → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; cognition_perception/proof_uncertainty; craft_material_built/architecture_construction; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/obligation_contract; movement_travel/navigation_route; movement_travel/transport; ritual_belief/belief_revelation	adoration, aim, animal, approval, army, assembly, authority, blessing, care, charity, coalition, coating, commendation, community, compassion, confederacy, craft, creed, cult, deity
QR0113	1	840	1,2,3,4,6	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → space_form_boundary/pattern_marking → emotion_ethics/ethics_morality → law_governance/politics_order → ritual_belief/religion_worship → kinship_society/social_relations	س م و → ح م د → ع ل م → ر ح م → م ل ك → د ي ن → ق و م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال	craft_material_built/ornament_beauty; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/kinship; kinship_society/marriage_genealogy; kinship_society/social_relations; land_water_sky/geography_landscape; language_communication/language_speech; law_governance/authority_governance; law_governance/obligation_contract	affiliation, approval, ascent, authority, banner, blessing, care, cartography, charity, clan, commendation, community, compassion, creed, devotion, divinity, dominion, elevation, eminence, emotion
QR0114	1	840	1,2,3,4,6	language_communication/communication → ritual_belief/prayer_supplication → cognition_perception/knowledge_learning → space_form_boundary/pattern_marking → emotion_ethics/ethics_morality → ritual_belief/religion_worship → cognition_perception/knowledge_learning	س م و → ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ه د ي	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق	cognition_perception/cognition; cognition_perception/knowledge_learning; craft_material_built/ornament_beauty; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; kinship_society/identity_personhood; kinship_society/kinship; land_water_sky/geography_landscape; language_communication/communication; language_communication/naming_classification; law_governance/obligation_contract; ritual_belief/afterlife_eschatology	address, allah, analogy, appellation, authority, banner, belief, care, cartography, charity, clarity, classification, clergy, community, compassion, creed, designation, devotion, direction, divinity
QR0115	1	840	1,2,3,4,6	ritual_belief/religion_worship → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → law_governance/politics_order → ritual_belief/religion_worship → kinship_society/social_relations	ء ل ه → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → ق و م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال	emotion_ethics/ethics_morality; kinship_society/hierarchy_status; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; kinship_society/marriage_genealogy; kinship_society/social_relations; language_communication/language_speech; law_governance/authority_governance; law_governance/obligation_contract; law_governance/politics_order; ritual_belief/belief_revelation	adoration, affiliation, approval, army, assembly, authority, blessing, care, charity, clan, coalition, commendation, community, compassion, confederacy, creed, cult, deity, demography, devotion
QR0116	1	832	1,2,3,4,5,6,7	craft_material_built/architecture_construction → ritual_belief/religion_worship → body_health_life/health_medicine → emotion_ethics/ethics_morality → ritual_belief/religion_worship → movement_travel/transport → emotion_ethics/ethics_morality	س م و → ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → ص ر ط	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	animal_life/husbandry; body_health_life/health_medicine; craft_material_built/architecture_construction; craft_material_built/material; craft_material_built/substance_texture; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; land_water_sky/sky_astronomy; land_water_sky/weather_climate; law_governance/obligation_contract; law_governance/politics_order; movement_travel/transport	adoration, agriculture, alignment, anatomy, animal, architecture, authority, canopy, care, ceiling, charity, coating, community, compassion, condiment, cosmology, course, cover, craft, creed
QR0117	1	820	1,2,3,4,5,6	ritual_belief/prayer_supplication → cognition_perception/knowledge_learning → space_form_boundary/pattern_marking → emotion_ethics/ethics_morality → ritual_belief/religion_worship → ritual_belief/religion_worship → kinship_society/social_relations	ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ع ب د → ق و م	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	cognition_perception/cognition; cognition_perception/knowledge_learning; craft_material_built/ornament_beauty; emotion_ethics/ethics_morality; emotion_ethics/trust_loyalty; kinship_society/hospitality_welfare; kinship_society/kinship; kinship_society/marriage_genealogy; kinship_society/social_relations; land_water_sky/geography_landscape; language_communication/naming_classification; law_governance/obligation_contract	address, affiliation, allah, allegiance, authority, banner, care, cartography, charity, clan, clergy, community, compassion, creed, devotion, divinity, education, emotion, ethic, ethics
QR0118	1	816	1,2,3,5,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → cognition_perception/proof_uncertainty → body_health_life/reproduction_birth → body_health_life/life_stage_aging → kinship_society/gender → law_governance/punishment_sanction	س م و → ح م د → ر ب ب → ر ح م → ع و ن → غ ي ر → غ ض ب	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B010:ربابة تجمع القداح | ر ح م:B003:رَحِم الأنثى | ع و ن:B002:العَوان بين السنين | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	animal_life/livestock; body_health_life/health_medicine; body_health_life/life_stage_aging; body_health_life/reproduction_birth; cognition_perception/proof_uncertainty; condition_force_change/growth_decay; conflict_security/conflict; conflict_security/weaponry; craft_material_built/storage_vessels; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/gender	adult, adulthood, age, aging, anger, approval, arrow, ascent, belly, biology, blessing, body, chance, childbirth, classification, commendation, concern, conflict, container, development
QR0119	1	808	1,2,3,4,6,7	ritual_belief/religion_worship → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → cognition_perception/knowledge_learning → cognition_perception/proof_uncertainty	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ه د ي → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/obligation_contract; movement_travel/navigation_route; ritual_belief/afterlife_eschatology; ritual_belief/belief_revelation; ritual_belief/religion_worship	adoration, aim, approval, army, assembly, authority, belief, blessing, care, charity, clarity, coalition, commendation, community, compassion, confederacy, creed, cult, deity, demography
QR0120	1	800	1,2,3,4,6,7	ritual_belief/religion_worship → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → cognition_perception/knowledge_learning → kinship_society/hospitality_welfare	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ه د ي → ن ع م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ن ع م:B001:حسن الحال والنعمة	cognition_perception/knowledge_learning; condition_force_change/abundance_scarcity; emotion_ethics/ethics_morality; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/obligation_contract; ritual_belief/afterlife_eschatology; ritual_belief/belief_revelation; ritual_belief/religion_worship; ritual_belief/ritual	abundance, adoration, approval, army, assembly, authority, belief, benefaction, benefit, blessing, bounty, care, charity, clarity, coalition, commendation, community, compassion, confederacy, creed
QR0121	1	784	1,2,4,5,7	kinship_society/hierarchy_status → emotion_ethics/ethics_morality → ritual_belief/prayer_supplication → ritual_belief/belief_revelation → ritual_belief/religion_worship → movement_travel/transport → cognition_perception/proof_uncertainty	س م و → ح م د → ء ل ه → ر ب ب → د ي ن → ع ب د → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; cognition_perception/proof_uncertainty; craft_material_built/architecture_construction; emotion_ethics/ethics_morality; emotion_ethics/honor_shame; kinship_society/hierarchy_status; language_communication/language_speech; language_communication/naming_classification; law_governance/authority_governance; law_governance/obligation_contract; movement_travel/navigation_route; movement_travel/transport	address, aim, allah, animal, approval, ascent, authority, blessing, coating, commendation, community, craft, creed, deity, deviation, devotion, dominion, elevation, eminence, error
QR0122	1	784	1,2,3,4,6	ritual_belief/religion_worship → emotion_ethics/ethics_morality → kinship_society/household_community → emotion_ethics/ethics_morality → ritual_belief/religion_worship → condition_force_change/agency_action → emotion_ethics/intention_character	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ه د ي → ق و م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B002:جهة الأمر وسيرته وقصده | ق و م:B003:عزم ونهوض إلى الأمر	condition_force_change/agency_action; economy_property/economy; emotion_ethics/ethics_morality; emotion_ethics/intention_character; kinship_society/culture_tradition; kinship_society/hospitality_welfare; kinship_society/household_community; kinship_society/kinship; language_communication/language_speech; law_governance/obligation_contract; ritual_belief/belief_revelation; ritual_belief/religion_worship	action, adoration, agency, approval, army, assembly, authority, bearing, behavior, blessing, care, charity, coalition, commendation, commitment, community, compassion, confederacy, course, creed
