review_id	candidate_count	path_count_total	ayahs	image_scored_facet_signature	representative_roots	representative_branches	top_image_facets
IF0099	2	920	1,2,3,4,5,6,7	theme:cognition_perception/knowledge_learning | theme:law_governance/obligation_contract	ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ه د ي → ض ل ل	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	theme:cognition_perception/knowledge_learning(2); theme:law_governance/obligation_contract(2); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:invocation(1); kw:address(1); kw:compassion(1); kw:semiotics(1); kw:paving(1); kw:taming(1); kw:smoothing(1); kw:misguidance(1); kw:leveling(1)
IF0100	2	912	1,2,3,4,5,6,7	kw:gratitude | kw:thousand | kw:pity | kw:misguidance	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ه د ي → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	kw:gratitude(1); kw:thousand(1); kw:pity(1); kw:misguidance(1); kw:compassion(1); kw:praise(1); kw:tenderness(1); kw:demography(1); kw:kindness(1); kw:intent(1); kw:manner(1); kw:custom(1); kw:aid(1); kw:assistance(1); kw:submission(1); kw:course(1)
IF0101	2	704	1,2,3,4,5,6,7	kw:navigation | theme:craft_material_built/architecture_construction	س م و → ء ل ه → ح م د → د ي ن → ع ب د → ص ر ط → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:navigation(2); theme:craft_material_built/architecture_construction(2); kw:ceiling(1); kw:paving(1); kw:taming(1); kw:overhead(1); kw:smoothing(1); kw:misguidance(1); kw:leveling(1); kw:gratitude(1); kw:canopy(1); kw:coating(1); kw:pity(1); kw:syrup(1); kw:paste(1); kw:condiment(1)
IF0102	2	696	1,2,4,5,6	theme:cognition_perception/knowledge_learning | theme:craft_material_built/architecture_construction	س م و → ء ل ه → ح م د → ر ب ب → د ي ن → ع ب د → ه د ي	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ه د ي:B001:دلالة بلطف إلى الطريق والحق	theme:cognition_perception/knowledge_learning(3); theme:craft_material_built/architecture_construction(2); kw:gratitude(1); kw:ceiling(1); kw:paving(1); kw:taming(1); kw:overhead(1); kw:smoothing(1); kw:leveling(1); kw:canopy(1); kw:coating(1); kw:praise(1); kw:submission(1); kw:sage(1); kw:scholar(1); kw:recognition(1)
IF0103	2	552	1,2,3,4,5,7	kw:authority | kw:submission | kw:obedience | theme:kinship_society/hospitality_welfare	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ع ب د → ن ع م	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ن ع م:B001:حسن الحال والنعمة	kw:authority(3); kw:submission(2); kw:obedience(2); theme:kinship_society/hospitality_welfare(2); kw:pity(1); kw:kingship(1); kw:dominion(1); kw:compassion(1); kw:grace(1); kw:sovereignty(1); kw:bounty(1); kw:tenderness(1); kw:hawk(1); kw:falcon(1); kw:syrup(1); kw:paste(1)
IF0104	2	480	1,2,3,4,7	kw:blessing | kw:authority | theme:kinship_society/hospitality_welfare	ء ل ه → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → ن ع م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ن ع م:B001:حسن الحال والنعمة	kw:blessing(2); kw:authority(2); theme:kinship_society/hospitality_welfare(2); kw:gratitude(1); kw:pity(1); kw:kingship(1); kw:dominion(1); kw:compassion(1); kw:grace(1); kw:praise(1); kw:sovereignty(1); kw:bounty(1); kw:tenderness(1); kw:thousand(1); kw:heraldry(1); kw:banner(1)
IF0105	2	480	1,2,3,4,5,6,7	theme:kinship_society/hospitality_welfare | theme:law_governance/obligation_contract	ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ق و م → ن ع م	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B009:قوام وعماد ومعاش | ن ع م:B001:حسن الحال والنعمة	theme:kinship_society/hospitality_welfare(2); theme:law_governance/obligation_contract(2); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:invocation(1); kw:address(1); kw:compassion(1); kw:semiotics(1); kw:grace(1); kw:bounty(1); kw:oath(1); kw:pillar(1); kw:foundation(1)
IF0106	2	424	1,2,4,5,7	kw:anger | theme:land_water_sky/sky_astronomy	س م و → ء ل ه → ح م د → ي و م → د ي ن → ع ب د → غ ض ب	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	theme:land_water_sky/sky_astronomy(3); kw:anger(2); kw:ceiling(1); kw:overhead(1); kw:regret(1); kw:zeal(1); kw:fury(1); kw:gratitude(1); kw:resentment(1); kw:wrath(1); kw:canopy(1); kw:grammar(1); kw:duration(1); kw:preposition(1); kw:sunrise(1); kw:daytime(1)
IF0107	2	360	1,2,3,4,6,7	kw:hierarchy | kw:authority | theme:law_governance/politics_order | theme:kinship_society/hierarchy_status | theme:space_form_boundary/space	س م و → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → ص ر ط	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم	kw:hierarchy(2); kw:authority(2); theme:law_governance/politics_order(2); theme:kinship_society/hierarchy_status(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:pity(1); kw:kingship(1); kw:dominion(1); kw:loftiness(1); kw:eminence(1); kw:compassion(1); kw:straightness(1); kw:thousand(1); kw:heraldry(1); kw:banner(1)
IF0108	2	340	1,2,3,4,5,6	kw:gratitude | kw:submission | kw:men | kw:hawk	س م و → ح م د → ء ل ه → ع ل م → د ي ن → ع ب د → ق و م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال	kw:gratitude(1); kw:submission(1); kw:men(1); kw:hawk(1); kw:falcon(1); kw:raptor(1); kw:loftiness(1); kw:eminence(1); kw:faction(1); kw:predator(1); kw:praise(1); kw:ornithology(1); kw:pity(1); kw:routine(1); kw:compassion(1); kw:custom(1)
IF0109	2	288	1,2,4,5,6,7	kw:honor | theme:emotion_ethics/honor_shame | theme:kinship_society/marriage_genealogy	س م و → ح م د → ء ل ه → د ي ن → ق و م → غ ي ر → غ ض ب	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:honor(2); theme:emotion_ethics/honor_shame(2); theme:kinship_society/marriage_genealogy(2); kw:gratitude(1); kw:men(1); kw:protectiveness(1); kw:jealousy(1); kw:loftiness(1); kw:zeal(1); kw:fury(1); kw:resentment(1); kw:eminence(1); kw:wrath(1); kw:faction(1); kw:praise(1); kw:submission(1)
IF0110	2	288	1,2,4,5,6,7	kw:name | theme:cognition_perception/knowledge_learning | kw:knowledge | kw:language | theme:law_governance/obligation_contract	س م و → ء ل ه → ر ب ب → ع ل م → د ي ن → ع ب د → ص ر ط	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B001:انكشاف الشيء للعارف | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	kw:name(2); theme:cognition_perception/knowledge_learning(2); kw:knowledge(2); kw:language(2); theme:law_governance/obligation_contract(2); kw:paving(1); kw:sage(1); kw:taming(1); kw:scholar(1); kw:smoothing(1); kw:invocation(1); kw:leveling(1); kw:address(1); kw:appellation(1); kw:coating(1); kw:misguidance(1)
IF0111	2	256	1,2,4,5,6,7	theme:cognition_perception/knowledge_learning | kw:knowledge | kw:navigation	ر ح م → ر ب ب → ع ل م → د ي ن → ع ب د → ص ر ط → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ر ب ب:B003:علم رباني | ع ل م:B001:انكشاف الشيء للعارف | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	theme:cognition_perception/knowledge_learning(2); kw:knowledge(2); kw:navigation(2); kw:sage(1); kw:scholar(1); kw:misguidance(1); kw:gratitude(1); kw:straightness(1); kw:recognition(1); kw:awareness(1); kw:family(1); kw:paving(1); kw:taming(1); kw:smoothing(1); kw:leveling(1); kw:relative(1)
IF0112	2	234	1,2,3,4,5,6,7	kw:blessing | theme:kinship_society/hospitality_welfare | theme:economy_property/commerce_exchange	ء ل ه → ح م د → ر ب ب → ر ح م → ع و ن → ه د ي → ن ع م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | ر ح م:B002:الرَّحِم والقرابة | ع و ن:B008:النسبة إلى عانة | ه د ي:B004:بعثة لطف وهدية إلى ذي مودة | ن ع م:B001:حسن الحال والنعمة	kw:blessing(2); theme:kinship_society/hospitality_welfare(2); theme:economy_property/commerce_exchange(2); kw:gratitude(1); kw:family(1); kw:present(1); kw:village(1); kw:relative(1); kw:offering(1); kw:wine(1); kw:grace(1); kw:praise(1); kw:bounty(1); kw:sage(1); kw:scholar(1); kw:routine(1)
IF0113	2	230	1,2,3,4,7	kw:authority | theme:kinship_society/hospitality_welfare | theme:law_governance/obligation_contract	ء ل ه → ر ب ب → ع ل م → ر ح م → م ل ك → د ي ن → غ ي ر	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح	theme:kinship_society/hospitality_welfare(3); kw:authority(2); theme:law_governance/obligation_contract(2); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:kingship(1); kw:dominion(1); kw:invocation(1); kw:address(1); kw:compassion(1); kw:semiotics(1); kw:sovereignty(1); kw:grace(1)
IF0114	2	222	1,2,4,5,6,7	kw:gratitude | kw:honor | kw:protectiveness | kw:jealousy	ء ل ه → ح م د → د ي ن → ع ب د → ص ر ط → غ ي ر → غ ض ب	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:gratitude(1); kw:honor(1); kw:protectiveness(1); kw:jealousy(1); kw:zeal(1); kw:swallowing(1); kw:stoutness(1); kw:fury(1); kw:resentment(1); kw:wrath(1); kw:praise(1); kw:ingestion(1); kw:submission(1); kw:solidity(1); kw:disappearance(1); kw:anger(1)
IF0115	2	216	1,2,3,4,5,6,7	kw:gratitude | kw:family | kw:indemnity | kw:loftiness	س م و → ح م د → ر ح م → ع ب د → ص ر ط → غ ي ر → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ح م:B002:الرَّحِم والقرابة | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	kw:gratitude(1); kw:family(1); kw:indemnity(1); kw:loftiness(1); kw:relative(1); kw:swallowing(1); kw:stoutness(1); kw:restitution(1); kw:eminence(1); kw:praise(1); kw:ingestion(1); kw:rise(1); kw:solidity(1); kw:compensation(1); kw:disappearance(1); kw:misguidance(1)
IF0116	2	200	1,2,3,4,5,6,7	kw:gratitude | kw:family | kw:indemnity | kw:misguidance	ء ل ه → ح م د → ر ح م → ع ب د → ص ر ط → غ ي ر → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ح م:B002:الرَّحِم والقرابة | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	kw:gratitude(1); kw:family(1); kw:indemnity(1); kw:misguidance(1); kw:relative(1); kw:swallowing(1); kw:stoutness(1); kw:restitution(1); kw:praise(1); kw:ingestion(1); kw:solidity(1); kw:compensation(1); kw:disappearance(1); kw:error(1); kw:vitality(1); kw:submission(1)
IF0117	2	185	1,2,4,5,6,7	kw:gratitude | kw:indemnity | kw:misguidance | kw:swallowing	ء ل ه → ح م د → د ي ن → ع ب د → ص ر ط → غ ي ر → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	kw:gratitude(1); kw:indemnity(1); kw:misguidance(1); kw:swallowing(1); kw:stoutness(1); kw:restitution(1); kw:praise(1); kw:ingestion(1); kw:submission(1); kw:solidity(1); kw:compensation(1); kw:disappearance(1); kw:error(1); kw:vitality(1); kw:obedience(1); kw:deviation(1)
IF0118	2	176	1,2,3,5,7	kw:honor	س م و → ح م د → ء ل ه → ع ل م → ر ح م → ع ب د → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | ر ح م:B001:الرَّحْمَة والرقة | ع ب د:B008:الأنفة والغضب | ض ل ل:B001:الضلال عن الهدى والقصد	kw:honor(2); kw:gratitude(1); kw:regret(1); kw:pity(1); kw:loftiness(1); kw:zeal(1); kw:eminence(1); kw:compassion(1); kw:mourning(1); kw:praise(1); kw:hawk(1); kw:falcon(1); kw:syrup(1); kw:otherness(1); kw:paste(1); kw:condiment(1)
IF0119	2	174	1,2,3,5,7	kw:gratitude | kw:family | kw:sage | kw:stray	ء ل ه → ح م د → ر ب ب → ر ح م → ع ب د → ع و ن → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | ر ح م:B002:الرَّحِم والقرابة | ع ب د:B007:القوة والصلابة | ع و ن:B004:النخلة العَوانة القديمة | ض ل ل:B005:الضالّة في المضيعة	kw:gratitude(1); kw:family(1); kw:sage(1); kw:stray(1); kw:scholar(1); kw:owner(1); kw:relative(1); kw:antiquity(1); kw:wasteland(1); kw:praise(1); kw:invocation(1); kw:loftiness(1); kw:stoutness(1); kw:eminence(1); kw:address(1); kw:oath(1)
IF0120	2	162	1,2,4,5,6,7	kw:authority | theme:cognition_perception/knowledge_learning	ء ل ه → ح م د → ع ل م → م ل ك → د ي ن → ه د ي → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B001:انكشاف الشيء للعارف | م ل ك:B002:المِلْك والتصرف | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	kw:authority(2); theme:cognition_perception/knowledge_learning(2); kw:gratitude(1); kw:property(1); kw:disposal(1); kw:recognition(1); kw:awareness(1); kw:praise(1); kw:submission(1); kw:education(1); kw:obedience(1); kw:paving(1); kw:taming(1); kw:smoothing(1); kw:misguidance(1); kw:leveling(1)
IF0121	2	156	1,2,4,5,6,7	kw:gratitude | kw:family | kw:paving | kw:hawk	ر ح م → ح م د → ء ل ه → ع ل م → د ي ن → ع ب د → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ع ب د:B005:التذليل والتسوية | ض ل ل:B001:الضلال عن الهدى والقصد	kw:gratitude(1); kw:family(1); kw:paving(1); kw:hawk(1); kw:taming(1); kw:falcon(1); kw:smoothing(1); kw:raptor(1); kw:leveling(1); kw:relative(1); kw:routine(1); kw:coating(1); kw:predator(1); kw:custom(1); kw:praise(1); kw:misguidance(1)
IF0122	2	136	1,2,3,4,5,6	theme:space_form_boundary/pattern_marking	ء ل ه → ح م د → ع ل م → ر ح م → د ي ن → ه د ي → ق و م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B002:جهة الأمر وسيرته وقصده | ق و م:B003:عزم ونهوض إلى الأمر	theme:space_form_boundary/pattern_marking(2); kw:gratitude(1); kw:heraldry(1); kw:banner(1); kw:pity(1); kw:intent(1); kw:compassion(1); kw:manner(1); kw:semiotics(1); kw:custom(1); kw:praise(1); kw:tenderness(1); kw:commitment(1); kw:endeavor(1); kw:initiative(1); kw:undertaking(1)
IF0123	2	128	1,2,3,4,5,6,7	kw:submission | kw:straightness | kw:obedience | kw:authority | theme:law_governance/politics_order	ر ح م → ح م د → ء ل ه → د ي ن → ع ب د → ق و م → ص ر ط	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم	kw:submission(2); kw:straightness(2); kw:obedience(2); kw:authority(2); theme:law_governance/politics_order(2); kw:rectitude(1); kw:evenness(1); kw:gratitude(1); kw:moderation(1); kw:road(1); kw:family(1); kw:pity(1); kw:syrup(1); kw:paste(1); kw:condiment(1); kw:relative(1)
IF0124	2	128	1,2,4,5,6	kw:custom | theme:kinship_society/culture_tradition	ر ح م → ح م د → ء ل ه → ع ل م → د ي ن → ع و ن → ه د ي	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ع و ن:B001:الإعانة والمظاهرة | ه د ي:B002:جهة الأمر وسيرته وقصده	kw:custom(2); theme:kinship_society/culture_tradition(2); kw:gratitude(1); kw:hawk(1); kw:falcon(1); kw:raptor(1); kw:intent(1); kw:routine(1); kw:manner(1); kw:predator(1); kw:praise(1); kw:ornithology(1); kw:practice(1); kw:aid(1); kw:family(1); kw:loftiness(1)
IF0125	2	118	1,2,5,6,7	theme:movement_travel/navigation_route | theme:space_form_boundary/space	س م و → ح م د → ء ل ه → ع ب د → ص ر ط → غ ي ر → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ب د:B010:التفرق في الوجوه | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	theme:movement_travel/navigation_route(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:indemnity(1); kw:loftiness(1); kw:misguidance(1); kw:divergence(1); kw:restitution(1); kw:eminence(1); kw:praise(1); kw:rise(1); kw:scattering(1); kw:compensation(1); kw:disease(1); kw:lameness(1); kw:stance(1)
IF0126	2	100	1,2,3,4,6,7	theme:law_governance/politics_order | kw:straightness | kw:authority	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ق و م → ص ر ط	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم	theme:law_governance/politics_order(3); kw:straightness(2); kw:authority(2); kw:pity(1); kw:syrup(1); kw:paste(1); kw:rectitude(1); kw:condiment(1); kw:kingship(1); kw:dominion(1); kw:evenness(1); kw:compassion(1); kw:moderation(1); kw:sovereignty(1); kw:tenderness(1); kw:kindness(1)
IF0127	2	96	1,2,4,5,7	theme:emotion_ethics/honor_shame	ء ل ه → ح م د → ع ل م → د ي ن → ع و ن → غ ي ر → غ ض ب	ء ل ه:B001:التعبد والمعبود | ح م د:B003:المحمود كثير الخصال | ع ل م:B005:ماء كثير مجتمع في عيلم | د ي ن:B005:العادة والشأن | ع و ن:B002:العَوان بين السنين | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	theme:emotion_ethics/honor_shame(4); kw:gratitude(1); kw:routine(1); kw:custom(1); kw:practice(1); kw:virtue(1); kw:reputation(1); kw:honor(1); kw:protectiveness(1); kw:campaign(1); kw:hawk(1); kw:falcon(1); kw:jealousy(1); kw:advocacy(1); kw:raptor(1); kw:loftiness(1)
IF0128	2	96	1,2,4,5,6,7	kw:gratitude | kw:honor | kw:protectiveness | kw:ceiling	س م و → ء ل ه → ح م د → ع ب د → ص ر ط → غ ي ر → غ ض ب	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ع ب د:B010:التفرق في الوجوه | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:gratitude(1); kw:honor(1); kw:protectiveness(1); kw:ceiling(1); kw:jealousy(1); kw:overhead(1); kw:zeal(1); kw:fury(1); kw:resentment(1); kw:wrath(1); kw:canopy(1); kw:praise(1); kw:swallowing(1); kw:divergence(1); kw:middle(1); kw:routine(1)
IF0129	2	96	1,2,3,5,6	kw:gratitude | kw:demand | kw:family | kw:sales	ء ل ه → ح م د → ر ب ب → ر ح م → ع و ن → ص ر ط → ق و م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | ر ح م:B002:الرَّحِم والقرابة | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة | ق و م:B018:نفاق السوق	kw:gratitude(1); kw:demand(1); kw:family(1); kw:sales(1); kw:relative(1); kw:antiquity(1); kw:market(1); kw:praise(1); kw:sharpness(1); kw:penetration(1); kw:sword(1); kw:blade(1); kw:blessing(1); kw:ceiling(1); kw:sage(1); kw:overhead(1)
IF0130	2	88	1,2,4,5,6,7	kw:straightness | kw:navigation | theme:law_governance/politics_order | theme:cognition_perception/proof_uncertainty | theme:space_form_boundary/space	س م و → ح م د → ء ل ه → د ي ن → ق و م → ص ر ط → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:straightness(2); kw:navigation(2); kw:submission(2); theme:law_governance/politics_order(2); theme:cognition_perception/proof_uncertainty(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:rectitude(1); kw:evenness(1); kw:loftiness(1); kw:misguidance(1); kw:eminence(1); kw:moderation(1); kw:praise(1); kw:rise(1); kw:error(1)
IF0131	2	80	1,2,3,6,7	kw:gratitude | kw:family | kw:disease | kw:sage	ء ل ه → ح م د → ر ب ب → ر ح م → ص ر ط → ق و م → غ ي ر	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | ر ح م:B002:الرَّحِم والقرابة | ص ر ط:B003:السيف القاطع الماضي في الضربة | ق و م:B020:قوام في قوائم الشاة | غ ي ر:B002:الغَيْر في الدية	kw:gratitude(1); kw:family(1); kw:disease(1); kw:sage(1); kw:scholar(1); kw:lameness(1); kw:stance(1); kw:relative(1); kw:praise(1); kw:sharpness(1); kw:wisdom(1); kw:penetration(1); kw:leg(1); kw:indemnity(1); kw:ostrich(1); kw:restitution(1)
IF0132	2	80	1,2,5,6,7	kw:sky | theme:land_water_sky/weather_climate | theme:land_water_sky/sky_astronomy	س م و → ء ل ه → ح م د → ر ب ب → ع ب د → ص ر ط → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B008:رباب السحاب | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | ض ل ل:B001:الضلال عن الهدى والقصد	kw:sky(2); theme:land_water_sky/weather_climate(2); theme:land_water_sky/sky_astronomy(2); kw:gratitude(1); kw:ceiling(1); kw:overcast(1); kw:overhead(1); kw:swallowing(1); kw:stoutness(1); kw:canopy(1); kw:praise(1); kw:ingestion(1); kw:solidity(1); kw:indemnity(1); kw:misguidance(1); kw:restitution(1)
IF0133	2	78	1,2,4,5,6,7	kw:gratitude | kw:honor | kw:protectiveness | kw:sunrise	ء ل ه → ح م د → ي و م → د ي ن → ع و ن → غ ي ر → غ ض ب	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B005:العادة والشأن | ع و ن:B002:العَوان بين السنين | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:gratitude(1); kw:honor(1); kw:protectiveness(1); kw:sunrise(1); kw:daytime(1); kw:jealousy(1); kw:zeal(1); kw:sunset(1); kw:fury(1); kw:resentment(1); kw:wrath(1); kw:praise(1); kw:swallowing(1); kw:stoutness(1); kw:middle(1); kw:routine(1)
