review_id	candidate_count	path_count_total	ayahs	rare_facet_signature	representative_roots	representative_branches	rare_theme_set	keyword_sample
RF0097	2	152	1,2,3,4,5,6,7	kw:address | kw:age | kw:agriculture | kw:antiquity | kw:ascent | kw:blade | kw:blessing | kw:botany	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → ع و ن → ص ر ط	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ر ح م:B002:الرَّحِم والقرابة | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة	agriculture_food/harvest_cultivation; body_health_life/life_stage_aging; cognition_perception/knowledge_learning; emotion_ethics/honor_shame; kinship_society/culture_tradition; kinship_society/family; kinship_society/identity_personhood; law_governance/obligation_contract; law_governance/politics_order; ritual_belief/prayer_supplication; ritual_belief/religion_worship; space_form_boundary/space	address, age, agriculture, antiquity, ascent, blade, blessing, botany, condition, cultivation, custom, cutting, dominion, ecology, elevation, eminence, ethics, evaluation, family, force, governance, gratitude, habit, height
RF0098	2	100	1,2,3,4,6,7	kw:address | kw:authority | kw:balance | kw:banner | kw:charity | kw:compassion | kw:creed | kw:devotion	ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ق و م → ص ر ط	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; craft_material_built/ornament_beauty; kinship_society/hospitality_welfare; law_governance/obligation_contract; law_governance/politics_order; ritual_belief/prayer_supplication; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/pattern_marking; space_form_boundary/space; space_form_boundary/surface_shape	address, authority, balance, banner, charity, compassion, creed, devotion, direction, divinity, emotion, ethics, evenness, guidance, heraldry, invocation, journey, justice, kindness, knowledge, landmark, language, law, mark
RF0099	2	96	1,2,3,6,7	kw:adoration | kw:agriculture | kw:anatomy | kw:blessing | kw:canopy | kw:ceiling | kw:charity | kw:compassion	س م و → ء ل ه → ح م د → ر ب ب → ر ح م → ه د ي → ص ر ط	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; kinship_society/hospitality_welfare; kinship_society/kinship; land_water_sky/sky_astronomy; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space; time_measure_quantity/quantity_number	adoration, agriculture, anatomy, blessing, canopy, ceiling, charity, compassion, cosmology, cover, deity, demography, deviation, devotion, direction, divinity, emotion, error, ethics, evaluation, gathering, gratitude, guidance, journey
RF0100	2	80	1,2,4,6,7	kw:adoration | kw:ascent | kw:bird | kw:blessing | kw:condition | kw:custom | kw:deity | kw:deviation	س م و → ح م د → ء ل ه → ع ل م → د ي ن → ص ر ط → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/wildlife; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; emotion_ethics/honor_shame; kinship_society/culture_tradition; law_governance/politics_order; movement_travel/navigation_route; movement_travel/speed; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space	adoration, ascent, bird, blessing, condition, custom, deity, deviation, devotion, direction, elevation, eminence, error, ethics, evaluation, falcon, gratitude, guidance, habit, hawk, height, hierarchy, honor, hunting
RF0101	2	72	1,2,4,5,6,7	kw:adoration | kw:authority | kw:balance | kw:blessing | kw:creed | kw:deity | kw:devotion | kw:direction	ر ح م → ح م د → ء ل ه → د ي ن → ع ب د → ق و م → ص ر ط	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; emotion_ethics/trust_loyalty; kinship_society/family; kinship_society/identity_personhood; law_governance/obligation_contract; law_governance/politics_order; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space; space_form_boundary/surface_shape	adoration, authority, balance, blessing, creed, deity, devotion, direction, ethics, evaluation, evenness, family, gratitude, guidance, journey, justice, kinship, law, lineage, moderation, monotheism, navigation, obedience, order
RF0102	2	48	1,2,3,4,5,6,7	kw:adoration | kw:age | kw:agriculture | kw:anatomy | kw:antiquity | kw:bird | kw:blade | kw:botany	س م و → ء ل ه → ع ل م → د ي ن → ع و ن → ص ر ط → ض ل ل	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة | ض ل ل:B001:الضلال عن الهدى والقصد	agriculture_food/harvest_cultivation; animal_life/wildlife; body_health_life/life_stage_aging; cognition_perception/proof_uncertainty; kinship_society/culture_tradition; kinship_society/hospitality_welfare; land_water_sky/sky_astronomy; law_governance/politics_order; movement_travel/navigation_route; movement_travel/speed; ritual_belief/religion_worship; ritual_belief/ritual	adoration, age, agriculture, anatomy, antiquity, bird, blade, botany, canopy, ceiling, charity, compassion, condition, cosmology, cover, cultivation, custom, cutting, deity, deviation, devotion, divinity, ecology, emotion
RF0103	2	24	1,2,4,5,6,7	kw:adoration | kw:age | kw:agriculture | kw:antiquity | kw:blade | kw:blessing | kw:botany | kw:calendar	ء ل ه → ح م د → ي و م → د ي ن → ع و ن → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B005:العادة والشأن | ع و ن:B004:النخلة العَوانة القديمة | ص ر ط:B003:السيف القاطع الماضي في الضربة | ض ل ل:B001:الضلال عن الهدى والقصد	agriculture_food/harvest_cultivation; body_health_life/life_stage_aging; cognition_perception/proof_uncertainty; economy_property/economy; kinship_society/culture_tradition; land_water_sky/light_darkness; land_water_sky/sky_astronomy; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/religion_worship; ritual_belief/ritual	adoration, age, agriculture, antiquity, blade, blessing, botany, calendar, condition, cultivation, custom, cutting, day, daytime, deity, demand, deviation, devotion, ecology, error, ethics, evaluation, force, gratitude
RF0104	2	20	1,2,4,6,7	kw:adoration | kw:authority | kw:balance | kw:blessing | kw:calendar | kw:creed | kw:day | kw:daytime	ء ل ه → ح م د → ي و م → د ي ن → ق و م → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ق و م:B008:استقامة واعتدال واستواء | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; land_water_sky/light_darkness; land_water_sky/sky_astronomy; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space; space_form_boundary/surface_shape	adoration, authority, balance, blessing, calendar, creed, day, daytime, deity, deviation, devotion, direction, error, ethics, evaluation, evenness, gratitude, guidance, journey, justice, law, light, misguidance, moderation
RF0105	1	920	2,3,4,5,6,7	kw:authority | kw:body | kw:charity | kw:compassion | kw:compensation | kw:consumption | kw:creed | kw:demography	ر ب ب → ر ح م → د ي ن → ع ب د → ص ر ط → غ ي ر → ض ل ل	ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/proof_uncertainty; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; kinship_society/hospitality_welfare; kinship_society/kinship; language_communication/concealment_disclosure; law_governance/obligation_contract; law_governance/punishment_sanction; movement_travel/navigation_route; ritual_belief/religion_worship; ritual_belief/ritual; time_measure_quantity/quantity_number	authority, body, charity, compassion, compensation, consumption, creed, demography, deviation, devotion, disappearance, divinity, emotion, error, ethics, food, gathering, hardness, indemnity, ingestion, kindness, law, material, mercy
RF0106	1	448	2,3,4,5,6,7	kw:authority | kw:charity | kw:coating | kw:compassion | kw:craft | kw:creed | kw:demography | kw:deviation	ر ب ب → ر ح م → م ل ك → د ي ن → ع ب د → ص ر ط → ض ل ل	ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; cognition_perception/proof_uncertainty; kinship_society/hospitality_welfare; kinship_society/kinship; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; movement_travel/transport; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space; time_measure_quantity/quantity_number	authority, charity, coating, compassion, craft, creed, demography, deviation, devotion, direction, divinity, dominion, emotion, error, ethics, gathering, governance, guidance, hierarchy, infrastructure, journey, kindness, kingship, law
RF0107	1	440	1,2,3,4,5	kw:address | kw:agency | kw:aid | kw:alliance | kw:appellation | kw:assistance | kw:authority | kw:banner	س م و → ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ع و ن	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع و ن:B001:الإعانة والمظاهرة	cognition_perception/knowledge_learning; condition_force_change/support_dependence; craft_material_built/ornament_beauty; emotion_ethics/trust_loyalty; kinship_society/hospitality_welfare; kinship_society/identity_personhood; kinship_society/kinship; law_governance/obligation_contract; ritual_belief/prayer_supplication; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/pattern_marking	address, agency, aid, alliance, appellation, assistance, authority, banner, charity, classification, compassion, cooperation, creed, designation, devotion, divinity, emotion, ethics, heraldry, identity, invocation, kindness, knowledge, landmark
RF0108	1	428	1,2,4,5,6,7	kw:agriculture | kw:approval | kw:astronomy | kw:authority | kw:body | kw:care | kw:compensation | kw:completion	س م و → ح م د → ر ب ب → د ي ن → ع ب د → ص ر ط → غ ي ر	س م و:B002:الشخص المرتفع الظاهر | ح م د:B002:وجود الشيء محمودا | ر ب ب:B002:إصلاح وتربية وإتمام | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	body_health_life/life_stage_aging; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; kinship_society/family; land_water_sky/sky_astronomy; language_communication/concealment_disclosure; law_governance/obligation_contract; law_governance/punishment_sanction; ritual_belief/religion_worship; ritual_belief/ritual	agriculture, approval, astronomy, authority, body, care, compensation, completion, consumption, creed, development, devotion, disappearance, education, ethics, evaluation, figure, food, hardness, indemnity, ingestion, landmark, law, material
RF0109	1	360	1,2,3,4,7	kw:address | kw:agriculture | kw:appellation | kw:authority | kw:banner | kw:benefit | kw:care | kw:charity	س م و → ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → غ ي ر	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح	cognition_perception/knowledge_learning; condition_force_change/support_dependence; craft_material_built/ornament_beauty; economy_property/labor_work; kinship_society/hospitality_welfare; kinship_society/identity_personhood; kinship_society/kinship; law_governance/obligation_contract; ritual_belief/prayer_supplication; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/pattern_marking	address, agriculture, appellation, authority, banner, benefit, care, charity, classification, compassion, creed, designation, devotion, divinity, emotion, ethics, heraldry, identity, invocation, irrigation, kindness, knowledge, landmark, language
RF0110	1	360	1,2,3,5,7	kw:address | kw:anger | kw:appellation | kw:banner | kw:charity | kw:classification | kw:compassion | kw:conflict	س م و → ء ل ه → ر ب ب → ع ل م → ر ح م → ع ب د → غ ض ب	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	cognition_perception/knowledge_learning; craft_material_built/ornament_beauty; emotion_ethics/desire_appetite; emotion_ethics/fear_grief; kinship_society/hospitality_welfare; kinship_society/identity_personhood; kinship_society/kinship; law_governance/obligation_contract; law_governance/punishment_sanction; ritual_belief/prayer_supplication; ritual_belief/religion_worship; space_form_boundary/pattern_marking	address, anger, appellation, banner, charity, classification, compassion, conflict, designation, divinity, emotion, ethics, fury, grief, heraldry, honor, identity, invocation, kindness, knowledge, landmark, language, loss, mark
RF0111	1	310	1,2,4,5,6,7	kw:ascent | kw:authority | kw:blessing | kw:calendar | kw:coating | kw:craft | kw:creed | kw:day	س م و → ح م د → ي و م → د ي ن → ع ب د → ص ر ط → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; cognition_perception/proof_uncertainty; emotion_ethics/honor_shame; land_water_sky/light_darkness; land_water_sky/sky_astronomy; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; movement_travel/transport; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space	ascent, authority, blessing, calendar, coating, craft, creed, day, daytime, deviation, devotion, direction, elevation, eminence, error, ethics, evaluation, gratitude, guidance, height, hierarchy, honor, infrastructure, journey
RF0112	1	280	1,2,4,5,6,7	kw:agriculture | kw:approval | kw:authority | kw:body | kw:care | kw:compensation | kw:completion | kw:consumption	ر ح م → ح م د → ر ب ب → د ي ن → ع ب د → ص ر ط → غ ي ر	ر ح م:B004:وجع الرَّحِم بعد الولادة | ح م د:B002:وجود الشيء محمودا | ر ب ب:B002:إصلاح وتربية وإتمام | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية	body_health_life/life_stage_aging; body_health_life/reproduction_birth; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; kinship_society/family; language_communication/concealment_disclosure; law_governance/obligation_contract; law_governance/punishment_sanction; ritual_belief/religion_worship; ritual_belief/ritual	agriculture, approval, authority, body, care, compensation, completion, consumption, creed, development, devotion, disappearance, education, ethics, evaluation, food, hardness, indemnity, ingestion, law, material, medicine, nurture, obedience
RF0113	1	240	1,2,4,6,7	kw:address | kw:appellation | kw:authority | kw:classification | kw:control | kw:creed | kw:designation | kw:deviation	س م و → ء ل ه → ر ب ب → م ل ك → د ي ن → ه د ي → ض ل ل	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | م ل ك:B002:المِلْك والتصرف | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; economy_property/economy; economy_property/labor_work; kinship_society/identity_personhood; kinship_society/kinship; law_governance/obligation_contract; movement_travel/navigation_route; ritual_belief/afterlife_eschatology; ritual_belief/prayer_supplication; ritual_belief/religion_worship; ritual_belief/ritual	address, appellation, authority, classification, control, creed, designation, deviation, devotion, direction, disposal, dominion, economy, error, ethics, governance, guidance, hierarchy, identity, invocation, language, law, misguidance, name
RF0114	1	240	1,2,4,5,6,7	kw:authority | kw:awareness | kw:coating | kw:cognition | kw:communication | kw:craft | kw:creed | kw:deviation	ر ح م → ر ب ب → ع ل م → د ي ن → ع ب د → ص ر ط → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ر ب ب:B003:علم رباني | ع ل م:B001:انكشاف الشيء للعارف | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; kinship_society/family; kinship_society/identity_personhood; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; movement_travel/transport; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space	authority, awareness, coating, cognition, communication, craft, creed, deviation, devotion, direction, education, epistemology, error, ethics, family, guidance, infrastructure, journey, kinship, knowledge, law, leveling, lineage, maintenance
RF0115	1	216	1,3,4,5,6,7	kw:anger | kw:ascent | kw:authority | kw:body | kw:charity | kw:compassion | kw:conflict | kw:consumption	س م و → ر ح م → د ي ن → ع ب د → ص ر ط → غ ي ر → غ ض ب	س م و:B001:العلو والارتفاع | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	craft_material_built/textile_clothing; emotion_ethics/desire_appetite; emotion_ethics/honor_shame; kinship_society/gender; kinship_society/hospitality_welfare; kinship_society/marriage_genealogy; language_communication/concealment_disclosure; law_governance/obligation_contract; law_governance/punishment_sanction; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space	anger, ascent, authority, body, charity, compassion, conflict, consumption, creed, devotion, disappearance, divinity, elevation, eminence, emotion, ethics, food, fury, hardness, height, hierarchy, honor, ingestion, jealousy
RF0116	1	192	1,2,4,5,6,7	kw:anger | kw:authority | kw:blessing | kw:body | kw:conflict | kw:consumption | kw:creed | kw:devotion	ر ح م → ح م د → د ي ن → ع ب د → ص ر ط → غ ي ر → غ ض ب	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	craft_material_built/textile_clothing; emotion_ethics/desire_appetite; emotion_ethics/honor_shame; kinship_society/family; kinship_society/gender; kinship_society/identity_personhood; kinship_society/marriage_genealogy; language_communication/concealment_disclosure; law_governance/obligation_contract; law_governance/punishment_sanction; ritual_belief/religion_worship; ritual_belief/ritual	anger, authority, blessing, body, conflict, consumption, creed, devotion, disappearance, emotion, ethics, evaluation, family, food, fury, gratitude, hardness, honor, ingestion, jealousy, kinship, law, lineage, material
RF0117	1	192	1,2,3,4,5,6,7	kw:ascent | kw:authority | kw:blessing | kw:coating | kw:craft | kw:creed | kw:deviation | kw:devotion	س م و → ح م د → ر ح م → د ي ن → ع ب د → ص ر ط → ض ل ل	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ح م:B002:الرَّحِم والقرابة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; cognition_perception/proof_uncertainty; emotion_ethics/honor_shame; kinship_society/family; kinship_society/identity_personhood; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; movement_travel/transport; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space	ascent, authority, blessing, coating, craft, creed, deviation, devotion, direction, elevation, eminence, error, ethics, evaluation, family, gratitude, guidance, height, hierarchy, honor, infrastructure, journey, kinship, law
RF0118	1	180	1,3,4,5,6,7	kw:ascent | kw:authority | kw:body | kw:charity | kw:compassion | kw:compensation | kw:consumption | kw:creed	س م و → ر ح م → د ي ن → ع ب د → ص ر ط → غ ي ر → ض ل ل	س م و:B001:العلو والارتفاع | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B002:الغَيْر في الدية | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/proof_uncertainty; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; emotion_ethics/honor_shame; kinship_society/hospitality_welfare; language_communication/concealment_disclosure; law_governance/obligation_contract; law_governance/punishment_sanction; movement_travel/navigation_route; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space	ascent, authority, body, charity, compassion, compensation, consumption, creed, deviation, devotion, disappearance, divinity, elevation, eminence, emotion, error, ethics, food, hardness, height, hierarchy, honor, indemnity, ingestion
RF0119	1	165	1,2,4,5,6,7	kw:address | kw:authority | kw:coating | kw:control | kw:craft | kw:creed | kw:deviation | kw:devotion	ء ل ه → ر ب ب → م ل ك → د ي ن → ع ب د → ص ر ط → ض ل ل	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | م ل ك:B002:المِلْك والتصرف | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	animal_life/husbandry; cognition_perception/proof_uncertainty; economy_property/economy; economy_property/labor_work; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; movement_travel/transport; ritual_belief/prayer_supplication; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space	address, authority, coating, control, craft, creed, deviation, devotion, direction, disposal, dominion, economy, error, ethics, governance, guidance, hierarchy, infrastructure, invocation, journey, language, law, leveling, maintenance
RF0120	1	156	2,3,4,6,7	kw:authority | kw:blessing | kw:charity | kw:compassion | kw:creed | kw:demography | kw:deviation | kw:devotion	ح م د → ر ب ب → ر ح م → د ي ن → ه د ي → ص ر ط → ض ل ل	ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; kinship_society/hospitality_welfare; kinship_society/kinship; law_governance/obligation_contract; law_governance/politics_order; movement_travel/navigation_route; ritual_belief/afterlife_eschatology; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space; time_measure_quantity/quantity_number	authority, blessing, charity, compassion, creed, demography, deviation, devotion, direction, divinity, emotion, error, ethics, evaluation, gathering, gratitude, guidance, journey, kindness, law, mercy, misguidance, multitude, navigation
RF0121	1	152	1,2,4,5,6	kw:address | kw:appellation | kw:authority | kw:balance | kw:classification | kw:coating | kw:craft | kw:creed	س م و → ء ل ه → ر ب ب → د ي ن → ع ب د → ص ر ط → ق و م	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ق و م:B008:استقامة واعتدال واستواء	animal_life/husbandry; cognition_perception/proof_uncertainty; kinship_society/identity_personhood; kinship_society/kinship; law_governance/obligation_contract; law_governance/politics_order; movement_travel/transport; ritual_belief/prayer_supplication; ritual_belief/religion_worship; ritual_belief/ritual; space_form_boundary/space; space_form_boundary/surface_shape	address, appellation, authority, balance, classification, coating, craft, creed, designation, devotion, direction, dominion, ethics, evenness, governance, guidance, hierarchy, identity, infrastructure, invocation, journey, justice, language, law
RF0122	1	144	1,2,3,5,6,7	kw:address | kw:appellation | kw:body | kw:classification | kw:consumption | kw:designation | kw:deviation | kw:disappearance	س م و → ء ل ه → ر ب ب → ر ح م → ع ب د → ص ر ط → ض ل ل	س م و:B005:الاسم تنويه ودلالة | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ر ح م:B002:الرَّحِم والقرابة | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | ض ل ل:B001:الضلال عن الهدى والقصد	cognition_perception/knowledge_learning; cognition_perception/proof_uncertainty; craft_material_built/textile_clothing; emotion_ethics/desire_appetite; kinship_society/family; kinship_society/identity_personhood; kinship_society/kinship; language_communication/concealment_disclosure; law_governance/obligation_contract; movement_travel/navigation_route; ritual_belief/prayer_supplication; ritual_belief/religion_worship	address, appellation, body, classification, consumption, designation, deviation, disappearance, error, ethics, family, food, hardness, identity, ingestion, invocation, kinship, knowledge, language, law, lineage, material, misguidance, name
RF0123	1	128	1,2,4,5,7	kw:absence | kw:advocacy | kw:anger | kw:authority | kw:blessing | kw:burial | kw:calendar | kw:concealment	ر ح م → ح م د → ي و م → د ي ن → ع ب د → غ ض ب → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ي و م:B001:وقت النهار المحدود | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B002:الغضب لشخص حي أو به بعد موته | ض ل ل:B002:الغيبوبة والخفاء	body_health_life/mortality_death; emotion_ethics/desire_appetite; emotion_ethics/fear_grief; emotion_ethics/honor_shame; emotion_ethics/trust_loyalty; kinship_society/family; kinship_society/identity_personhood; land_water_sky/light_darkness; land_water_sky/sky_astronomy; law_governance/obligation_contract; ritual_belief/religion_worship; ritual_belief/ritual	absence, advocacy, anger, authority, blessing, burial, calendar, concealment, creed, day, daytime, defense, devotion, disappearance, emotion, ethics, evaluation, family, gratitude, grief, hiddenness, honor, kinship, law
