review_id	candidate_count	path_count_total	ayahs	scored_facet_signature	representative_roots	representative_branches	top_scored_facets
SF0102	2	896	1,2,3,4,5	theme:ritual_belief/religion_worship | kw:theology | kw:devotion | kw:worship | kw:religion | kw:hierarchy | kw:authority | theme:ritual_belief/ritual	ء ل ه → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → ع ب د	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ع ب د:B001:الرق والملك	theme:ritual_belief/religion_worship(3); kw:theology(2); kw:devotion(2); kw:worship(2); kw:religion(2); kw:hierarchy(2); kw:authority(2); theme:ritual_belief/ritual(2); theme:kinship_society/hierarchy_status(2); theme:ritual_belief/belief_revelation(2); kw:gratitude(1); kw:adoration(1); kw:chattel(1); kw:creed(1); kw:thousand(1); kw:heraldry(1)
SF0103	2	888	1,2,3,5,7	kw:anger | theme:ritual_belief/religion_worship | theme:ritual_belief/belief_revelation	س م و → ء ل ه → ح م د → ر ب ب → ر ح م → ع ب د → غ ض ب	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:anger(2); theme:ritual_belief/religion_worship(2); theme:ritual_belief/belief_revelation(2); kw:gratitude(1); kw:adoration(1); kw:ceiling(1); kw:overhead(1); kw:regret(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:zeal(1); kw:fury(1); kw:resentment(1); kw:thousand(1); kw:heraldry(1)
SF0104	2	864	1,2,3,4,5,7	kw:theology | kw:anger | kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | kw:authority | theme:ritual_belief/ritual	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ع ب د → غ ض ب	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:theology(2); kw:anger(2); kw:devotion(2); kw:worship(2); theme:ritual_belief/religion_worship(2); kw:religion(2); kw:authority(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:adoration(1); kw:creed(1); kw:regret(1); kw:pity(1); kw:hawk(1); kw:falcon(1); kw:syrup(1)
SF0105	2	864	1,2,3,4,5	theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/belief_revelation | kw:submission | kw:obedience | theme:emotion_ethics/trust_loyalty	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ع ب د → ع و ن	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B003:العبادة والطاعة الخاضعة | ع و ن:B001:الإعانة والمظاهرة	theme:ritual_belief/religion_worship(4); kw:devotion(3); kw:worship(3); kw:religion(3); theme:ritual_belief/belief_revelation(3); kw:submission(2); kw:obedience(2); theme:emotion_ethics/trust_loyalty(2); kw:authority(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:monotheism(1); kw:creed(1); kw:thousand(1); kw:heraldry(1)
SF0106	2	798	1,2,3,4,6,7	kw:straightness | theme:ritual_belief/religion_worship | theme:law_governance/politics_order | theme:space_form_boundary/space	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ص ر ط → ق و م	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم | ق و م:B008:استقامة واعتدال واستواء	kw:straightness(2); theme:ritual_belief/religion_worship(2); theme:law_governance/politics_order(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:thousand(1); kw:creed(1); kw:pity(1); kw:rectitude(1); kw:divinity(1); kw:evenness(1); kw:loftiness(1); kw:eminence(1); kw:compassion(1); kw:moderation(1); kw:praise(1)
SF0107	2	764	1,2,3,4,6,7	kw:guidance | kw:direction | theme:ritual_belief/religion_worship | theme:ritual_belief/belief_revelation | theme:space_form_boundary/space	س م و → ح م د → ر ب ب → ر ح م → د ي ن → ه د ي → ص ر ط	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ص ر ط:B001:الطريق المستقيم	kw:guidance(2); kw:direction(2); theme:ritual_belief/religion_worship(2); theme:ritual_belief/belief_revelation(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:creed(1); kw:pity(1); kw:divinity(1); kw:loftiness(1); kw:eminence(1); kw:compassion(1); kw:straightness(1); kw:thousand(1); kw:heraldry(1); kw:banner(1)
SF0108	2	700	1,2,4,5,6,7	theme:ritual_belief/religion_worship | kw:religion | kw:theology | kw:devotion | kw:worship | theme:ritual_belief/ritual | theme:craft_material_built/architecture_construction	س م و → ء ل ه → ح م د → ر ب ب → د ي ن → ع ب د → ص ر ط	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم	theme:ritual_belief/religion_worship(5); kw:religion(4); kw:theology(2); kw:devotion(2); kw:worship(2); theme:ritual_belief/ritual(2); theme:craft_material_built/architecture_construction(2); kw:gratitude(1); kw:adoration(1); kw:ceiling(1); kw:paving(1); kw:creed(1); kw:sage(1); kw:taming(1); kw:overhead(1); kw:scholar(1)
SF0109	2	684	1,2,4,5,6,7	theme:ritual_belief/religion_worship | kw:blessing | theme:law_governance/obligation_contract	ر ح م → ح م د → ء ل ه → ر ب ب → د ي ن → ق و م → ن ع م	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ق و م:B009:قوام وعماد ومعاش | ن ع م:B001:حسن الحال والنعمة	theme:ritual_belief/religion_worship(3); kw:blessing(2); theme:law_governance/obligation_contract(2); kw:gratitude(1); kw:family(1); kw:creed(1); kw:dominion(1); kw:invocation(1); kw:relative(1); kw:address(1); kw:grace(1); kw:praise(1); kw:bounty(1); kw:oath(1); kw:pillar(1); kw:foundation(1)
SF0110	2	666	1,2,3,5,6	theme:ritual_belief/religion_worship | theme:ritual_belief/belief_revelation | kw:devotion | kw:worship | kw:religion | theme:kinship_society/hospitality_welfare	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → ع ب د → ه د ي	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | ع ب د:B003:العبادة والطاعة الخاضعة | ه د ي:B004:بعثة لطف وهدية إلى ذي مودة	theme:ritual_belief/religion_worship(3); theme:ritual_belief/belief_revelation(3); kw:devotion(2); kw:worship(2); kw:religion(2); theme:kinship_society/hospitality_welfare(2); kw:gratitude(1); kw:submission(1); kw:adoration(1); kw:monotheism(1); kw:present(1); kw:pity(1); kw:deity(1); kw:thousand(1); kw:ceiling(1); kw:overhead(1)
SF0111	2	616	1,2,3,4,5,6,7	kw:religion | kw:navigation | theme:ritual_belief/religion_worship | theme:space_form_boundary/space	س م و → ر ح م → ر ب ب → د ي ن → ع ب د → ص ر ط → ض ل ل	س م و:B001:العلو والارتفاع | ر ح م:B001:الرَّحْمَة والرقة | ر ب ب:B006:رُبّ خاثر وإصلاح به | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:religion(2); kw:navigation(2); theme:ritual_belief/religion_worship(2); theme:space_form_boundary/space(2); kw:paving(1); kw:creed(1); kw:taming(1); kw:pity(1); kw:smoothing(1); kw:divinity(1); kw:loftiness(1); kw:misguidance(1); kw:leveling(1); kw:heraldry(1); kw:banner(1); kw:syrup(1)
SF0112	2	611	1,2,4,5,6,7	theme:ritual_belief/religion_worship | kw:religion | theme:ritual_belief/belief_revelation | theme:law_governance/obligation_contract	ر ح م → ح م د → ء ل ه → ر ب ب → د ي ن → ه د ي → ض ل ل	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B001:ربوبية وملك وسيادة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/religion_worship(4); kw:religion(2); theme:ritual_belief/belief_revelation(2); theme:law_governance/obligation_contract(2); kw:gratitude(1); kw:creed(1); kw:dominion(1); kw:invocation(1); kw:misguidance(1); kw:address(1); kw:praise(1); kw:family(1); kw:paving(1); kw:taming(1); kw:smoothing(1); kw:leveling(1)
SF0113	2	580	1,2,3,4,6,7	theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:religion | theme:ritual_belief/ritual | theme:ritual_belief/belief_revelation | theme:space_form_boundary/space	س م و → ح م د → ء ل ه → ر ب ب → ر ح م → د ي ن → ص ر ط	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم	theme:ritual_belief/religion_worship(3); kw:devotion(2); kw:worship(2); kw:religion(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:hawk(1); kw:falcon(1); kw:syrup(1)
SF0114	2	560	2,3,4,5,6,7	kw:religion | kw:navigation | kw:authority | theme:law_governance/politics_order | theme:ritual_belief/religion_worship	ر ب ب → ر ح م → م ل ك → د ي ن → ع ب د → ص ر ط → ض ل ل	ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	kw:religion(2); kw:navigation(2); kw:authority(2); theme:law_governance/politics_order(2); theme:ritual_belief/religion_worship(2); kw:paving(1); kw:creed(1); kw:taming(1); kw:pity(1); kw:smoothing(1); kw:divinity(1); kw:kingship(1); kw:dominion(1); kw:misguidance(1); kw:thousand(1); kw:heraldry(1)
SF0115	2	544	1,2,3,4,6	theme:ritual_belief/religion_worship | theme:ritual_belief/belief_revelation | kw:theology | kw:devotion | kw:worship | kw:religion | kw:authority | theme:ritual_belief/ritual	ء ل ه → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → ه د ي	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق	theme:ritual_belief/religion_worship(3); theme:ritual_belief/belief_revelation(3); kw:theology(2); kw:devotion(2); kw:worship(2); kw:religion(2); kw:authority(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:thousand(1); kw:heraldry(1)
SF0116	2	480	1,2,3,4,5,7	kw:anger | kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | theme:emotion_ethics/fear_grief | theme:ritual_belief/ritual | theme:ritual_belief/belief_revelation	ء ل ه → ر ب ب → ر ح م → د ي ن → ع ب د → غ ض ب → ض ل ل	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B008:الأنفة والغضب | غ ض ب:B002:الغضب لشخص حي أو به بعد موته | ض ل ل:B002:الغيبوبة والخفاء	kw:anger(2); kw:devotion(2); kw:worship(2); theme:ritual_belief/religion_worship(2); kw:religion(2); theme:emotion_ethics/fear_grief(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:burial(1); kw:adoration(1); kw:creed(1); kw:regret(1); kw:advocacy(1); kw:pity(1); kw:hawk(1); kw:falcon(1)
SF0117	2	480	1,2,3,4,7	theme:ritual_belief/religion_worship | kw:theology | kw:blessing | kw:devotion | kw:worship | kw:religion | kw:authority | theme:kinship_society/hospitality_welfare	ء ل ه → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → ن ع م	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ن ع م:B001:حسن الحال والنعمة	theme:ritual_belief/religion_worship(3); kw:theology(2); kw:blessing(2); kw:devotion(2); kw:worship(2); kw:religion(2); kw:authority(2); theme:kinship_society/hospitality_welfare(2); theme:ritual_belief/ritual(2); theme:ritual_belief/belief_revelation(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:pity(1); kw:thousand(1); kw:heraldry(1)
SF0118	2	480	1,2,3,4,5,6,7	theme:ritual_belief/religion_worship | kw:religion | theme:kinship_society/hospitality_welfare | theme:law_governance/obligation_contract	ء ل ه → ر ب ب → ع ل م → ر ح م → د ي ن → ق و م → ن ع م	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B009:قوام وعماد ومعاش | ن ع م:B001:حسن الحال والنعمة	theme:ritual_belief/religion_worship(2); kw:religion(2); theme:kinship_society/hospitality_welfare(2); theme:law_governance/obligation_contract(2); kw:creed(1); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:divinity(1); kw:invocation(1); kw:address(1); kw:compassion(1); kw:semiotics(1); kw:pillar(1)
SF0119	2	474	1,2,3,4,6,7	theme:ritual_belief/religion_worship | kw:devotion | kw:worship | kw:religion | kw:appearance | theme:ritual_belief/ritual | theme:space_form_boundary/visual_appearance | theme:ritual_belief/belief_revelation	ء ل ه → ح م د → ر ب ب → ر ح م → د ي ن → ق و م → غ ض ب	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B011:قامة وقوام الجسم والطول | غ ض ب:B005:غلظ الجسم وشدة الحمرة	theme:ritual_belief/religion_worship(3); kw:devotion(2); kw:worship(2); kw:religion(2); kw:appearance(2); theme:ritual_belief/ritual(2); theme:space_form_boundary/visual_appearance(2); theme:ritual_belief/belief_revelation(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:pity(1); kw:deity(1); kw:thousand(1); kw:syrup(1); kw:paste(1)
SF0120	2	450	1,2,3,4,5,6	kw:theology | theme:ritual_belief/religion_worship | kw:religion | kw:authority | theme:law_governance/obligation_contract	ء ل ه → ر ب ب → ع ل م → ر ح م → م ل ك → د ي ن → ق و م	ء ل ه:B002:اسم الله في القسم والنداء | ر ب ب:B003:علم رباني | ع ل م:B002:أثر يميز الشيء ويهدي إليه | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال	kw:theology(2); theme:ritual_belief/religion_worship(2); kw:religion(2); kw:authority(2); theme:law_governance/obligation_contract(2); kw:creed(1); kw:heraldry(1); kw:sage(1); kw:banner(1); kw:pity(1); kw:scholar(1); kw:divinity(1); kw:kingship(1); kw:dominion(1); kw:invocation(1); kw:men(1)
SF0121	2	420	1,2,4,5,7	kw:anger | theme:ritual_belief/religion_worship	ر ح م → ح م د → ء ل ه → ع ل م → د ي ن → ع ب د → غ ض ب	ر ح م:B002:الرَّحِم والقرابة | ح م د:B001:الحمد خلاف الذم | ء ل ه:B001:التعبد والمعبود | ع ل م:B006:طائر جارح يسمى العلام | د ي ن:B005:العادة والشأن | ع ب د:B008:الأنفة والغضب | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	theme:ritual_belief/religion_worship(3); kw:anger(2); kw:gratitude(1); kw:family(1); kw:regret(1); kw:zeal(1); kw:relative(1); kw:fury(1); kw:resentment(1); kw:wrath(1); kw:adoration(1); kw:creed(1); kw:hawk(1); kw:mainstay(1); kw:falcon(1); kw:deity(1)
SF0122	2	420	1,2,4,5,6,7	kw:honor | theme:ritual_belief/religion_worship | theme:emotion_ethics/honor_shame	س م و → ح م د → د ي ن → ع ب د → ص ر ط → غ ي ر → غ ض ب	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	theme:ritual_belief/religion_worship(3); kw:honor(2); theme:emotion_ethics/honor_shame(2); kw:gratitude(1); kw:protectiveness(1); kw:jealousy(1); kw:loftiness(1); kw:zeal(1); kw:fury(1); kw:resentment(1); kw:eminence(1); kw:wrath(1); kw:adoration(1); kw:creed(1); kw:deity(1); kw:swallowing(1)
SF0123	2	408	1,2,3,4,6,7	theme:kinship_society/hospitality_welfare | theme:ritual_belief/belief_revelation | kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | theme:ritual_belief/ritual	ء ل ه → ر ب ب → ر ح م → د ي ن → ه د ي → ن ع م → غ ي ر	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ن ع م:B001:حسن الحال والنعمة | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح	theme:kinship_society/hospitality_welfare(3); theme:ritual_belief/belief_revelation(3); kw:devotion(2); kw:worship(2); theme:ritual_belief/religion_worship(2); kw:religion(2); theme:ritual_belief/ritual(2); kw:adoration(1); kw:creed(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:compassion(1); kw:hawk(1); kw:falcon(1); kw:syrup(1)
SF0124	2	400	1,2,3,4,5,6,7	theme:ritual_belief/belief_revelation | kw:theology | kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | kw:authority | theme:kinship_society/hospitality_welfare	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ه د ي → ن ع م	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ن ع م:B001:حسن الحال والنعمة	theme:ritual_belief/belief_revelation(4); kw:devotion(3); kw:worship(3); theme:ritual_belief/religion_worship(3); kw:religion(3); kw:authority(3); theme:kinship_society/hospitality_welfare(3); kw:theology(2); theme:ritual_belief/ritual(2); kw:adoration(1); kw:pity(1); kw:syrup(1); kw:submission(1); kw:ceiling(1); kw:monotheism(1); kw:present(1)
SF0125	2	384	1,2,3,4,7	kw:theology | kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | kw:authority | theme:ritual_belief/ritual | theme:kinship_society/hospitality_welfare	س م و → ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → غ ي ر	س م و:B004:السماء وما علا فأظل | ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | غ ي ر:B001:الصلاح والمنفعة بالميرة والسقي والإصلاح	kw:theology(2); kw:devotion(2); kw:worship(2); theme:ritual_belief/religion_worship(2); kw:religion(2); kw:authority(2); theme:ritual_belief/ritual(2); theme:kinship_society/hospitality_welfare(2); theme:ritual_belief/belief_revelation(2); kw:adoration(1); kw:ceiling(1); kw:creed(1); kw:overhead(1); kw:pity(1); kw:hawk(1); kw:falcon(1)
SF0126	2	360	1,2,3,4,5,6,7	kw:honor | theme:emotion_ethics/honor_shame	س م و → ر ح م → د ي ن → ع ب د → ص ر ط → غ ي ر → غ ض ب	س م و:B001:العلو والارتفاع | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ع ب د:B007:القوة والصلابة | ص ر ط:B002:الغيبة في المرور والبلع | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:honor(2); theme:emotion_ethics/honor_shame(2); kw:protectiveness(1); kw:jealousy(1); kw:loftiness(1); kw:zeal(1); kw:swallowing(1); kw:stoutness(1); kw:fury(1); kw:gratitude(1); kw:resentment(1); kw:eminence(1); kw:wrath(1); kw:family(1); kw:creed(1); kw:pity(1)
SF0127	2	360	1,2,3,4,6,7	kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | theme:ritual_belief/ritual | theme:kinship_society/marriage_genealogy | theme:ritual_belief/belief_revelation	ء ل ه → ر ب ب → ر ح م → د ي ن → ق و م → غ ي ر → غ ض ب	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | د ي ن:B001:الطاعة والانقياد | ق و م:B001:جماعة الناس والرجال | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	kw:devotion(2); kw:worship(2); theme:ritual_belief/religion_worship(2); kw:religion(2); theme:ritual_belief/ritual(2); theme:kinship_society/marriage_genealogy(2); theme:ritual_belief/belief_revelation(2); kw:honor(1); kw:men(1); kw:protectiveness(1); kw:adoration(1); kw:creed(1); kw:jealousy(1); kw:pity(1); kw:hawk(1); kw:falcon(1)
SF0128	2	360	1,2,3,4,6,7	kw:hierarchy | theme:ritual_belief/religion_worship | kw:authority | theme:law_governance/politics_order | theme:kinship_society/hierarchy_status | theme:space_form_boundary/space	س م و → ح م د → ر ب ب → ر ح م → م ل ك → د ي ن → ص ر ط	س م و:B001:العلو والارتفاع | ح م د:B001:الحمد خلاف الذم | ر ب ب:B004:ربة وجماعات كثيرة | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ص ر ط:B001:الطريق المستقيم	kw:hierarchy(2); theme:ritual_belief/religion_worship(2); kw:authority(2); theme:law_governance/politics_order(2); theme:kinship_society/hierarchy_status(2); theme:space_form_boundary/space(2); kw:gratitude(1); kw:creed(1); kw:pity(1); kw:divinity(1); kw:kingship(1); kw:dominion(1); kw:loftiness(1); kw:eminence(1); kw:thousand(1); kw:heraldry(1)
SF0129	2	336	1,2,3,4,6,7	kw:religion | theme:ritual_belief/religion_worship | theme:ritual_belief/belief_revelation | kw:theology | kw:devotion | kw:worship | kw:authority | theme:ritual_belief/ritual	ء ل ه → ر ب ب → ر ح م → م ل ك → د ي ن → ه د ي → ض ل ل	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | م ل ك:B003:المُلك والسلطان | د ي ن:B001:الطاعة والانقياد | ه د ي:B001:دلالة بلطف إلى الطريق والحق | ض ل ل:B001:الضلال عن الهدى والقصد	kw:religion(3); theme:ritual_belief/religion_worship(3); theme:ritual_belief/belief_revelation(3); kw:theology(2); kw:devotion(2); kw:worship(2); kw:authority(2); theme:ritual_belief/ritual(2); kw:adoration(1); kw:creed(1); kw:pity(1); kw:deity(1); kw:divinity(1); kw:hawk(1); kw:falcon(1); kw:syrup(1)
SF0130	2	328	1,2,4,5,6,7	theme:ritual_belief/religion_worship | kw:religion | kw:theology | kw:devotion | kw:worship | kw:navigation | theme:ritual_belief/ritual	ء ل ه → ح م د → ر ب ب → د ي ن → ع ب د → ص ر ط → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | د ي ن:B001:الطاعة والانقياد | ع ب د:B005:التذليل والتسوية | ص ر ط:B001:الطريق المستقيم | ض ل ل:B001:الضلال عن الهدى والقصد	theme:ritual_belief/religion_worship(5); kw:religion(4); kw:theology(2); kw:devotion(2); kw:worship(2); kw:navigation(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:sage(1); kw:scholar(1); kw:deity(1); kw:ceiling(1); kw:paving(1); kw:taming(1)
SF0131	2	320	1,2,4,6,7	theme:ritual_belief/religion_worship | kw:religion | kw:substitution | kw:replacement | kw:theology | kw:devotion | kw:worship | theme:ritual_belief/ritual	ء ل ه → ح م د → ر ب ب → د ي ن → ق و م → غ ي ر → ض ل ل	ء ل ه:B001:التعبد والمعبود | ح م د:B001:الحمد خلاف الذم | ر ب ب:B003:علم رباني | د ي ن:B001:الطاعة والانقياد | ق و م:B007:نيابة وقيام مقام غيره | غ ي ر:B003:تغيير الصورة أو إبدال الشيء بغيره | ض ل ل:B002:الغيبوبة والخفاء	theme:ritual_belief/religion_worship(4); kw:religion(3); kw:substitution(2); kw:replacement(2); kw:theology(2); kw:devotion(2); kw:worship(2); theme:ritual_belief/ritual(2); kw:gratitude(1); kw:adoration(1); kw:creed(1); kw:sage(1); kw:proxy(1); kw:scholar(1); kw:burial(1); kw:ceiling(1)
SF0132	2	320	1,2,3,5,6,7	theme:ritual_belief/belief_revelation | kw:devotion | kw:worship | theme:ritual_belief/religion_worship | kw:religion | theme:kinship_society/marriage_genealogy	ء ل ه → ر ب ب → ر ح م → ع ب د → ق و م → غ ي ر → غ ض ب	ء ل ه:B001:التعبد والمعبود | ر ب ب:B006:رُبّ خاثر وإصلاح به | ر ح م:B001:الرَّحْمَة والرقة | ع ب د:B003:العبادة والطاعة الخاضعة | ق و م:B001:جماعة الناس والرجال | غ ي ر:B004:الغَيْرة على الأهل | غ ض ب:B001:اشتداد السخط وثورانه للانتقام	theme:ritual_belief/belief_revelation(3); kw:devotion(2); kw:worship(2); theme:ritual_belief/religion_worship(2); kw:religion(2); theme:kinship_society/marriage_genealogy(2); kw:submission(1); kw:honor(1); kw:men(1); kw:protectiveness(1); kw:adoration(1); kw:monotheism(1); kw:jealousy(1); kw:pity(1); kw:syrup(1); kw:burial(1)
