syntax_edge_id	attachment_edge_id	ayah_ref	source_word_id	target_word_id	prep_word_id	source_morpheme_id	target_morpheme_id	prep_morpheme_id	source_qac_ref	target_qac_ref	prep_qac_ref	source_attachment_unit_id	target_attachment_unit_id	prep_attachment_unit_id	source_position	target_position	prep_position	relation	status	confidence	source_part	target_part	source_form_tag	target_form_tag	object_type	prep_base	binding_status	evidence	reason	source_pointer
sx-64_9-00117	ae:v3:s064:009:pass1:attach:a19	64:9	w-s064-a009-w016	w-s064-a009-w022		m-w-s064-a009-w016-02	m-w-s064-a009-w022-01		64:9:16:2	64:9:22:1		q:64:9:21	q:64:9:27		21	27		circumstantial	strongly_licensed	high			IV	NOUN_ACTIVE_PART			position_morpheme_aligned	case_government;local_syntax	خَٰلِدِينَ is a ḥāl describing the one admitted by يُدْخِلْهُ.	resources/attachments.tsv:53979
sx-64_9-00118	ae:v3:s064:009:pass1:attach:a20	64:9	w-s064-a009-w022	w-s064-a009-w023	w-s064-a009-w023	m-w-s064-a009-w022-01	m-w-s064-a009-w023-02	m-w-s064-a009-w023-01	64:9:22:1	64:9:23:2	64:9:23:1	q:64:9:27	q:64:9:28	q:64:9:28	27	28	28	prep_complement	syntactically_forced	high		pronoun_suffix	NOUN_ACTIVE_PART			فِي	position_morpheme_aligned	case_government;local_syntax	The هَا suffix in فِيهَا is governed by فِي and complements خَٰلِدِينَ.	resources/attachments.tsv:53980
sx-64_9-00119	ae:v3:s064:009:pass1:attach:a21	64:9	w-s064-a009-w022	w-s064-a009-w024		m-w-s064-a009-w022-01	m-w-s064-a009-w024-01		64:9:22:1	64:9:24:1		q:64:9:27	q:64:9:29		27	29		adverbial	strongly_licensed	high			NOUN_ACTIVE_PART	ADV			position_morpheme_aligned	case_government;local_syntax	أَبَدًا is a time adverb reinforcing خَٰلِدِينَ.	resources/attachments.tsv:53981
sx-64_9-00120	ae:v3:s064:009:pass1:attach:a22	64:9	w-s064-a009-w026	w-s064-a009-w025		m-w-s064-a009-w026-02	m-w-s064-a009-w025-01		64:9:26:2	64:9:25:1		q:64:9:31	q:64:9:30		31	30		predication	strongly_licensed	high			GERUND	DEM_PRON			position_morpheme_aligned	word_order;local_syntax	ذَٰلِكَ is predicated by ٱلْفَوْزُ.	resources/attachments.tsv:53982
sx-64_9-00121	ae:v3:s064:009:pass1:attach:a23	64:9	w-s064-a009-w026	w-s064-a009-w027		m-w-s064-a009-w026-02	m-w-s064-a009-w027-02		64:9:26:2	64:9:27:2		q:64:9:31	q:64:9:32		31	32		adjective	strongly_licensed	high			GERUND	ADJ_QUALIT			position_morpheme_aligned	agreement;local_syntax	ٱلْعَظِيمُ agrees with and qualifies ٱلْفَوْزُ.	resources/attachments.tsv:53983
sx-64_9-00122	ae:v3:s064:009:pass1:attach:a24	64:9	w-s064-a009-w015	w-s064-a009-w015		m-w-s064-a009-w015-01	m-w-s064-a009-w015-01		64:9:15:1	64:9:15:1		q:64:9:19	q:64:9:19		19	19		idafa	syntactically_forced	high		possessive_suffix	NOUN_ABSTRACT				position_morpheme_aligned	morphology;local_syntax	The هِ suffix in سَيِّـَٔاتِهِ is the genitive possessor of سَيِّـَٔاتِ.	resources/attachments.tsv:53984
sx-64_9-00123	ae:v3:s064:009:pass1:attach:a25	64:9	w-s064-a009-w020	w-s064-a009-w020		m-w-s064-a009-w020-01	m-w-s064-a009-w020-01		64:9:20:1	64:9:20:1		q:64:9:25	q:64:9:25		25	25		idafa	syntactically_forced	high		possessive_suffix	NOUN_ABSTRACT				position_morpheme_aligned	morphology;local_syntax	The هَا suffix in تَحْتِهَا is the genitive possessor of تَحْتِ.	resources/attachments.tsv:53985
sx-64_9-00124	ae:v3:s064:009:pass1:attach:a26	64:9	w-s064-a009-w017	w-s064-a009-w018		m-w-s064-a009-w017-01	m-w-s064-a009-w018-01		64:9:17:1	64:9:18:1		q:64:9:22	q:64:9:23		22	23		adjective	strongly_licensed	high			NOUN_CONCRETE	IV			position_morpheme_aligned	local_syntax;agreement	تَجْرِى مِن تَحْتِهَا ٱلْأَنْهَٰرُ is the descriptive clause qualifying جَنَّٰتٍ.	resources/attachments.tsv:53986
sx-64_10-00125	ae:v3:s064:010:pass1:attach:a1	64:10	w-s064-a010-w001	w-s064-a010-w005		m-w-s064-a010-w001-02	m-w-s064-a010-w005-01		64:10:1:2	64:10:5:1		q:64:10:2	q:64:10:8		2	8		apposition	strongly_licensed	high			REL_PRON	DEM_PRON_MP			position_morpheme_aligned	local_syntax	أُو۟لَٰئِكَ resumes and points back to ٱلَّذِينَ.	resources/attachments.tsv:53987
sx-64_10-00126	ae:v3:s064:010:pass1:attach:a2	64:10	w-s064-a010-w006	w-s064-a010-w005		m-w-s064-a010-w006-01	m-w-s064-a010-w005-01		64:10:6:1	64:10:5:1		q:64:10:9	q:64:10:8		9	8		predication	strongly_licensed	high			NOUN_ACTIVE_PART	DEM_PRON_MP			position_morpheme_aligned	word_order;local_syntax	أُو۟لَٰئِكَ is predicated by أَصْحَٰبُ.	resources/attachments.tsv:53988
sx-64_10-00127	ae:v3:s064:010:pass1:attach:a3	64:10	w-s064-a010-w002	w-s064-a010-w003		m-w-s064-a010-w002-01	m-w-s064-a010-w003-02		64:10:2:1	64:10:3:2		q:64:10:3	q:64:10:5		3	5		conjoined	strongly_licensed	high			PV	PV			position_morpheme_aligned	parallelism;local_syntax	كَذَّبُوا is coordinated with كَفَرُوا in the relative clause.	resources/attachments.tsv:53989
sx-64_10-00128	ae:v3:s064:010:pass1:attach:a4	64:10	w-s064-a010-w003	w-s064-a010-w004	w-s064-a010-w004	m-w-s064-a010-w003-02	m-w-s064-a010-w004-02	m-w-s064-a010-w004-01	64:10:3:2	64:10:4:2	64:10:4:1	q:64:10:5	q:64:10:7	q:64:10:6	5	7	6	prep_complement	syntactically_forced	high			PV	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;local_syntax	ءَايَٰتِنَآ is governed by بِ and complements كَذَّبُوا.	resources/attachments.tsv:53990
sx-64_10-00129	ae:v3:s064:010:pass1:attach:a5	64:10	w-s064-a010-w006	w-s064-a010-w007		m-w-s064-a010-w006-01	m-w-s064-a010-w007-02		64:10:6:1	64:10:7:2		q:64:10:9	q:64:10:10		9	10		idafa	syntactically_forced	high			NOUN_ACTIVE_PART	NOUN_CONCRETE			position_morpheme_aligned	morphology;case_government	ٱلنَّارِ is the genitive complement of construct أَصْحَٰبُ.	resources/attachments.tsv:53991
sx-64_10-00130	ae:v3:s064:010:pass1:attach:a6	64:10	w-s064-a010-w005	w-s064-a010-w008		m-w-s064-a010-w005-01	m-w-s064-a010-w008-01		64:10:5:1	64:10:8:1		q:64:10:8	q:64:10:11		8	11		circumstantial	strongly_licensed	high			DEM_PRON_MP	NOUN_ACTIVE_PART			position_morpheme_aligned	case_government;local_syntax	خَٰلِدِينَ is a ḥāl describing أُو۟لَٰئِكَ.	resources/attachments.tsv:53992
sx-64_10-00131	ae:v3:s064:010:pass1:attach:a7	64:10	w-s064-a010-w008	w-s064-a010-w009	w-s064-a010-w009	m-w-s064-a010-w008-01	m-w-s064-a010-w009-02	m-w-s064-a010-w009-01	64:10:8:1	64:10:9:2	64:10:9:1	q:64:10:11	q:64:10:12	q:64:10:12	11	12	12	prep_complement	syntactically_forced	high		pronoun_suffix	NOUN_ACTIVE_PART			فِي	position_morpheme_aligned	case_government;local_syntax	The هَا suffix in فِيهَا is governed by فِي and complements خَٰلِدِينَ.	resources/attachments.tsv:53993
sx-64_10-00132	ae:v3:s064:010:pass1:attach:a8	64:10	w-s064-a010-w010	w-s064-a010-w011		m-w-s064-a010-w010-02	m-w-s064-a010-w011-02		64:10:10:2	64:10:11:2		q:64:10:14	q:64:10:15		14	15		subject	syntactically_forced	high			UNINFLECTED_VERB	GERUND			position_morpheme_aligned	word_order;local_syntax	ٱلْمَصِيرُ is the overt subject of بِئْسَ.	resources/attachments.tsv:53994
sx-64_10-00133	ae:v3:s064:010:pass1:attach:a9	64:10	w-s064-a010-w004	w-s064-a010-w004		m-w-s064-a010-w004-02	m-w-s064-a010-w004-02		64:10:4:2	64:10:4:2		q:64:10:7	q:64:10:7		7	7		idafa	syntactically_forced	high		possessive_suffix	NOUN_ABSTRACT				position_morpheme_aligned	morphology;local_syntax	The نَا suffix in ءَايَٰتِنَآ is the genitive possessor of ءَايَٰتِ.	resources/attachments.tsv:53995
sx-64_11-00134	ae:v3:s064:011:pass1:attach:a1	64:11	w-s064-a011-w002	w-s064-a011-w004	w-s064-a011-w003	m-w-s064-a011-w002-01	m-w-s064-a011-w004-01	m-w-s064-a011-w003-01	64:11:2:1	64:11:4:1	64:11:3:1	q:64:11:2	q:64:11:4	q:64:11:3	2	4	3	prep_complement	syntactically_forced	high			PV	NOUN_ABSTRACT		مِن	position_morpheme_aligned	case_government;local_syntax	مُّصِيبَةٍ is case-governed by مِن in the negative مَا أَصَابَ construction.	resources/attachments.tsv:53996
sx-64_11-00135	ae:v3:s064:011:pass1:attach:a2	64:11	w-s064-a011-w002	w-s064-a011-w004		m-w-s064-a011-w002-01	m-w-s064-a011-w004-01		64:11:2:1	64:11:4:1		q:64:11:2	q:64:11:4		2	4		subject	strongly_licensed	high			PV	NOUN_ABSTRACT			position_morpheme_aligned	agreement;word_order	مُّصِيبَةٍ is the indefinite subject whose befalling is negated by مَا أَصَابَ.	resources/attachments.tsv:53997
sx-64_11-00136	ae:v3:s064:011:pass1:attach:a3	64:11	w-s064-a011-w002	w-s064-a011-w006	w-s064-a011-w006	m-w-s064-a011-w002-01	m-w-s064-a011-w006-02	m-w-s064-a011-w006-01	64:11:2:1	64:11:6:2	64:11:6:1	q:64:11:2	q:64:11:7	q:64:11:6	2	7	6	prep_complement	syntactically_forced	high			PV	GERUND		بـ	position_morpheme_aligned	case_government;local_syntax	إِذْنِ is governed by بِ and the phrase بِإِذْنِ ٱللَّهِ fills the إِلَّا restriction on أَصَابَ.	resources/attachments.tsv:53998
sx-64_11-00137	ae:v3:s064:011:pass1:attach:a4	64:11	w-s064-a011-w006	w-s064-a011-w007		m-w-s064-a011-w006-02	m-w-s064-a011-w007-01		64:11:6:2	64:11:7:1		q:64:11:7	q:64:11:8		7	8		idafa	syntactically_forced	high			GERUND	NOUN_PROP			position_morpheme_aligned	morphology;case_government	ٱللَّهِ is the genitive possessor in إِذْنِ ٱللَّهِ.	resources/attachments.tsv:53999
sx-64_11-00138	ae:v3:s064:011:pass1:attach:a5	64:11	w-s064-a011-w009	w-s064-a011-w010	w-s064-a011-w010	m-w-s064-a011-w009-01	m-w-s064-a011-w010-02	m-w-s064-a011-w010-01	64:11:9:1	64:11:10:2	64:11:10:1	q:64:11:11	q:64:11:13	q:64:11:12	11	13	12	prep_complement	syntactically_forced	high			IV	NOUN_PROP		بـ	position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is governed by بِ as the complement of يُؤْمِنْ.	resources/attachments.tsv:54000
sx-64_11-00139	ae:v3:s064:011:pass1:attach:a6	64:11	w-s064-a011-w011	w-s064-a011-w012		m-w-s064-a011-w011-01	m-w-s064-a011-w012-01		64:11:11:1	64:11:12:1		q:64:11:14	q:64:11:15		14	15		direct_object	syntactically_forced	high			IV	NOUN_CONCRETE	explicit		position_morpheme_aligned	case_government;local_syntax	قَلْبَهُۥ is the explicit object of يَهْدِ.	resources/attachments.tsv:54001
sx-64_11-00140	ae:v3:s064:011:pass1:attach:a7	64:11	w-s064-a011-w013	w-s064-a011-w016		m-w-s064-a011-w013-02	m-w-s064-a011-w016-01		64:11:13:2	64:11:16:1		q:64:11:17	q:64:11:21		17	21		predication	strongly_licensed	high			NOUN_PROP	ADJ_QUALIT			position_morpheme_aligned	local_syntax;agreement	عَلِيمٌ is the predicate of the nominal subject ٱللَّهُ.	resources/attachments.tsv:54002
sx-64_11-00141	ae:v3:s064:011:pass1:attach:a8	64:11	w-s064-a011-w016	w-s064-a011-w014	w-s064-a011-w014	m-w-s064-a011-w016-01	m-w-s064-a011-w014-02	m-w-s064-a011-w014-01	64:11:16:1	64:11:14:2	64:11:14:1	q:64:11:21	q:64:11:19	q:64:11:18	21	19	18	prep_complement	syntactically_forced	high			ADJ_QUALIT	NOUN_ABSTRACT		بـ	position_morpheme_aligned	case_government;local_syntax	كُلِّ is governed by بِ and specifies the scope of عَلِيمٌ.	resources/attachments.tsv:54003
sx-64_11-00142	ae:v3:s064:011:pass1:attach:a9	64:11	w-s064-a011-w014	w-s064-a011-w015		m-w-s064-a011-w014-02	m-w-s064-a011-w015-01		64:11:14:2	64:11:15:1		q:64:11:19	q:64:11:20		19	20		idafa	syntactically_forced	high			NOUN_ABSTRACT	NOUN_ABSTRACT			position_morpheme_aligned	morphology;case_government	شَىْءٍ is the genitive complement of كُلِّ.	resources/attachments.tsv:54004
sx-64_11-00143	ae:v3:s064:011:pass1:attach:a10	64:11	w-s064-a011-w009	w-s064-a011-w008		m-w-s064-a011-w009-01	m-w-s064-a011-w008-02		64:11:9:1	64:11:8:2		q:64:11:11	q:64:11:10		11	10		subject	strongly_licensed	high			IV	CONDITION_PART			position_morpheme_aligned	local_syntax;word_order	مَنْ supplies the conditional subject of يُؤْمِنْ.	resources/attachments.tsv:54005
sx-64_12-00144	ae:v3:s064:012:pass1:attach:a1	64:12	w-s064-a012-w001	w-s064-a012-w002		m-w-s064-a012-w001-02	m-w-s064-a012-w002-01		64:12:1:2	64:12:2:1		q:64:12:2	q:64:12:3		2	3		direct_object	syntactically_forced	high			CV	NOUN_PROP	explicit		position_morpheme_aligned	case_government;local_syntax	ٱللَّهَ is the explicit object of أَطِيعُوا۟.	resources/attachments.tsv:54006
sx-64_12-00145	ae:v3:s064:012:pass1:attach:a2	64:12	w-s064-a012-w003	w-s064-a012-w004		m-w-s064-a012-w003-02	m-w-s064-a012-w004-02		64:12:3:2	64:12:4:2		q:64:12:5	q:64:12:6		5	6		direct_object	syntactically_forced	high			CV	NOUN_CONCRETE	explicit		position_morpheme_aligned	case_government;local_syntax	ٱلرَّسُولَ is the explicit object of the second أَطِيعُوا۟.	resources/attachments.tsv:54007
sx-64_12-00146	ae:v3:s064:012:pass1:attach:a3	64:12	w-s064-a012-w001	w-s064-a012-w003		m-w-s064-a012-w001-02	m-w-s064-a012-w003-02		64:12:1:2	64:12:3:2		q:64:12:2	q:64:12:5		2	5		conjoined	strongly_licensed	high			CV	CV			position_morpheme_aligned	parallelism;local_syntax	The second أَطِيعُوا۟ is coordinated with the first أَطِيعُوا۟ by وَ.	resources/attachments.tsv:54008
sx-64_12-00147	ae:v3:s064:012:pass1:attach:a4	64:12	w-s064-a012-w010	w-s064-a012-w009	w-s064-a012-w008	m-w-s064-a012-w010-02	m-w-s064-a012-w009-01	m-w-s064-a012-w008-01	64:12:10:2	64:12:9:1	64:12:8:1	q:64:12:14	q:64:12:13	q:64:12:12	14	13	12	prep_complement	syntactically_forced	high			NOUN_ABSTRACT	NOUN_CONCRETE		عَلَى	position_morpheme_aligned	case_government;local_syntax	رَسُولِنَا is governed by عَلَىٰ in the fronted predicate of ٱلْبَلَٰغُ.	resources/attachments.tsv:54009
sx-64_12-00148	ae:v3:s064:012:pass1:attach:a5	64:12	w-s064-a012-w010	w-s064-a012-w009		m-w-s064-a012-w010-02	m-w-s064-a012-w009-01		64:12:10:2	64:12:9:1		q:64:12:14	q:64:12:13		14	13		predication	strongly_licensed	high			NOUN_ABSTRACT	NOUN_CONCRETE			position_morpheme_aligned	word_order;local_syntax	عَلَىٰ رَسُولِنَا is the fronted predicate for the delayed subject ٱلْبَلَٰغُ.	resources/attachments.tsv:54010
sx-64_12-00149	ae:v3:s064:012:pass1:attach:a6	64:12	w-s064-a012-w010	w-s064-a012-w011		m-w-s064-a012-w010-02	m-w-s064-a012-w011-02		64:12:10:2	64:12:11:2		q:64:12:14	q:64:12:15		14	15		adjective	strongly_licensed	high			NOUN_ABSTRACT	NOUN_ACTIVE_PART			position_morpheme_aligned	agreement;local_syntax	ٱلْمُبِينُ agrees with and modifies ٱلْبَلَٰغُ.	resources/attachments.tsv:54011
sx-64_13-00150	ae:v3:s064:013:pass1:attach:a1	64:13	w-s064-a013-w002	w-s064-a013-w003		m-w-s064-a013-w002-01	m-w-s064-a013-w003-01		64:13:2:1	64:13:3:1		q:64:13:2	q:64:13:3		2	3		particle_complement	syntactically_forced	high			NEG_PART	NOUN_CONCRETE			position_morpheme_aligned	case_government;local_syntax	إِلَٰهَ is the governed noun of categorical negation لَا.	resources/attachments.tsv:54012
sx-64_13-00151	ae:v3:s064:013:pass1:attach:a2	64:13	w-s064-a013-w003	w-s064-a013-w005		m-w-s064-a013-w003-01	m-w-s064-a013-w005-01		64:13:3:1	64:13:5:1		q:64:13:3	q:64:13:5		3	5		exception	syntactically_forced	high			NOUN_CONCRETE	PRON			position_morpheme_aligned	local_syntax;case_government	هُوَ is the visible exception introduced by إِلَّا from the negated class إِلَٰهَ.	resources/attachments.tsv:54013
sx-64_13-00152	ae:v3:s064:013:pass1:attach:a3	64:13	w-s064-a013-w001	w-s064-a013-w003		m-w-s064-a013-w001-01	m-w-s064-a013-w003-01		64:13:1:1	64:13:3:1		q:64:13:1	q:64:13:3		1	3		predication	strongly_licensed	high			NOUN_PROP	NOUN_CONCRETE			position_morpheme_aligned	local_syntax	The statement لَا إِلَٰهَ إِلَّا هُوَ predicates exclusive deity of ٱللَّهُ.	resources/attachments.tsv:54014
sx-64_13-00153	ae:v3:s064:013:pass1:attach:a4	64:13	w-s064-a013-w008	w-s064-a013-w007	w-s064-a013-w006	m-w-s064-a013-w008-03	m-w-s064-a013-w007-01	m-w-s064-a013-w006-02	64:13:8:3	64:13:7:1	64:13:6:2	q:64:13:11	q:64:13:8	q:64:13:7	11	8	7	prep_complement	syntactically_forced	high			IV	NOUN_PROP		عَلَى	position_morpheme_aligned	case_government;local_syntax	ٱللَّهِ is governed by عَلَى as the complement of يَتَوَكَّلِ.	resources/attachments.tsv:54015
sx-64_13-00154	ae:v3:s064:013:pass1:attach:a5	64:13	w-s064-a013-w008	w-s064-a013-w008		m-w-s064-a013-w008-03	m-w-s064-a013-w008-03		64:13:8:3	64:13:8:3		q:64:13:10	q:64:13:11		10	11		particle_complement	syntactically_forced	high			OTHER	IV			position_morpheme_aligned	local_syntax;morphology	يَتَوَكَّلِ is governed in jussive force by لْ of command.	resources/attachments.tsv:54016
sx-64_13-00155	ae:v3:s064:013:pass1:attach:a6	64:13	w-s064-a013-w008	w-s064-a013-w009		m-w-s064-a013-w008-03	m-w-s064-a013-w009-02		64:13:8:3	64:13:9:2		q:64:13:11	q:64:13:12		11	12		subject	syntactically_forced	high			IV	NOUN_ACTIVE_PART			position_morpheme_aligned	agreement;word_order	ٱلْمُؤْمِنُونَ is the explicit plural subject of يَتَوَكَّلِ.	resources/attachments.tsv:54017
sx-64_14-00156	ae:v3:s064:014:pass1:attach:a1	64:14	w-s064-a014-w001	w-s064-a014-w001		m-w-s064-a014-w001-02	m-w-s064-a014-w001-02		64:14:1:2	64:14:1:2		q:64:14:1	q:64:14:2		1	2		vocative	syntactically_forced	high			VOC_PART	REL_PRON			position_morpheme_aligned	local_syntax;formulaic_construction	أَيُّهَا is the vocative target introduced by يَٰ.	resources/attachments.tsv:54018
sx-64_14-00157	ae:v3:s064:014:pass1:attach:a2	64:14	w-s064-a014-w001	w-s064-a014-w002		m-w-s064-a014-w001-02	m-w-s064-a014-w002-01		64:14:1:2	64:14:2:1		q:64:14:2	q:64:14:3		2	3		apposition	strongly_licensed	high			REL_PRON	REL_PRON			position_morpheme_aligned	local_syntax;formulaic_construction	ٱلَّذِينَ stands in apposition to أَيُّهَا in the vocative formula.	resources/attachments.tsv:54019
sx-64_14-00158	ae:v3:s064:014:pass1:attach:a3	64:14	w-s064-a014-w008	w-s064-a014-w006	w-s064-a014-w005	m-w-s064-a014-w008-01	m-w-s064-a014-w006-01	m-w-s064-a014-w005-01	64:14:8:1	64:14:6:1	64:14:5:1	q:64:14:10	q:64:14:7	q:64:14:6	10	7	6	prep_complement	syntactically_forced	high			ADJ_INTENS	NOUN_CONCRETE		مِن	position_morpheme_aligned	case_government;local_syntax	أَزْوَٰجِكُمْ is governed by مِنْ in the fronted predicate of عَدُوًّا.	resources/attachments.tsv:54020
sx-64_14-00159	ae:v3:s064:014:pass1:attach:a4	64:14	w-s064-a014-w006	w-s064-a014-w007		m-w-s064-a014-w006-01	m-w-s064-a014-w007-02		64:14:6:1	64:14:7:2		q:64:14:7	q:64:14:9		7	9		conjoined	strongly_licensed	high			NOUN_CONCRETE	NOUN_CONCRETE			position_morpheme_aligned	parallelism;local_syntax	أَوْلَٰدِكُمْ is coordinated with أَزْوَٰجِكُمْ by وَ.	resources/attachments.tsv:54021
sx-64_14-00160	ae:v3:s064:014:pass1:attach:a5	64:14	w-s064-a014-w004	w-s064-a014-w006		m-w-s064-a014-w004-01	m-w-s064-a014-w006-01		64:14:4:1	64:14:6:1		q:64:14:5	q:64:14:7		5	7		predication	strongly_licensed	high			ANNUL_PART	NOUN_CONCRETE			position_morpheme_aligned	word_order;local_syntax	مِنْ أَزْوَٰجِكُمْ وَأَوْلَٰدِكُمْ is the fronted khabar governed by إِنَّ.	resources/attachments.tsv:54022
sx-64_14-00161	ae:v3:s064:014:pass1:attach:a6	64:14	w-s064-a014-w004	w-s064-a014-w008		m-w-s064-a014-w004-01	m-w-s064-a014-w008-01		64:14:4:1	64:14:8:1		q:64:14:5	q:64:14:10		5	10		particle_complement	syntactically_forced	high			ANNUL_PART	ADJ_INTENS			position_morpheme_aligned	case_government;local_syntax	عَدُوًّا is the accusative ism governed by إِنَّ.	resources/attachments.tsv:54023
sx-64_14-00162	ae:v3:s064:014:pass1:attach:a7	64:14	w-s064-a014-w008	w-s064-a014-w009	w-s064-a014-w009	m-w-s064-a014-w008-01	m-w-s064-a014-w009-02	m-w-s064-a014-w009-01	64:14:8:1	64:14:9:2	64:14:9:1	q:64:14:10	q:64:14:11	q:64:14:11	10	11	11	prep_complement	syntactically_forced	high		pronoun_suffix	ADJ_INTENS			لـ	position_morpheme_aligned	case_government;local_syntax	The pronoun suffix in لَّكُمْ is governed by lām and complements عَدُوًّا.	resources/attachments.tsv:54024
sx-64_14-00163	ae:v3:s064:014:pass1:attach:a8	64:14	w-s064-a014-w010	w-s064-a014-w010		m-w-s064-a014-w010-02	m-w-s064-a014-w010-02		64:14:10:2	64:14:10:2		q:64:14:13	q:64:14:13		13	13		direct_object	syntactically_forced	high		object_suffix	CV		clitic		position_morpheme_aligned	morphology;local_syntax	The هُمْ suffix on ٱحْذَرُوهُمْ is the object of the imperative stem.	resources/attachments.tsv:54025
sx-64_14-00164	ae:v3:s064:014:pass1:attach:a9	64:14	w-s064-a014-w012	w-s064-a014-w013		m-w-s064-a014-w012-01	m-w-s064-a014-w013-02		64:14:12:1	64:14:13:2		q:64:14:16	q:64:14:18		16	18		conjoined	strongly_licensed	high			IV	IV			fallback_morpheme_aligned	parallelism;local_syntax	تَصْفَحُوا۟ is coordinated with تَعْفُوا۟ by وَ.	resources/attachments.tsv:54026
sx-64_14-00165	ae:v3:s064:014:pass1:attach:a10	64:14	w-s064-a014-w012	w-s064-a014-w014		m-w-s064-a014-w012-01	m-w-s064-a014-w014-02		64:14:12:1	64:14:14:2		q:64:14:16	q:64:14:20		16	20		conjoined	strongly_licensed	high			IV	IV			fallback_morpheme_aligned	parallelism;local_syntax	تَغْفِرُوا۟ is coordinated with تَعْفُوا۟ by وَ.	resources/attachments.tsv:54027
sx-64_14-00166	ae:v3:s064:014:pass1:attach:a11	64:14	w-s064-a014-w015	w-s064-a014-w016		m-w-s064-a014-w015-02	m-w-s064-a014-w016-01		64:14:15:2	64:14:16:1		q:64:14:22	q:64:14:23		22	23		particle_complement	syntactically_forced	high			ANNUL_PART	NOUN_PROP			fallback_morpheme_aligned	case_government;local_syntax	ٱللَّهَ is the accusative noun governed by إِنَّ.	resources/attachments.tsv:54028
sx-64_14-00167	ae:v3:s064:014:pass1:attach:a12	64:14	w-s064-a014-w015	w-s064-a014-w017		m-w-s064-a014-w015-02	m-w-s064-a014-w017-01		64:14:15:2	64:14:17:1		q:64:14:22	q:64:14:24		22	24		predication	strongly_licensed	high			ANNUL_PART	ADJ_INTENS			fallback_morpheme_aligned	local_syntax;agreement	غَفُورٌ is a khabar of إِنَّ.	resources/attachments.tsv:54029
sx-64_14-00168	ae:v3:s064:014:pass1:attach:a13	64:14	w-s064-a014-w015	w-s064-a014-w018		m-w-s064-a014-w015-02	m-w-s064-a014-w018-01		64:14:15:2	64:14:18:1		q:64:14:22	q:64:14:25		22	25		predication	strongly_licensed	high			ANNUL_PART	ADJ_INTENS			fallback_morpheme_aligned	local_syntax;agreement	رَّحِيمٌ is a second khabar of إِنَّ.	resources/attachments.tsv:54030
sx-64_15-00169	ae:v3:s064:015:pass1:attach:a1	64:15	w-s064-a015-w002	w-s064-a015-w003		m-w-s064-a015-w002-01	m-w-s064-a015-w003-02		64:15:2:1	64:15:3:2		q:64:15:2	q:64:15:4		2	4		conjoined	strongly_licensed	high			NOUN_CONCRETE	NOUN_CONCRETE			position_morpheme_aligned	parallelism;local_syntax	أَوْلَادُكُمْ is coordinated with أَمْوَالُكُمْ by وَ.	resources/attachments.tsv:54031
sx-64_15-00170	ae:v3:s064:015:pass1:attach:a2	64:15	w-s064-a015-w002	w-s064-a015-w004		m-w-s064-a015-w002-01	m-w-s064-a015-w004-01		64:15:2:1	64:15:4:1		q:64:15:2	q:64:15:5		2	5		predication	strongly_licensed	high			NOUN_CONCRETE	GERUND			position_morpheme_aligned	local_syntax;agreement	فِتْنَةٌ predicates أَمْوَالُكُمْ with the coordinated أَوْلَادُكُمْ.	resources/attachments.tsv:54032
sx-64_15-00171	ae:v3:s064:015:pass1:attach:a3	64:15	w-s064-a015-w005	w-s064-a015-w006		m-w-s064-a015-w005-02	m-w-s064-a015-w006-01		64:15:5:2	64:15:6:1		q:64:15:7	q:64:15:8		7	8		predication	strongly_licensed	high			NOUN_PROP	ADV			position_morpheme_aligned	local_syntax;word_order	عِندَهُۥ أَجْرٌ عَظِيمٌ is the predicate statement attached to ٱللَّهُ.	resources/attachments.tsv:54033
sx-64_15-00172	ae:v3:s064:015:pass1:attach:a4	64:15	w-s064-a015-w007	w-s064-a015-w006		m-w-s064-a015-w007-01	m-w-s064-a015-w006-01		64:15:7:1	64:15:6:1		q:64:15:9	q:64:15:8		9	8		adverbial	strongly_licensed	high			GERUND	ADV			position_morpheme_aligned	local_syntax;word_order	عِندَهُۥ locates the existence of أَجْرٌ.	resources/attachments.tsv:54034
sx-64_15-00173	ae:v3:s064:015:pass1:attach:a5	64:15	w-s064-a015-w007	w-s064-a015-w008		m-w-s064-a015-w007-01	m-w-s064-a015-w008-01		64:15:7:1	64:15:8:1		q:64:15:9	q:64:15:10		9	10		adjective	strongly_licensed	high			GERUND	ADJ_QUALIT			position_morpheme_aligned	agreement;local_syntax	عَظِيمٌ agrees with and modifies أَجْرٌ.	resources/attachments.tsv:54035
sx-64_15-00174	ae:v3:s064:015:pass1:attach:a6	64:15	w-s064-a015-w007	w-s064-a015-w006		m-w-s064-a015-w007-01	m-w-s064-a015-w006-01		64:15:7:1	64:15:6:1		q:64:15:9	q:64:15:8		9	8		predication	strongly_licensed	high			GERUND	ADV			position_morpheme_aligned	local_syntax;word_order	عِندَهُۥ is the fronted predicate for the delayed subject أَجْرٌ.	resources/attachments.tsv:54036
